id,receipt_number,store_id,customer_id,cashier_id,occurred_at,payment_method,item_count,subtotal,vat_amount,total
2319,0001-00001610,1,841,72,2024-11-28T21:10:00,card,2,18.42,2.40,20.82
2320,0006-00001214,6,326,23,2024-11-29T12:18:00,cash,2,5.34,1.12,6.46
2321,0004-00001553,4,482,69,2024-11-29T20:20:00,card,1,4.09,0.86,4.95
2322,0008-00002364,8,218,47,2024-11-30T12:54:00,card,6,34.48,3.21,37.69
2323,0001-00001367,1,280,72,2024-11-30T19:48:00,card,2,8.70,1.30,10.00
2324,0007-00000655,7,,55,2024-11-30T20:23:00,card,10,38.95,6.67,45.62
2325,0001-00000183,1,124,72,2024-11-30T21:05:00,card,1,11.88,0.48,12.36
2326,0002-00000250,2,784,77,2024-12-03T14:05:00,cash,1,2.30,0.48,2.78
2327,0007-00001966,7,54,30,2024-12-03T15:03:00,cash,1,2.48,0.52,3.00
2328,0003-00001933,3,835,9,2024-12-04T09:30:00,cash,2,3.63,0.36,3.99
2329,0005-00002134,5,413,89,2024-12-04T13:04:00,cash,1,22.29,4.68,26.97
2330,0002-00000826,2,,5,2024-12-04T14:07:00,mobile,2,13.52,2.44,15.96
2331,0006-00001244,6,,23,2024-12-05T11:34:00,card,1,7.40,1.55,8.95
2332,0008-00000939,8,417,103,2024-12-05T12:19:00,card,1,3.71,0.78,4.49
2333,0008-00002365,8,,65,2024-12-07T12:47:00,card,3,15.88,2.39,18.27
2334,0005-00001734,5,562,16,2024-12-07T14:54:00,mobile,6,43.24,3.22,46.46
2335,0008-00000697,8,,21,2024-12-07T19:11:00,mobile,3,16.11,0.86,16.97
2336,0003-00000092,3,59,9,2024-12-07T20:58:00,card,1,3.30,0.69,3.99
2337,0001-00001095,1,,72,2024-12-08T20:59:00,card,4,32.57,3.12,35.69
2338,0003-00000558,3,,9,2024-12-09T19:32:00,card,4,18.95,2.74,21.69
2339,0001-00002194,1,,72,2024-12-10T09:45:00,cash,2,7.27,1.52,8.79
2340,0008-00001186,8,2,47,2024-12-10T11:12:00,card,1,4.94,1.04,5.98
2341,0003-00000252,3,,9,2024-12-10T18:12:00,card,2,15.17,2.06,17.23
2342,0003-00001114,3,,9,2024-12-11T13:10:00,card,4,15.93,1.89,17.82
2343,0002-00000412,2,686,98,2024-12-11T17:02:00,cash,40,330.57,45.49,376.06
2344,0008-00002446,8,,21,2024-12-11T19:47:00,cash,1,1.64,0.35,1.99
2345,0006-00000954,6,619,62,2024-12-12T19:00:00,card,1,2.70,0.27,2.97
2346,0002-00002181,2,501,42,2024-12-13T18:19:00,card,1,2.26,0.23,2.49
2347,0002-00002033,2,,5,2024-12-14T12:27:00,card,4,11.97,2.19,14.16
2348,0001-00002330,1,,72,2024-12-14T13:47:00,card,2,13.58,2.26,15.84
2349,0004-00001722,4,,91,2024-12-14T18:47:00,card,2,27.25,5.73,32.98
2350,0004-00002848,4,,69,2024-12-14T19:34:00,cash,4,18.63,1.12,19.75
2351,0007-00002343,7,,109,2024-12-14T20:11:00,card,1,18.60,3.90,22.50
2352,0008-00001449,8,784,28,2024-12-15T15:39:00,cash,4,18.69,2.81,21.50
2353,0005-00000804,5,602,31,2024-12-16T11:03:00,card,2,77.75,15.75,93.50
2354,0007-00000406,7,,30,2024-12-16T17:49:00,card,3,32.20,6.76,38.96
2355,0004-00001261,4,164,91,2024-12-16T18:53:00,cash,5,32.12,5.28,37.40
2356,0006-00002156,6,,23,2024-12-16T20:14:00,card,2,2.99,0.49,3.48
2357,0003-00001564,3,48,9,2024-12-17T12:45:00,cash,2,12.06,2.29,14.35
2358,0002-00001274,2,,42,2024-12-17T16:22:00,card,5,35.69,2.44,38.13
2359,0007-00001056,7,,109,2024-12-17T17:29:00,card,3,19.26,1.75,21.01
2360,0001-00002504,1,56,72,2024-12-17T18:10:00,card,5,39.83,3.10,42.93
2361,0005-00000311,5,,16,2024-12-18T13:44:00,mobile,1,2.68,0.27,2.95
2362,0007-00000120,7,,18,2024-12-18T18:16:00,card,2,18.17,3.81,21.98
2363,0004-00000313,4,842,69,2024-12-19T11:04:00,card,1,0.76,0.08,0.84
2364,0005-00000403,5,556,99,2024-12-20T09:27:00,cash,5,27.87,3.95,31.82
2365,0004-00002323,4,261,91,2024-12-20T11:18:00,cash,10,56.24,5.87,62.11
2366,0001-00000248,1,,72,2024-12-20T12:05:00,card,1,0.47,0.05,0.52
2367,0006-00001837,6,660,95,2024-12-20T19:06:00,card,1,3.18,0.32,3.50
2368,0004-00002548,4,,91,2024-12-21T09:01:00,card,1,2.06,0.43,2.49
2369,0008-00002311,8,717,65,2024-12-21T10:28:00,card,10,102.43,18.71,121.14
2370,0005-00000112,5,776,99,2024-12-21T10:31:00,voucher,1,11.13,2.34,13.47
2371,0001-00000957,1,,72,2024-12-21T15:42:00,cash,2,43.76,9.18,52.94
2372,0007-00002846,7,175,18,2024-12-21T19:06:00,card,11,62.67,9.19,71.86
2373,0006-00002742,6,253,76,2024-12-21T19:37:00,mobile,10,70.08,6.79,76.87
2374,0001-00000012,1,,72,2024-12-22T10:26:00,card,1,1.35,0.14,1.49
2375,0003-00002676,3,473,9,2024-12-22T11:26:00,card,3,6.02,1.01,7.03
2376,0005-00001121,5,266,89,2024-12-22T14:53:00,card,1,7.44,1.56,9.00
2377,0008-00002114,8,,84,2024-12-23T16:59:00,card,2,10.53,2.21,12.74
2378,0008-00002586,8,722,65,2024-12-23T18:28:00,mobile,7,47.06,6.13,53.19
2379,0008-00001808,8,383,84,2024-12-23T20:44:00,cash,6,40.58,7.37,47.95
2380,0001-00002091,1,,72,2024-12-24T17:33:00,cash,1,2.71,0.27,2.98
2381,0005-00001004,5,841,99,2024-12-24T18:42:00,card,2,14.03,2.94,16.97
2382,0002-00001653,2,,85,2024-12-26T12:43:00,cash,1,2.89,0.61,3.50
2383,0004-00001999,4,,69,2024-12-26T15:32:00,card,2,10.17,1.53,11.70
2384,0006-00001029,6,,62,2024-12-26T16:57:00,card,2,7.04,0.70,7.74
2385,0006-00002688,6,690,62,2024-12-26T18:01:00,card,5,59.47,5.32,64.79
2386,0006-00001970,6,861,95,2024-12-27T10:52:00,card,1,11.57,2.43,14.00
2387,0001-00000195,1,299,72,2024-12-27T15:50:00,cash,16,94.71,13.87,108.58
2388,0005-00000279,5,,16,2024-12-27T20:16:00,cash,1,5.74,1.21,6.95
2389,0006-00002369,6,502,23,2024-12-28T11:48:00,cash,1,2.44,0.51,2.95
2390,0004-00002339,4,18,69,2024-12-28T11:53:00,card,1,5.79,1.21,7.00
2391,0007-00001219,7,404,10,2024-12-28T16:55:00,cash,2,11.99,1.77,13.76
2392,0005-00002652,5,,99,2024-12-28T19:20:00,card,2,15.52,1.44,16.96
2393,0004-00001622,4,,69,2024-12-28T19:26:00,card,1,1.23,0.26,1.49
2394,0002-00001187,2,458,42,2024-12-28T19:46:00,card,4,20.59,4.32,24.91
2395,0006-00002825,6,440,76,2024-12-29T10:41:00,card,2,12.71,2.27,14.98
2396,0008-00001876,8,,29,2024-12-29T16:33:00,card,5,21.02,1.41,22.43
2397,0008-00001521,8,,29,2024-12-29T18:49:00,card,3,40.33,3.08,43.41
2398,0005-00000676,5,582,31,2024-12-31T10:51:00,card,5,44.78,8.43,53.21
2399,0006-00000246,6,,71,2024-12-31T19:21:00,mobile,7,45.91,6.43,52.34
2400,0005-00002476,5,,31,2025-01-01T19:34:00,card,4,43.59,8.11,51.70
2401,0003-00000056,3,705,9,2025-01-02T09:57:00,cash,3,28.26,5.93,34.19
2402,0008-00000760,8,780,103,2025-01-02T11:20:00,cash,2,4.33,0.62,4.95
2403,0005-00000273,5,5,99,2025-01-02T18:55:00,card,3,15.36,0.85,16.21
2404,0002-00002406,2,,5,2025-01-02T19:18:00,cash,3,23.16,2.63,25.79
2405,0006-00000882,6,,95,2025-01-03T11:19:00,card,5,36.69,7.21,43.90
2406,0001-00002849,1,528,72,2025-01-03T11:30:00,card,1,4.12,0.86,4.98
2407,0008-00000870,8,,29,2025-01-03T12:31:00,card,1,2.93,0.29,3.22
2408,0001-00002409,1,,72,2025-01-03T13:59:00,card,1,10.56,0.42,10.98
2409,0008-00000602,8,,21,2025-01-04T10:47:00,cash,4,24.06,2.17,26.23
2410,0001-00002659,1,696,72,2025-01-04T12:19:00,card,1,2.44,0.51,2.95
2411,0007-00001692,7,,55,2025-01-04T13:39:00,card,1,2.27,0.23,2.50
2412,0006-00001071,6,,62,2025-01-04T15:28:00,card,6,94.94,16.77,111.71
2413,0001-00001155,1,606,72,2025-01-04T18:30:00,mobile,2,21.90,4.60,26.50
2414,0006-00000831,6,316,23,2025-01-04T19:18:00,cash,5,23.11,4.30,27.41
2415,0005-00001234,5,,16,2025-01-04T19:55:00,cash,2,20.28,1.37,21.65
2416,0004-00000486,4,,91,2025-01-05T11:09:00,card,4,82.48,16.74,99.22
2417,0003-00000963,3,619,9,2025-01-06T10:13:00,card,1,9.90,2.08,11.98
2418,0002-00000415,2,,98,2025-01-06T11:24:00,card,9,156.04,32.25,188.29
2419,0003-00000852,3,731,9,2025-01-06T20:34:00,cash,9,62.10,11.13,73.23
2420,0008-00000606,8,358,29,2025-01-07T12:18:00,cash,3,10.48,1.85,12.33
2421,0004-00000654,4,,69,2025-01-07T14:22:00,card,3,12.64,1.32,13.96
2422,0003-00000941,3,,9,2025-01-07T15:57:00,card,2,9.10,1.64,10.74
2423,0004-00001941,4,,69,2025-01-07T17:08:00,card,2,43.44,8.52,51.96
2424,0007-00001815,7,783,109,2025-01-07T19:41:00,cash,1,21.49,0.86,22.35
2425,0006-00002318,6,,62,2025-01-08T14:56:00,card,1,3.30,0.69,3.99
2426,0004-00001994,4,220,69,2025-01-08T17:28:00,card,1,2.69,0.56,3.25
2427,0008-00000239,8,653,84,2025-01-08T19:22:00,card,1,3.93,0.82,4.75
2428,0003-00000396,3,,9,2025-01-09T12:54:00,cash,1,1.59,0.16,1.75
2429,0006-00000236,6,131,23,2025-01-11T12:10:00,cash,1,14.03,2.95,16.98
2430,0004-00002336,4,,69,2025-01-11T17:46:00,card,1,0.35,0.01,0.36
2431,0007-00001581,7,4,109,2025-01-11T19:07:00,card,1,2.72,0.27,2.99
2432,0007-00002809,7,,10,2025-01-11T20:17:00,card,2,23.11,4.86,27.97
2433,0002-00002414,2,,77,2025-01-12T12:27:00,card,2,2.39,0.19,2.58
2434,0008-00001092,8,,94,2025-01-12T14:42:00,cash,2,5.87,0.58,6.45
2435,0006-00000461,6,171,23,2025-01-12T17:55:00,cash,8,28.27,4.90,33.17
2436,0003-00002089,3,108,9,2025-01-12T19:58:00,card,1,49.34,10.36,59.70
2437,0007-00001377,7,92,18,2025-01-13T11:00:00,cash,1,5.74,0.23,5.97
2438,0005-00000634,5,324,99,2025-01-13T12:43:00,card,1,14.79,3.11,17.90
2439,0008-00002104,8,361,61,2025-01-13T20:04:00,card,1,6.19,1.30,7.49
2440,0006-00002985,6,,76,2025-01-14T10:43:00,card,7,106.90,12.36,119.26
2441,0007-00000395,7,218,10,2025-01-14T11:45:00,card,4,24.34,4.12,28.46
2442,0002-00000469,2,230,77,2025-01-14T12:39:00,card,1,9.83,2.07,11.90
2443,0001-00000548,1,73,72,2025-01-15T11:05:00,card,4,16.42,3.14,19.56
2444,0008-00000704,8,,94,2025-01-15T16:05:00,card,6,45.35,8.32,53.67
2445,0002-00000695,2,360,42,2025-01-15T16:17:00,card,1,26.41,5.55,31.96
2446,0004-00000416,4,,69,2025-01-15T18:59:00,card,1,4.13,0.87,5.00
2447,0001-00000024,1,,72,2025-01-15T20:25:00,cash,1,1.24,0.26,1.50
2448,0005-00001909,5,268,89,2025-01-16T13:12:00,card,1,4.94,1.04,5.98
2449,0003-00002562,3,749,9,2025-01-16T15:43:00,cash,1,2.87,0.12,2.99
2450,0002-00002869,2,334,98,2025-01-16T20:06:00,card,1,5.45,0.54,5.99
2451,0001-00000218,1,,72,2025-01-17T10:31:00,cash,5,35.59,3.27,38.86
2452,0005-00001332,5,95,89,2025-01-17T10:43:00,card,3,30.06,4.71,34.77
2453,0008-00002564,8,,103,2025-01-17T12:01:00,card,2,13.16,1.79,14.95
2454,0004-00000513,4,860,91,2025-01-17T12:34:00,card,4,18.99,3.24,22.23
2455,0007-00001384,7,550,33,2025-01-17T19:49:00,cash,1,1.87,0.08,1.95
2456,0001-00000068,1,,72,2025-01-17T21:25:00,card,2,18.72,3.93,22.65
2457,0001-00001185,1,692,72,2025-01-18T11:51:00,cash,5,53.37,5.38,58.75
2458,0001-00001670,1,,72,2025-01-18T11:51:00,card,4,24.94,4.93,29.87
2459,0008-00000892,8,163,65,2025-01-18T12:36:00,voucher,1,11.48,0.46,11.94
2460,0004-00000871,4,716,69,2025-01-18T17:04:00,cash,1,4.16,0.17,4.33
2461,0008-00002411,8,558,61,2025-01-18T18:36:00,card,1,5.45,0.54,5.99
2462,0006-00001290,6,21,76,2025-01-19T10:18:00,cash,4,33.26,4.07,37.33
2463,0003-00001138,3,,9,2025-01-19T10:25:00,card,1,4.09,0.86,4.95
2464,0008-00002105,8,,29,2025-01-19T13:19:00,cash,6,28.33,4.84,33.17
2465,0007-00000463,7,4,18,2025-01-19T14:15:00,card,1,7.41,1.56,8.97
2466,0008-00000276,8,,61,2025-01-20T11:32:00,card,5,55.47,7.50,62.97
2467,0006-00002321,6,873,71,2025-01-21T14:43:00,card,16,77.53,9.41,86.94
2468,0005-00000866,5,484,89,2025-01-21T18:41:00,cash,1,2.06,0.43,2.49
2469,0006-00002260,6,,62,2025-01-21T21:10:00,voucher,1,4.54,0.45,4.99
2470,0005-00000994,5,106,99,2025-01-22T10:07:00,card,6,48.30,4.52,52.82
2471,0001-00000341,1,193,72,2025-01-22T13:23:00,cash,1,22.60,0.90,23.50
2472,0002-00002746,2,169,85,2025-01-22T18:26:00,mobile,4,36.04,2.09,38.13
2473,0006-00000147,6,452,95,2025-01-22T19:49:00,card,3,63.36,4.99,68.35
2474,0002-00001881,2,,5,2025-01-23T15:11:00,card,17,123.00,19.74,142.74
2475,0005-00001576,5,203,31,2025-01-24T09:39:00,card,3,10.50,1.43,11.93
2476,0006-00001949,6,,71,2025-01-25T18:52:00,card,2,3.10,0.34,3.44
2477,0003-00001856,3,503,9,2025-01-25T20:59:00,card,3,15.53,1.44,16.97
2478,0004-00000632,4,373,91,2025-01-26T17:05:00,cash,1,10.10,0.40,10.50
2479,0004-00001302,4,130,69,2025-01-26T20:42:00,card,4,33.33,5.53,38.86
2480,0006-00001502,6,,76,2025-01-27T11:23:00,card,1,24.71,5.19,29.90
2481,0004-00000550,4,831,69,2025-01-27T12:12:00,mobile,1,5.72,0.23,5.95
2482,0003-00002750,3,558,9,2025-01-27T16:05:00,cash,1,5.43,0.54,5.97
2483,0006-00002271,6,372,76,2025-01-28T09:50:00,mobile,2,6.33,0.90,7.23
2484,0001-00000905,1,511,72,2025-01-28T10:19:00,voucher,1,2.72,0.27,2.99
2485,0002-00000251,2,112,98,2025-01-28T11:47:00,card,1,8.88,0.36,9.24
2486,0006-00002391,6,466,62,2025-01-28T11:59:00,cash,3,37.49,6.30,43.79
2487,0004-00001548,4,441,91,2025-01-28T12:48:00,cash,3,26.41,3.04,29.45
2488,0005-00002495,5,324,99,2025-01-28T13:31:00,cash,4,25.33,2.14,27.47
2489,0002-00001532,2,88,77,2025-01-29T17:06:00,cash,1,2.72,0.27,2.99
2490,0008-00002778,8,545,28,2025-01-29T18:02:00,cash,3,39.13,7.46,46.59
2491,0002-00002079,2,,85,2025-01-30T09:17:00,card,3,9.04,1.08,10.12
2492,0004-00000570,4,648,91,2025-01-30T09:52:00,cash,1,3.30,0.69,3.99
2493,0006-00002912,6,,71,2025-01-30T18:23:00,voucher,3,14.46,1.28,15.74
2494,0002-00001164,2,,5,2025-01-31T09:16:00,card,2,22.93,4.82,27.75
2495,0008-00002415,8,367,61,2025-01-31T11:42:00,cash,1,17.77,3.73,21.50
2496,0008-00001607,8,,94,2025-01-31T13:33:00,card,2,17.53,3.69,21.22
2497,0003-00001592,3,,9,2025-01-31T13:43:00,card,4,20.12,2.37,22.49
2498,0002-00000715,2,695,77,2025-01-31T13:56:00,card,1,5.44,0.54,5.98
2499,0001-00000220,1,307,72,2025-02-01T17:26:00,cash,3,47.83,6.87,54.70
2500,0006-00000860,6,568,71,2025-02-01T18:57:00,cash,1,2.88,0.12,3.00
2501,0001-00002230,1,,72,2025-02-01T20:24:00,cash,1,4.94,1.04,5.98
2502,0006-00002891,6,700,95,2025-02-02T13:31:00,card,1,5.00,0.50,5.50
2503,0006-00001869,6,,71,2025-02-03T12:04:00,card,2,10.91,2.05,12.96
2504,0008-00002665,8,,65,2025-02-03T13:40:00,card,1,11.49,2.41,13.90
2505,0008-00001870,8,330,29,2025-02-03T13:44:00,card,1,2.88,0.12,3.00
2506,0001-00001703,1,,72,2025-02-03T14:35:00,card,1,2.06,0.43,2.49
2507,0003-00001222,3,63,9,2025-02-04T10:01:00,card,3,13.15,1.56,14.71
2508,0001-00002014,1,33,72,2025-02-05T09:31:00,cash,4,19.66,3.05,22.71
2509,0006-00002745,6,286,62,2025-02-06T16:35:00,card,2,6.47,0.33,6.80
2510,0001-00000258,1,,72,2025-02-06T20:25:00,card,3,17.10,0.84,17.94
2511,0002-00002125,2,727,77,2025-02-07T10:29:00,mobile,1,4.54,0.45,4.99
2512,0005-00002856,5,6,8,2025-02-07T11:29:00,cash,4,13.71,1.74,15.45
2513,0007-00001201,7,,55,2025-02-07T12:27:00,card,2,27.26,5.73,32.99
2514,0001-00000894,1,85,72,2025-02-07T15:01:00,card,6,57.45,9.94,67.39
2515,0007-00002373,7,,18,2025-02-07T17:48:00,card,2,9.70,1.24,10.94
2516,0001-00002508,1,34,72,2025-02-07T18:33:00,voucher,3,11.66,1.71,13.37
2517,0006-00000923,6,,95,2025-02-07T18:41:00,card,2,26.42,2.78,29.20
2518,0007-00000658,7,414,18,2025-02-07T20:25:00,card,9,91.27,9.33,100.60
2519,0001-00000775,1,,72,2025-02-08T09:10:00,cash,1,10.74,2.25,12.99
2520,0007-00002610,7,530,73,2025-02-08T12:19:00,card,6,41.12,4.55,45.67
2521,0001-00000527,1,887,72,2025-02-08T14:18:00,mobile,1,7.67,0.31,7.98
2522,0003-00002712,3,,9,2025-02-08T16:48:00,cash,4,31.37,3.31,34.68
2523,0007-00001805,7,,10,2025-02-08T18:52:00,mobile,1,1.64,0.34,1.98
2524,0008-00002555,8,,65,2025-02-08T20:03:00,card,3,5.69,0.79,6.48
2525,0007-00001149,7,897,33,2025-02-08T20:55:00,cash,1,1.81,0.18,1.99
2526,0007-00000673,7,899,30,2025-02-09T11:49:00,card,3,18.67,2.67,21.34
2527,0007-00002710,7,,30,2025-02-09T12:17:00,card,2,8.13,0.81,8.94
2528,0004-00002785,4,,69,2025-02-09T12:18:00,card,5,57.12,8.52,65.64
2529,0006-00000956,6,,95,2025-02-09T16:18:00,card,1,18.15,1.81,19.96
2530,0001-00001177,1,599,72,2025-02-10T13:48:00,card,2,4.36,0.92,5.28
2531,0001-00001153,1,214,72,2025-02-10T16:14:00,card,1,1.93,0.19,2.12
2532,0008-00002028,8,160,28,2025-02-10T17:02:00,mobile,7,103.79,19.10,122.89
2533,0005-00002197,5,762,89,2025-02-11T12:48:00,card,1,8.18,1.72,9.90
2534,0001-00002080,1,242,72,2025-02-11T14:50:00,cash,1,7.43,1.56,8.99
2535,0002-00000358,2,610,5,2025-02-11T15:13:00,cash,2,6.47,0.26,6.73
2536,0006-00001867,6,839,23,2025-02-11T17:24:00,card,4,37.99,2.83,40.82
2537,0005-00001134,5,,31,2025-02-11T19:00:00,card,2,3.21,0.64,3.85
2538,0002-00001003,2,689,42,2025-02-12T11:54:00,card,3,10.10,1.83,11.93
2539,0005-00000742,5,63,8,2025-02-12T12:44:00,card,2,8.39,1.76,10.15
2540,0006-00001158,6,393,62,2025-02-12T13:52:00,voucher,1,5.45,0.54,5.99
2541,0003-00002572,3,,9,2025-02-12T18:42:00,card,1,4.09,0.41,4.50
2542,0003-00000732,3,,9,2025-02-13T10:26:00,mobile,2,8.97,0.92,9.89
2543,0002-00000816,2,,42,2025-02-13T12:12:00,card,1,9.08,1.91,10.99
2544,0001-00000167,1,65,72,2025-02-13T12:48:00,card,1,1.64,0.35,1.99
2545,0006-00002203,6,,71,2025-02-13T13:00:00,cash,4,11.89,1.87,13.76
2546,0002-00000891,2,2,77,2025-02-13T13:19:00,card,3,8.20,0.75,8.95
2547,0007-00000909,7,,109,2025-02-14T10:24:00,card,1,1.77,0.18,1.95
2548,0002-00002184,2,675,42,2025-02-14T12:42:00,cash,2,7.79,1.15,8.94
2549,0006-00000681,6,77,62,2025-02-14T13:32:00,card,18,88.62,14.99,103.61
2550,0007-00002906,7,,33,2025-02-14T14:26:00,card,2,8.67,1.82,10.49
2551,0007-00000830,7,681,33,2025-02-14T15:28:00,card,1,2.87,0.12,2.99
2552,0008-00002389,8,,47,2025-02-14T16:53:00,card,1,1.81,0.18,1.99
2553,0006-00000557,6,339,23,2025-02-15T09:38:00,cash,1,2.50,0.25,2.75
2554,0005-00001445,5,,89,2025-02-15T12:31:00,card,1,4.50,0.45,4.95
2555,0006-00000507,6,10,71,2025-02-15T15:51:00,cash,1,10.74,2.25,12.99
2556,0002-00002444,2,528,42,2025-02-15T16:57:00,cash,1,4.09,0.86,4.95
2557,0001-00002432,1,147,72,2025-02-16T09:48:00,card,5,33.65,7.06,40.71
2558,0008-00000294,8,,103,2025-02-16T21:26:00,card,7,26.67,3.55,30.22
2559,0004-00002418,4,263,69,2025-02-17T12:04:00,card,1,3.10,0.65,3.75
2560,0001-00000499,1,187,72,2025-02-17T13:10:00,cash,2,6.56,1.38,7.94
2561,0004-00000357,4,,69,2025-02-17T14:09:00,card,2,19.82,4.16,23.98
2562,0003-00001485,3,156,9,2025-02-17T15:55:00,card,6,48.55,6.51,55.06
2563,0004-00001099,4,,69,2025-02-18T15:33:00,cash,3,87.63,17.80,105.43
2564,0002-00002223,2,705,98,2025-02-19T10:29:00,mobile,1,2.49,0.10,2.59
2565,0001-00000138,1,,72,2025-02-19T12:10:00,card,3,8.25,1.44,9.69
2566,0008-00001093,8,402,28,2025-02-19T16:31:00,card,18,105.03,19.17,124.20
2567,0005-00002057,5,,99,2025-02-20T10:35:00,cash,1,2.39,0.10,2.49
2568,0003-00001397,3,,9,2025-02-20T14:30:00,cash,6,23.81,3.50,27.31
2569,0002-00000472,2,,77,2025-02-20T15:37:00,mobile,3,4.87,0.90,5.77
2570,0007-00002769,7,,10,2025-02-20T16:13:00,card,1,2.07,0.43,2.50
2571,0004-00000025,4,505,69,2025-02-20T17:01:00,cash,4,18.55,1.91,20.46
2572,0002-00001139,2,,98,2025-02-20T19:20:00,card,1,7.02,1.48,8.50
2573,0004-00000659,4,21,91,2025-02-21T10:08:00,cash,5,83.08,12.72,95.80
2574,0004-00002952,4,,91,2025-02-21T17:13:00,card,1,5.78,1.21,6.99
2575,0007-00000075,7,,73,2025-02-21T19:53:00,card,1,6.31,1.33,7.64
2576,0008-00001769,8,,94,2025-02-22T10:16:00,card,7,64.21,8.98,73.19
2577,0004-00002295,4,,91,2025-02-22T11:55:00,card,2,4.48,0.27,4.75
2578,0002-00001414,2,373,85,2025-02-22T13:21:00,mobile,4,22.92,2.00,24.92
2579,0003-00002939,3,444,9,2025-02-22T13:25:00,card,2,5.73,1.21,6.94
2580,0007-00000192,7,690,33,2025-02-22T14:45:00,voucher,3,16.95,3.55,20.50
2581,0002-00001437,2,756,98,2025-02-23T10:30:00,cash,2,4.37,0.62,4.99
2582,0008-00000904,8,,103,2025-02-23T12:54:00,card,4,30.49,3.71,34.20
2583,0005-00002470,5,336,8,2025-02-24T10:41:00,cash,3,28.09,5.31,33.40
2584,0008-00001757,8,,21,2025-02-24T11:32:00,card,4,42.73,6.23,48.96
2585,0008-00002554,8,,65,2025-02-24T12:15:00,cash,1,0.93,0.09,1.02
2586,0004-00000966,4,,69,2025-02-24T12:37:00,cash,1,6.69,0.27,6.96
2587,0006-00001725,6,,62,2025-02-24T20:07:00,card,4,6.31,0.61,6.92
2588,0002-00002568,2,217,42,2025-02-24T21:09:00,cash,1,8.18,1.72,9.90
2589,0005-00001977,5,450,8,2025-02-26T09:44:00,cash,1,4.95,1.04,5.99
2590,0003-00000665,3,457,9,2025-02-27T17:42:00,card,2,4.88,1.02,5.90
2591,0005-00000851,5,125,8,2025-02-28T16:32:00,card,1,8.58,0.34,8.92
2592,0005-00000055,5,,31,2025-02-28T18:29:00,card,1,5.58,1.17,6.75
2593,0004-00002775,4,,69,2025-03-01T11:51:00,card,2,4.44,0.28,4.72
2594,0006-00002386,6,,23,2025-03-01T12:58:00,cash,1,5.36,0.54,5.90
2595,0003-00000401,3,208,9,2025-03-01T18:01:00,card,8,36.46,6.86,43.32
2596,0003-00000687,3,,9,2025-03-02T14:13:00,cash,1,5.36,0.54,5.90
2597,0007-00002187,7,486,18,2025-03-02T19:49:00,cash,6,51.85,9.74,61.59
2598,0003-00000629,3,185,9,2025-03-03T12:54:00,card,2,7.00,1.48,8.48
2599,0004-00001947,4,725,69,2025-03-03T13:54:00,card,2,21.27,2.66,23.93
2600,0001-00002650,1,416,72,2025-03-03T14:19:00,card,1,10.10,0.40,10.50
2601,0001-00001320,1,,72,2025-03-03T18:18:00,card,1,3.41,0.34,3.75
2602,0005-00001676,5,698,89,2025-03-04T09:07:00,cash,8,47.97,8.37,56.34
2603,0004-00001173,4,,69,2025-03-04T20:05:00,cash,3,21.59,1.19,22.78
2604,0008-00000508,8,835,29,2025-03-05T14:00:00,cash,1,6.53,1.37,7.90
2605,0008-00000739,8,,61,2025-03-05T14:19:00,card,3,14.26,2.47,16.73
2606,0008-00002975,8,,61,2025-03-05T14:50:00,card,5,31.37,3.31,34.68
2607,0003-00001598,3,,9,2025-03-05T17:08:00,cash,1,2.44,0.51,2.95
2608,0008-00002695,8,743,21,2025-03-05T19:39:00,card,2,10.85,2.09,12.94
2609,0008-00000583,8,,84,2025-03-05T20:45:00,card,3,49.93,6.49,56.42
2610,0002-00001103,2,,85,2025-03-06T11:46:00,card,1,3.30,0.69,3.99
2611,0006-00001375,6,,23,2025-03-06T12:14:00,voucher,1,2.50,0.25,2.75
2612,0005-00002974,5,573,16,2025-03-06T16:13:00,card,8,42.60,7.06,49.66
2613,0007-00000531,7,,109,2025-03-06T17:22:00,mobile,1,76.00,15.96,91.96
2614,0004-00000211,4,433,69,2025-03-06T21:23:00,card,19,88.31,14.86,103.17
2615,0004-00001810,4,,69,2025-03-07T19:08:00,card,2,7.35,1.14,8.49
2616,0003-00002756,3,673,9,2025-03-07T19:51:00,card,14,56.06,8.84,64.90
2617,0001-00000493,1,,72,2025-03-07T20:09:00,card,2,31.36,6.59,37.95
2618,0006-00001312,6,115,62,2025-03-08T09:36:00,card,3,12.73,2.48,15.21
2619,0007-00001606,7,100,109,2025-03-08T12:26:00,card,1,3.31,0.69,4.00
2620,0002-00002613,2,28,98,2025-03-08T13:05:00,card,1,2.47,0.52,2.99
2621,0001-00001742,1,,72,2025-03-08T18:32:00,mobile,2,17.30,1.19,18.49
2622,0002-00002534,2,,85,2025-03-08T18:46:00,card,4,22.58,3.85,26.43
2623,0008-00001254,8,361,94,2025-03-08T20:41:00,card,1,1.22,0.05,1.27
2624,0002-00000048,2,,85,2025-03-08T21:42:00,cash,3,25.27,4.98,30.25
2625,0008-00000999,8,,84,2025-03-09T19:20:00,card,4,16.67,2.07,18.74
2626,0005-00002452,5,,8,2025-03-09T19:49:00,cash,1,1.64,0.35,1.99
2627,0004-00002355,4,76,69,2025-03-10T11:38:00,card,11,83.00,14.48,97.48
