id,account_id,merchant_id,type,amount,balance_after,description,occurred_at,is_foreign
4243,977,,transfer_in,351.89,1104.53,TRANSFERENCIA RECIBIDA,2025-02-27T15:24:00,false
4244,648,123,card_payment,-91.40,225.87,COMPRA LIBRERÍA LOS ARCOS,2025-02-27T16:14:00,false
4245,808,88,card_payment,-5.13,3119.80,COMPRA TALLER SAN MARCOS,2025-02-27T16:52:00,false
4246,220,29,card_payment,-2.74,2219.81,COMPRA CASA NUEVO,2025-02-27T18:34:00,false
4247,571,143,card_payment,-98.11,3198.94,COMPRA PELUQUERÍA LOS ARCOS,2025-02-27T18:37:00,true
4248,457,130,card_payment,-27.86,2353.13,COMPRA PELUQUERÍA EL FARO,2025-02-27T18:41:00,true
4249,27,75,card_payment,-16.85,809.61,COMPRA TALLER LA ESQUINA,2025-02-27T19:09:00,false
4250,382,,fee,-3.00,3691.08,COMISION MANTENIMIENTO,2025-02-28T11:11:00,false
4251,984,,salary,2398.46,3713.90,NOMINA,2025-02-28T11:15:00,false
4252,766,38,card_payment,-9.53,1031.32,COMPRA ÓPTICA DEL PUERTO,2025-02-28T11:28:00,false
4253,123,,salary,2435.85,8822.41,NOMINA,2025-02-28T13:10:00,false
4254,942,110,card_payment,-22.08,2502.31,COMPRA PANADERÍA EL FARO,2025-02-28T16:24:00,false
4255,899,,transfer_out,-641.65,2904.12,TRANSFERENCIA EMITIDA,2025-02-28T17:05:00,false
4256,811,,atm_withdrawal,-50.00,266.45,REINTEGRO CAJERO,2025-02-28T17:33:00,false
4257,856,127,card_payment,-10.95,2434.20,COMPRA ÓPTICA SAN MARCOS,2025-02-28T17:40:00,false
4258,676,,salary,2008.68,5922.77,NOMINA,2025-02-28T17:48:00,false
4259,496,,transfer_in,755.25,3688.45,TRANSFERENCIA RECIBIDA,2025-02-28T18:05:00,false
4260,147,,atm_withdrawal,-150.00,2513.84,REINTEGRO CAJERO,2025-02-28T18:23:00,false
4261,975,,salary,1733.76,5236.05,NOMINA,2025-02-28T18:43:00,false
4262,92,32,card_payment,-2.92,1428.98,COMPRA CASA NUEVO,2025-02-28T20:19:00,true
4263,817,,salary,1155.46,5979.71,NOMINA,2025-02-28T20:33:00,false
4264,868,23,card_payment,-32.07,1416.89,COMPRA CAFETERÍA GRAN VÍA,2025-02-28T21:45:00,false
4265,1083,23,card_payment,-10.55,3776.04,COMPRA CAFETERÍA GRAN VÍA,2025-02-28T21:51:00,false
4266,110,140,card_payment,-8.59,2519.56,COMPRA CASA DEL PUERTO,2025-03-01T08:00:00,false
4267,562,,direct_debit,-9.34,2673.78,RECIBO DOMICILIADO,2025-03-01T08:42:00,false
4268,1042,26,card_payment,-14.08,2472.77,COMPRA LA TIENDA DE GRAN VÍA,2025-03-01T08:42:00,false
4269,23,,direct_debit,-23.07,703.79,RECIBO DOMICILIADO,2025-03-01T09:31:00,false
4270,180,,direct_debit,-46.15,2759.40,RECIBO DOMICILIADO,2025-03-01T11:39:00,false
4271,993,,transfer_in,566.11,5033.43,TRANSFERENCIA RECIBIDA,2025-03-01T11:51:00,false
4272,996,,direct_debit,-30.24,4103.32,RECIBO DOMICILIADO,2025-03-01T12:03:00,false
4273,1009,,direct_debit,-36.93,301.91,RECIBO DOMICILIADO,2025-03-01T12:06:00,false
4274,610,,interest,3.38,1415.98,ABONO INTERESES,2025-03-01T12:18:00,false
4275,358,116,card_payment,-8.54,2684.19,COMPRA ELECTRO MODERNO,2025-03-01T13:24:00,false
4276,878,48,card_payment,-11.64,989.54,COMPRA CAFETERÍA DEL CARMEN,2025-03-01T14:29:00,false
4277,180,,direct_debit,-16.64,2742.76,RECIBO DOMICILIADO,2025-03-01T15:33:00,false
4278,974,,direct_debit,-15.57,304.26,RECIBO DOMICILIADO,2025-03-01T17:18:00,false
4279,445,,atm_withdrawal,-20.00,1765.03,REINTEGRO CAJERO,2025-03-01T17:30:00,false
4280,863,87,card_payment,-9.13,3781.59,COMPRA LA TIENDA DE LA ESQUINA,2025-03-01T18:28:00,false
4281,250,23,card_payment,-103.69,1910.42,COMPRA CAFETERÍA GRAN VÍA,2025-03-02T08:01:00,false
4282,948,,atm_withdrawal,-100.00,4459.27,REINTEGRO CAJERO,2025-03-02T09:13:00,false
4283,123,,direct_debit,-53.98,8768.43,RECIBO DOMICILIADO,2025-03-02T11:05:00,false
4284,521,98,card_payment,-10.65,3149.74,COMPRA SUPERMERCADO EL FARO,2025-03-02T12:36:00,false
4285,507,,fee,-4.50,3845.69,COMISION MANTENIMIENTO,2025-03-02T12:49:00,false
4286,594,,transfer_out,-787.79,3575.30,TRANSFERENCIA EMITIDA,2025-03-02T13:37:00,false
4287,882,3,card_payment,-6.41,1237.85,COMPRA SUPERMERCADO DEL SOL,2025-03-02T18:27:00,true
4288,477,,direct_debit,-64.16,251.89,RECIBO DOMICILIADO,2025-03-02T20:23:00,false
4289,928,159,card_payment,-39.33,3659.60,COMPRA ÓPTICA CENTRAL,2025-03-03T09:03:00,false
4290,312,,direct_debit,-14.88,3544.84,RECIBO DOMICILIADO,2025-03-03T09:26:00,false
4291,472,,direct_debit,-13.94,2098.41,RECIBO DOMICILIADO,2025-03-03T09:42:00,false
4292,949,,transfer_out,-1036.32,2018.17,TRANSFERENCIA EMITIDA,2025-03-03T10:09:00,false
4293,820,88,card_payment,-59.73,671.63,COMPRA TALLER SAN MARCOS,2025-03-03T10:26:00,false
4294,182,167,card_payment,-5.42,2683.34,COMPRA BAR NUEVO,2025-03-03T11:57:00,false
4295,299,,direct_debit,-9.07,1199.96,RECIBO DOMICILIADO,2025-03-03T12:41:00,false
4296,844,,direct_debit,-26.01,2753.41,RECIBO DOMICILIADO,2025-03-03T12:44:00,false
4297,179,,transfer_out,-154.97,1644.96,TRANSFERENCIA EMITIDA,2025-03-03T12:51:00,false
4298,147,,direct_debit,-21.91,2491.93,RECIBO DOMICILIADO,2025-03-03T12:56:00,false
4299,941,83,card_payment,-5.51,1756.06,COMPRA PELUQUERÍA LOS ARCOS,2025-03-03T13:37:00,false
4300,670,,direct_debit,-32.97,3037.67,RECIBO DOMICILIADO,2025-03-03T14:06:00,false
4301,888,,direct_debit,-10.96,3697.34,RECIBO DOMICILIADO,2025-03-03T14:32:00,false
4302,867,,direct_debit,-22.48,821.02,RECIBO DOMICILIADO,2025-03-03T14:54:00,false
4303,281,,direct_debit,-23.57,4748.76,RECIBO DOMICILIADO,2025-03-03T15:43:00,false
4304,887,121,card_payment,-21.92,2404.96,COMPRA MUEBLES LA ESTRELLA,2025-03-03T15:55:00,false
4305,455,,transfer_in,656.10,1784.24,TRANSFERENCIA RECIBIDA,2025-03-03T16:20:00,false
4306,321,168,card_payment,-16.30,2340.99,COMPRA FARMACIA REAL,2025-03-03T18:09:00,false
4307,958,,direct_debit,-11.35,3031.95,RECIBO DOMICILIADO,2025-03-03T20:10:00,false
4308,790,,transfer_in,149.89,1086.62,TRANSFERENCIA RECIBIDA,2025-03-03T20:14:00,false
4309,1074,,direct_debit,-38.13,1520.12,RECIBO DOMICILIADO,2025-03-03T21:54:00,false
4310,307,,transfer_out,-267.38,1771.51,TRANSFERENCIA EMITIDA,2025-03-04T10:34:00,false
4311,1048,42,card_payment,-131.66,1577.23,COMPRA EL RINCÓN DE LOS ARCOS,2025-03-04T11:21:00,false
4312,128,,atm_withdrawal,-60.00,3977.44,REINTEGRO CAJERO,2025-03-04T13:18:00,false
4313,521,32,card_payment,-3.17,3146.57,COMPRA CASA NUEVO,2025-03-04T13:24:00,true
4314,346,101,card_payment,-29.21,894.59,COMPRA ÓPTICA BUENAVISTA,2025-03-04T13:52:00,false
4315,87,53,card_payment,-40.92,191.51,COMPRA LIBRERÍA DEL CARMEN,2025-03-04T14:15:00,true
4316,668,130,card_payment,-79.17,3.47,COMPRA PELUQUERÍA EL FARO,2025-03-04T14:32:00,true
4317,578,,transfer_out,-63.94,692.23,TRANSFERENCIA EMITIDA,2025-03-04T16:17:00,false
4318,62,118,card_payment,-4.18,1053.77,COMPRA TALLER EL FARO,2025-03-04T17:03:00,false
4319,254,,direct_debit,-20.84,2531.36,RECIBO DOMICILIADO,2025-03-04T18:37:00,false
4320,924,,transfer_in,167.16,2371.68,TRANSFERENCIA RECIBIDA,2025-03-04T19:07:00,false
4321,1068,,direct_debit,-48.62,1362.03,RECIBO DOMICILIADO,2025-03-04T19:48:00,false
4322,712,80,card_payment,-119.16,97.37,COMPRA LA TIENDA DE LA PLAZA,2025-03-05T08:40:00,false
4323,627,,direct_debit,-28.79,553.40,RECIBO DOMICILIADO,2025-03-05T09:19:00,false
4324,308,168,card_payment,-26.27,2321.52,COMPRA FARMACIA REAL,2025-03-05T09:37:00,false
4325,947,,transfer_out,-85.28,2463.90,TRANSFERENCIA EMITIDA,2025-03-05T09:46:00,false
4326,628,130,card_payment,-19.75,493.27,COMPRA PELUQUERÍA EL FARO,2025-03-05T10:18:00,true
4327,366,,direct_debit,-13.77,650.89,RECIBO DOMICILIADO,2025-03-05T11:06:00,false
4328,961,,direct_debit,-36.17,1587.14,RECIBO DOMICILIADO,2025-03-05T11:39:00,false
4329,941,110,card_payment,-37.13,1718.93,COMPRA PANADERÍA EL FARO,2025-03-05T13:42:00,false
4330,635,,transfer_in,434.53,3249.68,TRANSFERENCIA RECIBIDA,2025-03-05T14:20:00,false
4331,691,,direct_debit,-33.55,123.20,RECIBO DOMICILIADO,2025-03-05T14:29:00,false
4332,954,,transfer_out,-656.02,3551.20,TRANSFERENCIA EMITIDA,2025-03-05T14:34:00,false
4333,219,,atm_withdrawal,-100.00,1629.38,REINTEGRO CAJERO,2025-03-05T16:37:00,false
4334,853,,direct_debit,-115.32,1262.87,RECIBO DOMICILIADO,2025-03-05T16:50:00,false
4335,193,,direct_debit,-34.25,1354.08,RECIBO DOMICILIADO,2025-03-05T17:38:00,false
4336,105,,direct_debit,-191.01,1962.93,RECIBO DOMICILIADO,2025-03-05T17:39:00,false
4337,1060,,direct_debit,-49.71,3817.27,RECIBO DOMICILIADO,2025-03-05T17:49:00,false
4338,126,,direct_debit,-40.55,1016.31,RECIBO DOMICILIADO,2025-03-05T18:45:00,false
4339,1023,,transfer_out,-285.16,2509.94,TRANSFERENCIA EMITIDA,2025-03-05T18:45:00,false
4340,615,,direct_debit,-29.68,6371.77,RECIBO DOMICILIADO,2025-03-05T20:34:00,false
4341,662,,direct_debit,-38.05,821.72,RECIBO DOMICILIADO,2025-03-06T08:59:00,false
4342,875,,transfer_in,640.00,4364.31,TRANSFERENCIA RECIBIDA,2025-03-06T10:06:00,false
4343,882,,transfer_in,538.24,1776.09,TRANSFERENCIA RECIBIDA,2025-03-06T10:45:00,false
4344,270,115,card_payment,-12.83,631.65,COMPRA FARMACIA DEL PUERTO,2025-03-06T10:58:00,false
4345,792,,direct_debit,-60.21,5693.21,RECIBO DOMICILIADO,2025-03-06T12:08:00,false
4346,731,,direct_debit,-129.49,232.45,RECIBO DOMICILIADO,2025-03-06T12:10:00,false
4347,794,44,card_payment,-71.06,2159.72,COMPRA LIBRERÍA SAN MARCOS,2025-03-06T12:33:00,false
4348,984,,direct_debit,-37.50,3676.40,RECIBO DOMICILIADO,2025-03-06T12:35:00,false
4349,551,,transfer_out,-353.27,1484.08,TRANSFERENCIA EMITIDA,2025-03-06T12:54:00,false
4350,808,,direct_debit,-37.40,3082.40,RECIBO DOMICILIADO,2025-03-06T13:05:00,false
4351,783,,atm_withdrawal,-20.00,1733.65,REINTEGRO CAJERO,2025-03-06T13:18:00,false
4352,147,,direct_debit,-29.65,2462.28,RECIBO DOMICILIADO,2025-03-06T14:28:00,false
4353,345,19,card_payment,-4.66,1151.02,COMPRA TALLER LOS ARCOS,2025-03-06T15:40:00,true
4354,597,,transfer_in,784.58,3709.83,TRANSFERENCIA RECIBIDA,2025-03-06T16:40:00,false
4355,111,,direct_debit,-68.93,5559.87,RECIBO DOMICILIADO,2025-03-06T16:51:00,false
4356,785,,atm_withdrawal,-150.00,824.86,REINTEGRO CAJERO,2025-03-06T17:06:00,false
4357,719,,direct_debit,-37.68,3861.87,RECIBO DOMICILIADO,2025-03-06T17:11:00,false
4358,1058,,direct_debit,-23.18,1392.03,RECIBO DOMICILIADO,2025-03-06T17:26:00,false
4359,234,,direct_debit,-21.62,152.37,RECIBO DOMICILIADO,2025-03-06T19:12:00,false
4360,465,7,card_payment,-34.39,-271.36,COMPRA PELUQUERÍA LOS ARCOS,2025-03-06T19:12:00,false
4361,629,,direct_debit,-44.62,3155.97,RECIBO DOMICILIADO,2025-03-06T19:14:00,false
4362,845,,direct_debit,-88.19,6971.21,RECIBO DOMICILIADO,2025-03-06T21:30:00,false
4363,952,139,card_payment,-3.23,1310.68,COMPRA RESTAURANTE DEL CARMEN,2025-03-07T10:59:00,true
4364,604,13,card_payment,-12.08,2715.07,COMPRA RESTAURANTE SAN MARCOS,2025-03-07T14:12:00,false
4365,264,,direct_debit,-105.09,4052.84,RECIBO DOMICILIADO,2025-03-07T14:33:00,false
4366,1058,74,card_payment,-29.28,1362.75,COMPRA ELECTRO LOS ARCOS,2025-03-07T14:33:00,false
4367,62,,direct_debit,-34.65,1019.12,RECIBO DOMICILIADO,2025-03-07T14:40:00,false
4368,122,,interest,3.69,3608.71,ABONO INTERESES,2025-03-07T14:43:00,false
4369,533,,direct_debit,-81.96,2186.79,RECIBO DOMICILIADO,2025-03-07T15:00:00,false
4370,861,,direct_debit,-64.03,1367.40,RECIBO DOMICILIADO,2025-03-07T15:29:00,false
4371,943,,direct_debit,-33.65,3735.97,RECIBO DOMICILIADO,2025-03-07T16:04:00,false
4372,866,127,card_payment,-5.64,644.20,COMPRA ÓPTICA SAN MARCOS,2025-03-07T17:27:00,false
4373,818,162,card_payment,-5.46,3281.60,COMPRA LIBRERÍA LA ESQUINA,2025-03-07T18:04:00,true
4374,720,167,card_payment,-5.84,312.04,COMPRA BAR NUEVO,2025-03-07T18:36:00,false
4375,981,,transfer_in,584.70,2830.03,TRANSFERENCIA RECIBIDA,2025-03-07T18:58:00,false
4376,955,,direct_debit,-11.67,3006.20,RECIBO DOMICILIADO,2025-03-07T19:27:00,false
4377,1011,,direct_debit,-29.99,2474.59,RECIBO DOMICILIADO,2025-03-07T19:36:00,false
4378,590,,direct_debit,-43.83,4381.06,RECIBO DOMICILIADO,2025-03-07T19:56:00,false
4379,1014,,direct_debit,-9.31,4635.72,RECIBO DOMICILIADO,2025-03-07T20:37:00,false
4380,618,,direct_debit,-23.15,5713.32,RECIBO DOMICILIADO,2025-03-07T21:57:00,false
4381,750,97,card_payment,-7.91,1991.70,COMPRA ELECTRO LA ESQUINA,2025-03-08T08:26:00,false
4382,442,56,card_payment,-30.24,2256.08,COMPRA BAR REAL,2025-03-08T08:51:00,false
4383,996,105,card_payment,-8.53,4094.79,COMPRA ÓPTICA BUENAVISTA,2025-03-08T13:12:00,false
4384,834,15,card_payment,-46.19,2107.99,COMPRA ELECTRO LOS ARCOS,2025-03-08T15:59:00,false
4385,887,,transfer_in,1387.88,3792.84,TRANSFERENCIA RECIBIDA,2025-03-08T17:41:00,false
4386,330,44,card_payment,-36.17,4967.12,COMPRA LIBRERÍA SAN MARCOS,2025-03-09T11:05:00,false
4387,935,11,card_payment,-158.46,2185.73,COMPRA LA TIENDA DE MODERNO,2025-03-09T11:48:00,false
4388,26,98,card_payment,-14.08,863.59,COMPRA SUPERMERCADO EL FARO,2025-03-09T11:53:00,false
4389,598,180,card_payment,-8.14,119.26,COMPRA CAFETERÍA DEL CARMEN,2025-03-09T12:16:00,false
4390,522,,atm_withdrawal,-60.00,1547.43,REINTEGRO CAJERO,2025-03-09T13:11:00,false
4391,1071,,transfer_in,716.57,4190.56,TRANSFERENCIA RECIBIDA,2025-03-09T13:39:00,false
4392,662,,transfer_out,-244.99,576.73,TRANSFERENCIA EMITIDA,2025-03-09T15:02:00,false
4393,561,156,card_payment,-0.99,301.41,COMPRA FARMACIA DEL CARMEN,2025-03-09T16:23:00,true
4394,411,94,card_payment,-31.63,2710.15,COMPRA BAR CENTRAL,2025-03-09T18:07:00,false
4395,978,,atm_withdrawal,-50.00,1401.98,REINTEGRO CAJERO,2025-03-09T20:54:00,false
4396,521,30,card_payment,-17.60,3128.97,COMPRA LA TIENDA DE BUENAVISTA,2025-03-09T21:52:00,false
4397,397,,transfer_in,579.88,5649.86,TRANSFERENCIA RECIBIDA,2025-03-10T08:49:00,false
4398,123,,transfer_out,-123.68,8644.75,TRANSFERENCIA EMITIDA,2025-03-10T09:52:00,false
4399,883,,transfer_out,-375.15,201.60,TRANSFERENCIA EMITIDA,2025-03-10T10:13:00,false
4400,41,155,card_payment,-11.17,3765.66,COMPRA LIBRERÍA LOS ARCOS,2025-03-10T13:45:00,false
4401,301,,fee,-4.50,2781.64,COMISION MANTENIMIENTO,2025-03-10T14:09:00,false
4402,610,,transfer_in,452.11,1868.09,TRANSFERENCIA RECIBIDA,2025-03-10T15:36:00,false
4403,307,141,card_payment,-18.94,1752.57,COMPRA LA TIENDA DE SAN MARCOS,2025-03-10T19:34:00,false
4404,792,157,card_payment,-1.17,5692.04,COMPRA ELECTRO SAN MARCOS,2025-03-11T10:10:00,false
4405,706,132,card_payment,-147.81,1777.26,COMPRA CAFETERÍA LA ESTRELLA,2025-03-11T10:58:00,false
4406,698,55,card_payment,-12.00,2056.20,COMPRA CAFETERÍA REAL,2025-03-11T12:11:00,false
4407,376,,atm_withdrawal,-50.00,1484.24,REINTEGRO CAJERO,2025-03-11T12:12:00,false
4408,857,,transfer_out,-393.92,2348.03,TRANSFERENCIA EMITIDA,2025-03-11T12:13:00,false
4409,769,3,card_payment,-74.32,2173.86,COMPRA SUPERMERCADO DEL SOL,2025-03-11T12:15:00,true
4410,1027,,transfer_out,-292.21,287.57,TRANSFERENCIA EMITIDA,2025-03-11T13:03:00,false
4411,764,161,card_payment,-22.06,1454.71,COMPRA ELECTRO BUENAVISTA,2025-03-11T14:20:00,false
4412,322,16,card_payment,-18.36,4700.43,COMPRA LA TIENDA DE LOS ARCOS,2025-03-11T16:34:00,false
4413,517,174,card_payment,-3.53,187.35,COMPRA EL RINCÓN DE BUENAVISTA,2025-03-11T20:30:00,true
4414,320,155,card_payment,-15.82,1935.80,COMPRA LIBRERÍA LOS ARCOS,2025-03-12T15:04:00,false
4415,217,,transfer_in,71.77,7960.86,TRANSFERENCIA RECIBIDA,2025-03-12T15:13:00,false
4416,648,38,card_payment,-8.23,217.64,COMPRA ÓPTICA DEL PUERTO,2025-03-12T15:36:00,false
4417,146,75,card_payment,-23.74,1603.04,COMPRA TALLER LA ESQUINA,2025-03-12T17:07:00,false
4418,882,166,card_payment,-8.15,1767.94,COMPRA LA TIENDA DE BUENAVISTA,2025-03-12T18:42:00,true
4419,876,139,card_payment,-7.85,3256.17,COMPRA RESTAURANTE DEL CARMEN,2025-03-12T18:50:00,true
4420,366,,interest,0.72,651.61,ABONO INTERESES,2025-03-12T18:56:00,false
4421,129,54,card_payment,-50.11,4767.97,COMPRA ELECTRO DEL PUERTO,2025-03-12T19:06:00,false
4422,808,,transfer_in,167.69,3250.09,TRANSFERENCIA RECIBIDA,2025-03-12T20:16:00,false
4423,689,,atm_withdrawal,-150.00,1489.80,REINTEGRO CAJERO,2025-03-13T12:37:00,false
4424,164,9,card_payment,-21.44,5566.57,COMPRA PELUQUERÍA DEL PUERTO,2025-03-13T18:09:00,true
4425,355,,atm_withdrawal,-40.00,258.21,REINTEGRO CAJERO,2025-03-13T20:18:00,false
4426,874,,transfer_out,-260.55,8822.70,TRANSFERENCIA EMITIDA,2025-03-14T10:59:00,false
4427,147,48,card_payment,-57.49,2404.79,COMPRA CAFETERÍA DEL CARMEN,2025-03-14T11:02:00,false
4428,991,12,card_payment,-68.83,5511.61,COMPRA MUEBLES LA ESQUINA,2025-03-14T12:52:00,false
4429,1062,97,card_payment,-11.48,4463.22,COMPRA ELECTRO LA ESQUINA,2025-03-14T18:08:00,false
4430,529,,fee,-3.00,2388.04,COMISION MANTENIMIENTO,2025-03-14T20:40:00,false
4431,140,150,card_payment,-25.17,146.80,COMPRA PANADERÍA LA PLAZA,2025-03-15T09:00:00,false
4432,835,45,card_payment,-8.06,2985.63,COMPRA LA TIENDA DE DEL SOL,2025-03-15T10:54:00,false
4433,714,34,card_payment,-8.56,2804.12,COMPRA CAFETERÍA DEL SOL,2025-03-15T11:07:00,false
4434,902,,fee,-2.50,923.38,COMISION MANTENIMIENTO,2025-03-15T12:50:00,false
4435,617,123,card_payment,-11.83,3270.15,COMPRA LIBRERÍA LOS ARCOS,2025-03-15T15:04:00,false
4436,171,125,card_payment,-10.23,552.79,COMPRA ELECTRO SAN MARCOS,2025-03-15T15:23:00,false
4437,587,79,card_payment,-1.50,4104.50,COMPRA CASA CENTRAL,2025-03-15T16:49:00,false
4438,700,79,card_payment,-24.10,828.03,COMPRA CASA CENTRAL,2025-03-15T20:06:00,false
4439,527,32,card_payment,-9.57,-143.26,COMPRA CASA NUEVO,2025-03-15T21:48:00,true
4440,609,,atm_withdrawal,-50.00,3668.92,REINTEGRO CAJERO,2025-03-16T08:20:00,false
4441,163,6,card_payment,-3.09,1580.57,COMPRA EL RINCÓN DE SAN MARCOS,2025-03-16T09:28:00,false
4442,308,88,card_payment,-13.97,2307.55,COMPRA TALLER SAN MARCOS,2025-03-16T10:09:00,false
4443,529,,atm_withdrawal,-20.00,2368.04,REINTEGRO CAJERO,2025-03-16T10:17:00,false
4444,1060,,transfer_in,1082.07,4899.34,TRANSFERENCIA RECIBIDA,2025-03-16T10:49:00,false
4445,58,135,card_payment,-29.74,3637.21,COMPRA SUPERMERCADO GRAN VÍA,2025-03-16T11:16:00,false
4446,504,56,card_payment,-37.66,2315.16,COMPRA BAR REAL,2025-03-16T13:53:00,false
4447,332,174,card_payment,-6.60,1212.01,COMPRA EL RINCÓN DE BUENAVISTA,2025-03-16T13:54:00,true
4448,612,,transfer_out,-206.29,906.31,TRANSFERENCIA EMITIDA,2025-03-16T15:10:00,false
4449,475,8,card_payment,-55.60,3340.12,COMPRA SUPERMERCADO MODERNO,2025-03-16T18:05:00,false
4450,518,9,card_payment,-11.97,1617.88,COMPRA PELUQUERÍA DEL PUERTO,2025-03-16T18:13:00,true
4451,491,,transfer_in,77.60,3070.95,TRANSFERENCIA RECIBIDA,2025-03-16T19:10:00,false
4452,166,178,card_payment,-4.26,3899.53,COMPRA MUEBLES DEL PUERTO,2025-03-16T20:45:00,false
4453,240,,transfer_out,-25.67,3808.87,TRANSFERENCIA EMITIDA,2025-03-17T09:29:00,false
4454,602,,interest,4.53,2055.43,ABONO INTERESES,2025-03-17T11:55:00,false
4455,20,86,card_payment,-13.75,2505.85,COMPRA PANADERÍA EL FARO,2025-03-17T12:19:00,true
4456,161,,transfer_out,-541.99,2515.61,TRANSFERENCIA EMITIDA,2025-03-17T13:15:00,false
4457,948,,interest,1.83,4461.10,ABONO INTERESES,2025-03-17T13:17:00,false
4458,887,95,card_payment,-4.44,3788.40,COMPRA EL RINCÓN DE SAN MARCOS,2025-03-17T13:52:00,false
4459,52,87,card_payment,-3.06,5080.30,COMPRA LA TIENDA DE LA ESQUINA,2025-03-18T11:45:00,false
4460,785,67,card_payment,-22.20,802.66,COMPRA PELUQUERÍA BUENAVISTA,2025-03-18T12:01:00,false
4461,444,152,card_payment,-80.19,3256.46,COMPRA LIBRERÍA DEL CARMEN,2025-03-18T13:10:00,false
4462,938,159,card_payment,-7.72,2694.75,COMPRA ÓPTICA CENTRAL,2025-03-18T13:38:00,false
4463,577,,fee,-4.50,3862.62,COMISION MANTENIMIENTO,2025-03-18T14:14:00,false
4464,993,,transfer_out,-247.06,4786.37,TRANSFERENCIA EMITIDA,2025-03-18T14:27:00,false
4465,814,,transfer_out,-532.29,1067.90,TRANSFERENCIA EMITIDA,2025-03-18T14:59:00,false
4466,598,98,card_payment,-16.39,102.87,COMPRA SUPERMERCADO EL FARO,2025-03-18T17:07:00,false
4467,206,151,card_payment,-13.53,6678.80,COMPRA FARMACIA MODERNO,2025-03-18T17:30:00,false
4468,130,10,card_payment,-3.52,1133.65,COMPRA PANADERÍA LA ESTRELLA,2025-03-18T20:20:00,false
4469,640,,atm_withdrawal,-60.00,3310.23,REINTEGRO CAJERO,2025-03-19T09:33:00,false
4470,444,64,card_payment,-24.85,3231.61,COMPRA LA TIENDA DE SAN MARCOS,2025-03-19T10:38:00,false
4471,26,,atm_withdrawal,-20.00,843.59,REINTEGRO CAJERO,2025-03-19T12:00:00,false
4472,147,,interest,0.64,2405.43,ABONO INTERESES,2025-03-19T12:06:00,false
4473,821,10,card_payment,-20.53,5874.52,COMPRA PANADERÍA LA ESTRELLA,2025-03-19T12:41:00,false
4474,298,,transfer_out,-59.41,3108.73,TRANSFERENCIA EMITIDA,2025-03-19T12:50:00,false
4475,40,11,card_payment,-10.57,2053.95,COMPRA LA TIENDA DE MODERNO,2025-03-19T12:56:00,false
4476,964,101,card_payment,-9.91,2733.87,COMPRA ÓPTICA BUENAVISTA,2025-03-19T14:50:00,false
4477,163,77,card_payment,-64.79,1515.78,COMPRA BAR LA ESTRELLA,2025-03-19T15:13:00,false
4478,510,141,card_payment,-95.09,501.79,COMPRA LA TIENDA DE SAN MARCOS,2025-03-19T17:09:00,false
4479,835,,fee,-2.50,2983.13,COMISION MANTENIMIENTO,2025-03-20T13:16:00,false
4480,507,17,card_payment,-6.23,3839.46,COMPRA CASA REAL,2025-03-20T13:20:00,false
4481,621,,atm_withdrawal,-40.00,3336.06,REINTEGRO CAJERO,2025-03-20T14:45:00,false
4482,956,26,card_payment,-11.36,1155.16,COMPRA LA TIENDA DE GRAN VÍA,2025-03-20T15:58:00,false
4483,635,,transfer_in,611.09,3860.77,TRANSFERENCIA RECIBIDA,2025-03-20T16:43:00,false
4484,631,128,card_payment,-11.85,1965.30,COMPRA LA TIENDA DE DEL PUERTO,2025-03-20T16:56:00,false
4485,429,83,card_payment,-5.26,1619.53,COMPRA PELUQUERÍA LOS ARCOS,2025-03-20T18:10:00,false
4486,363,153,card_payment,-25.11,5083.85,COMPRA PELUQUERÍA SAN MARCOS,2025-03-20T18:33:00,false
4487,994,,atm_withdrawal,-60.00,5059.42,REINTEGRO CAJERO,2025-03-20T19:33:00,false
4488,695,27,card_payment,-20.86,1384.81,COMPRA LA TIENDA DE SAN MARCOS,2025-03-21T09:50:00,false
4489,347,125,card_payment,-18.96,2977.35,COMPRA ELECTRO SAN MARCOS,2025-03-21T09:56:00,false
4490,140,96,card_payment,-5.20,141.60,COMPRA LIBRERÍA BUENAVISTA,2025-03-21T10:14:00,false
4491,318,22,card_payment,-39.14,2979.97,COMPRA PELUQUERÍA DEL CARMEN,2025-03-21T10:46:00,false
4492,931,,transfer_in,366.92,4233.76,TRANSFERENCIA RECIBIDA,2025-03-21T12:37:00,false
4493,222,,transfer_out,-232.78,2859.55,TRANSFERENCIA EMITIDA,2025-03-21T13:16:00,false
4494,582,96,card_payment,-7.59,2988.12,COMPRA LIBRERÍA BUENAVISTA,2025-03-21T15:12:00,false
4495,673,1,card_payment,-42.78,2078.84,COMPRA ELECTRO BUENAVISTA,2025-03-21T17:44:00,true
4496,635,20,card_payment,-5.39,3855.38,COMPRA LA TIENDA DE BUENAVISTA,2025-03-21T17:54:00,false
4497,1082,,fee,-4.50,1688.53,COMISION MANTENIMIENTO,2025-03-21T17:56:00,false
4498,845,,transfer_out,-668.41,6302.80,TRANSFERENCIA EMITIDA,2025-03-21T18:28:00,false
4499,610,25,card_payment,-24.67,1843.42,COMPRA SUPERMERCADO LOS ARCOS,2025-03-21T18:49:00,false
4500,785,,transfer_in,149.25,951.91,TRANSFERENCIA RECIBIDA,2025-03-21T18:52:00,false
