id,loan_id,instalment_number,due_date,paid_date,payment_amount,interest_amount,principal_amount,balance_after
2270,60,109,2030-04-01,2030-04-01,1266.93,272.91,994.02,79866.84
2271,60,110,2030-05-01,2030-05-01,1266.93,269.55,997.38,78869.46
2272,60,111,2030-06-01,2030-06-01,1266.93,266.18,1000.75,77868.71
2273,60,112,2030-07-01,2030-07-01,1266.93,262.81,1004.12,76864.59
2274,60,113,2030-08-01,2030-08-01,1266.93,259.42,1007.51,75857.08
2275,60,114,2030-09-01,2030-09-01,1266.93,256.02,1010.91,74846.17
2276,60,115,2030-10-01,2030-10-01,1266.93,252.61,1014.32,73831.85
2277,60,116,2030-11-01,2030-11-01,1266.93,249.18,1017.75,72814.10
2278,60,117,2030-12-01,2030-12-01,1266.93,245.75,1021.18,71792.92
2279,60,118,2031-01-01,2031-01-01,1266.93,242.30,1024.63,70768.29
2280,60,119,2031-02-01,2031-02-01,1266.93,238.84,1028.09,69740.20
2281,60,120,2031-03-01,2031-03-01,1266.93,235.37,1031.56,68708.64
2282,60,121,2031-04-01,2031-04-01,1266.93,231.89,1035.04,67673.60
2283,60,122,2031-05-01,2031-05-01,1266.93,228.40,1038.53,66635.07
2284,60,123,2031-06-01,2031-06-01,1266.93,224.89,1042.04,65593.03
2285,60,124,2031-07-01,2031-07-01,1266.93,221.38,1045.55,64547.48
2286,60,125,2031-08-01,2031-08-07,1266.93,217.85,1049.08,63498.40
2287,60,126,2031-09-01,2031-09-01,1266.93,214.31,1052.62,62445.78
2288,60,127,2031-10-01,2031-10-02,1266.93,210.75,1056.18,61389.60
2289,60,128,2031-11-01,2031-11-01,1266.93,207.19,1059.74,60329.86
2290,60,129,2031-12-01,2031-12-01,1266.93,203.61,1063.32,59266.54
2291,60,130,2032-01-01,2032-01-01,1266.93,200.02,1066.91,58199.63
2292,60,131,2032-02-01,2032-02-09,1266.93,196.42,1070.51,57129.12
2293,60,132,2032-03-01,2032-03-01,1266.93,192.81,1074.12,56055.00
2294,60,133,2032-04-01,2032-04-01,1266.93,189.19,1077.74,54977.26
2295,60,134,2032-05-01,2032-05-01,1266.93,185.55,1081.38,53895.88
2296,60,135,2032-06-01,2032-06-01,1266.93,181.90,1085.03,52810.85
2297,60,136,2032-07-01,2032-07-01,1266.93,178.24,1088.69,51722.16
2298,60,137,2032-08-01,2032-08-01,1266.93,174.56,1092.37,50629.79
2299,60,138,2032-09-01,2032-09-01,1266.93,170.88,1096.05,49533.74
2300,60,139,2032-10-01,2032-10-01,1266.93,167.18,1099.75,48433.99
2301,60,140,2032-11-01,2032-11-01,1266.93,163.46,1103.47,47330.52
2302,60,141,2032-12-01,2032-12-01,1266.93,159.74,1107.19,46223.33
2303,60,142,2033-01-01,2033-01-01,1266.93,156.00,1110.93,45112.40
2304,60,143,2033-02-01,2033-02-01,1266.93,152.25,1114.68,43997.72
2305,60,144,2033-03-01,2033-03-01,1266.93,148.49,1118.44,42879.28
2306,60,145,2033-04-01,2033-04-01,1266.93,144.72,1122.21,41757.07
2307,60,146,2033-05-01,2033-05-01,1266.93,140.93,1126.00,40631.07
2308,60,147,2033-06-01,2033-06-01,1266.93,137.13,1129.80,39501.27
2309,60,148,2033-07-01,2033-07-01,1266.93,133.32,1133.61,38367.66
2310,60,149,2033-08-01,2033-08-01,1266.93,129.49,1137.44,37230.22
2311,60,150,2033-09-01,2033-09-01,1266.93,125.65,1141.28,36088.94
2312,60,151,2033-10-01,2033-10-01,1266.93,121.80,1145.13,34943.81
2313,60,152,2033-11-01,2033-11-01,1266.93,117.94,1148.99,33794.82
2314,60,153,2033-12-01,2033-12-01,1266.93,114.06,1152.87,32641.95
2315,60,154,2034-01-01,2034-01-01,1266.93,110.17,1156.76,31485.19
2316,60,155,2034-02-01,2034-02-01,1266.93,106.26,1160.67,30324.52
2317,60,156,2034-03-01,2034-03-01,1266.93,102.35,1164.58,29159.94
2318,60,157,2034-04-01,2034-04-01,1266.93,98.41,1168.52,27991.42
2319,60,158,2034-05-01,2034-05-01,1266.93,94.47,1172.46,26818.96
2320,60,159,2034-06-01,2034-06-01,1266.93,90.51,1176.42,25642.54
2321,60,160,2034-07-01,2034-07-01,1266.93,86.54,1180.39,24462.15
2322,60,161,2034-08-01,2034-08-01,1266.93,82.56,1184.37,23277.78
2323,60,162,2034-09-01,2034-09-01,1266.93,78.56,1188.37,22089.41
2324,60,163,2034-10-01,2034-10-01,1266.93,74.55,1192.38,20897.03
2325,60,164,2034-11-01,2034-11-01,1266.93,70.53,1196.40,19700.63
2326,60,165,2034-12-01,2034-12-04,1266.93,66.49,1200.44,18500.19
2327,60,166,2035-01-01,2035-01-01,1266.93,62.44,1204.49,17295.70
2328,60,167,2035-02-01,2035-02-01,1266.93,58.37,1208.56,16087.14
2329,60,168,2035-03-01,2035-03-01,1266.93,54.29,1212.64,14874.50
2330,60,169,2035-04-01,2035-04-01,1266.93,50.20,1216.73,13657.77
2331,60,170,2035-05-01,2035-05-01,1266.93,46.09,1220.84,12436.93
2332,60,171,2035-06-01,2035-06-01,1266.93,41.97,1224.96,11211.97
2333,60,172,2035-07-01,2035-07-01,1266.93,37.84,1229.09,9982.88
2334,60,173,2035-08-01,2035-08-01,1266.93,33.69,1233.24,8749.64
2335,60,174,2035-09-01,2035-09-01,1266.93,29.53,1237.40,7512.24
2336,60,175,2035-10-01,2035-10-01,1266.93,25.35,1241.58,6270.66
2337,60,176,2035-11-01,2035-11-10,1266.93,21.16,1245.77,5024.89
2338,60,177,2035-12-01,2035-12-01,1266.93,16.96,1249.97,3774.92
2339,60,178,2036-01-01,2036-01-01,1266.93,12.74,1254.19,2520.73
2340,60,179,2036-02-01,2036-02-01,1266.93,8.51,1258.42,1262.31
2341,60,180,2036-03-01,2036-03-01,1266.57,4.26,1262.31,0.00
2342,61,1,2019-07-01,2019-07-01,169.86,21.94,147.92,5552.08
2343,61,2,2019-08-01,2019-08-01,169.86,21.38,148.48,5403.60
2344,61,3,2019-09-01,2019-09-01,169.86,20.80,149.06,5254.54
2345,61,4,2019-10-01,2019-10-01,169.86,20.23,149.63,5104.91
2346,61,5,2019-11-01,2019-11-01,169.86,19.65,150.21,4954.70
2347,61,6,2019-12-01,2019-12-01,169.86,19.08,150.78,4803.92
2348,61,7,2020-01-01,2020-01-01,169.86,18.50,151.36,4652.56
2349,61,8,2020-02-01,2020-02-10,169.86,17.91,151.95,4500.61
2350,61,9,2020-03-01,2020-03-01,169.86,17.33,152.53,4348.08
2351,61,10,2020-04-01,2020-04-01,169.86,16.74,153.12,4194.96
2352,61,11,2020-05-01,2020-05-01,169.86,16.15,153.71,4041.25
2353,61,12,2020-06-01,2020-06-01,169.86,15.56,154.30,3886.95
2354,61,13,2020-07-01,2020-07-01,169.86,14.96,154.90,3732.05
2355,61,14,2020-08-01,2020-08-01,169.86,14.37,155.49,3576.56
2356,61,15,2020-09-01,2020-09-01,169.86,13.77,156.09,3420.47
2357,61,16,2020-10-01,2020-10-01,169.86,13.17,156.69,3263.78
2358,61,17,2020-11-01,2020-11-01,169.86,12.57,157.29,3106.49
2359,61,18,2020-12-01,2020-12-01,169.86,11.96,157.90,2948.59
2360,61,19,2021-01-01,2021-01-01,169.86,11.35,158.51,2790.08
2361,61,20,2021-02-01,2021-02-01,169.86,10.74,159.12,2630.96
2362,61,21,2021-03-01,2021-03-01,169.86,10.13,159.73,2471.23
2363,61,22,2021-04-01,2021-04-01,169.86,9.51,160.35,2310.88
2364,61,23,2021-05-01,2021-05-01,169.86,8.90,160.96,2149.92
2365,61,24,2021-06-01,2021-06-01,169.86,8.28,161.58,1988.34
2366,61,25,2021-07-01,2021-07-01,169.86,7.66,162.20,1826.14
2367,61,26,2021-08-01,2021-08-01,169.86,7.03,162.83,1663.31
2368,61,27,2021-09-01,2021-09-01,169.86,6.40,163.46,1499.85
2369,61,28,2021-10-01,2021-10-01,169.86,5.77,164.09,1335.76
2370,61,29,2021-11-01,2021-11-01,169.86,5.14,164.72,1171.04
2371,61,30,2021-12-01,2021-12-01,169.86,4.51,165.35,1005.69
2372,61,31,2022-01-01,2022-01-01,169.86,3.87,165.99,839.70
2373,61,32,2022-02-01,2022-02-01,169.86,3.23,166.63,673.07
2374,61,33,2022-03-01,2022-03-01,169.86,2.59,167.27,505.80
2375,61,34,2022-04-01,2022-04-01,169.86,1.95,167.91,337.89
2376,61,35,2022-05-01,2022-05-01,169.86,1.30,168.56,169.33
2377,61,36,2022-06-01,2022-06-01,169.98,0.65,169.33,0.00
2378,62,1,2020-10-01,2020-10-01,501.88,180.69,321.19,23878.81
2379,62,2,2020-11-01,2020-11-01,501.88,178.30,323.58,23555.23
2380,62,3,2020-12-01,2020-12-12,501.88,175.88,326.00,23229.23
2381,62,4,2021-01-01,2021-01-01,501.88,173.44,328.44,22900.79
2382,62,5,2021-02-01,2021-02-01,501.88,170.99,330.89,22569.90
2383,62,6,2021-03-01,2021-03-01,501.88,168.52,333.36,22236.54
2384,62,7,2021-04-01,2021-04-07,501.88,166.03,335.85,21900.69
2385,62,8,2021-05-01,2021-05-01,501.88,163.53,338.35,21562.34
2386,62,9,2021-06-01,2021-06-01,501.88,161.00,340.88,21221.46
2387,62,10,2021-07-01,2021-07-05,501.88,158.45,343.43,20878.03
2388,62,11,2021-08-01,2021-08-01,501.88,155.89,345.99,20532.04
2389,62,12,2021-09-01,2021-09-01,501.88,153.31,348.57,20183.47
2390,62,13,2021-10-01,2021-10-01,501.88,150.70,351.18,19832.29
2391,62,14,2021-11-01,2021-11-01,501.88,148.08,353.80,19478.49
2392,62,15,2021-12-01,2021-12-01,501.88,145.44,356.44,19122.05
2393,62,16,2022-01-01,2022-01-01,501.88,142.78,359.10,18762.95
2394,62,17,2022-02-01,2022-02-01,501.88,140.10,361.78,18401.17
2395,62,18,2022-03-01,2022-03-01,501.88,137.40,364.48,18036.69
2396,62,19,2022-04-01,2022-04-01,501.88,134.67,367.21,17669.48
2397,62,20,2022-05-01,2022-05-01,501.88,131.93,369.95,17299.53
2398,62,21,2022-06-01,2022-06-01,501.88,129.17,372.71,16926.82
2399,62,22,2022-07-01,2022-07-01,501.88,126.39,375.49,16551.33
2400,62,23,2022-08-01,2022-08-02,501.88,123.58,378.30,16173.03
2401,62,24,2022-09-01,2022-09-01,501.88,120.76,381.12,15791.91
2402,62,25,2022-10-01,2022-10-05,501.88,117.91,383.97,15407.94
2403,62,26,2022-11-01,2022-11-01,501.88,115.05,386.83,15021.11
2404,62,27,2022-12-01,2022-12-01,501.88,112.16,389.72,14631.39
2405,62,28,2023-01-01,2023-01-01,501.88,109.25,392.63,14238.76
2406,62,29,2023-02-01,2023-02-01,501.88,106.32,395.56,13843.20
2407,62,30,2023-03-01,2023-03-01,501.88,103.36,398.52,13444.68
2408,62,31,2023-04-01,2023-04-01,501.88,100.39,401.49,13043.19
2409,62,32,2023-05-01,2023-05-01,501.88,97.39,404.49,12638.70
2410,62,33,2023-06-01,2023-06-01,501.88,94.37,407.51,12231.19
2411,62,34,2023-07-01,2023-07-01,501.88,91.33,410.55,11820.64
2412,62,35,2023-08-01,2023-08-01,501.88,88.26,413.62,11407.02
2413,62,36,2023-09-01,2023-09-01,501.88,85.17,416.71,10990.31
2414,62,37,2023-10-01,2023-10-01,501.88,82.06,419.82,10570.49
2415,62,38,2023-11-01,2023-11-01,501.88,78.93,422.95,10147.54
2416,62,39,2023-12-01,2023-12-01,501.88,75.77,426.11,9721.43
2417,62,40,2024-01-01,2024-01-01,501.88,72.59,429.29,9292.14
2418,62,41,2024-02-01,2024-02-01,501.88,69.38,432.50,8859.64
2419,62,42,2024-03-01,2024-03-01,501.88,66.15,435.73,8423.91
2420,62,43,2024-04-01,2024-04-01,501.88,62.90,438.98,7984.93
2421,62,44,2024-05-01,2024-05-01,501.88,59.62,442.26,7542.67
2422,62,45,2024-06-01,2024-06-01,501.88,56.32,445.56,7097.11
2423,62,46,2024-07-01,2024-07-01,501.88,52.99,448.89,6648.22
2424,62,47,2024-08-01,2024-08-01,501.88,49.64,452.24,6195.98
2425,62,48,2024-09-01,2024-09-01,501.88,46.26,455.62,5740.36
2426,62,49,2024-10-01,2024-10-01,501.88,42.86,459.02,5281.34
2427,62,50,2024-11-01,2024-11-01,501.88,39.43,462.45,4818.89
2428,62,51,2024-12-01,2024-12-01,501.88,35.98,465.90,4352.99
2429,62,52,2025-01-01,2025-01-01,501.88,32.50,469.38,3883.61
2430,62,53,2025-02-01,2025-02-01,501.88,29.00,472.88,3410.73
2431,62,54,2025-03-01,2025-03-01,501.88,25.47,476.41,2934.32
2432,62,55,2025-04-01,2025-04-01,501.88,21.91,479.97,2454.35
2433,62,56,2025-05-01,2025-05-09,501.88,18.33,483.55,1970.80
2434,62,57,2025-06-01,2025-06-01,501.88,14.72,487.16,1483.64
2435,63,1,2020-03-01,2020-03-01,793.48,127.89,665.59,16734.41
2436,63,2,2020-04-01,2020-04-01,793.48,123.00,670.48,16063.93
2437,63,3,2020-05-01,2020-05-12,793.48,118.07,675.41,15388.52
2438,63,4,2020-06-01,2020-06-01,793.48,113.11,680.37,14708.15
2439,63,5,2020-07-01,2020-07-01,793.48,108.10,685.38,14022.77
2440,63,6,2020-08-01,2020-08-09,793.48,103.07,690.41,13332.36
2441,63,7,2020-09-01,2020-09-01,793.48,97.99,695.49,12636.87
2442,63,8,2020-10-01,2020-10-01,793.48,92.88,700.60,11936.27
2443,63,9,2020-11-01,2020-11-10,793.48,87.73,705.75,11230.52
2444,63,10,2020-12-01,2020-12-01,793.48,82.54,710.94,10519.58
2445,63,11,2021-01-01,2021-01-01,793.48,77.32,716.16,9803.42
2446,63,12,2021-02-01,2021-02-01,793.48,72.06,721.42,9082.00
2447,63,13,2021-03-01,2021-03-06,793.48,66.75,726.73,8355.27
2448,63,14,2021-04-01,2021-04-01,793.48,61.41,732.07,7623.20
2449,63,15,2021-05-01,2021-05-01,793.48,56.03,737.45,6885.75
2450,63,16,2021-06-01,2021-06-01,793.48,50.61,742.87,6142.88
2451,63,17,2021-07-01,2021-07-01,793.48,45.15,748.33,5394.55
2452,63,18,2021-08-01,2021-08-01,793.48,39.65,753.83,4640.72
2453,63,19,2021-09-01,2021-09-01,793.48,34.11,759.37,3881.35
2454,63,20,2021-10-01,2021-10-08,793.48,28.53,764.95,3116.40
2455,63,21,2021-11-01,2021-11-01,793.48,22.91,770.57,2345.83
2456,63,22,2021-12-01,2021-12-01,793.48,17.24,776.24,1569.59
2457,63,23,2022-01-01,2022-01-01,793.48,11.54,781.94,787.65
2458,63,24,2022-02-01,2022-02-01,793.44,5.79,787.65,0.00
2459,64,1,2022-07-01,2022-07-01,2170.06,218.12,1951.94,22648.06
2460,64,2,2022-08-01,2022-08-01,2170.06,200.81,1969.25,20678.81
2461,64,3,2022-09-01,2022-09-04,2170.06,183.35,1986.71,18692.10
2462,64,4,2022-10-01,2022-10-01,2170.06,165.74,2004.32,16687.78
2463,64,5,2022-11-01,2022-11-01,2170.06,147.96,2022.10,14665.68
2464,64,6,2022-12-01,2022-12-01,2170.06,130.04,2040.02,12625.66
2465,64,7,2023-01-01,2023-01-02,2170.06,111.95,2058.11,10567.55
2466,64,8,2023-02-01,2023-02-01,2170.06,93.70,2076.36,8491.19
2467,64,9,2023-03-01,2023-03-01,2170.06,75.29,2094.77,6396.42
2468,64,10,2023-04-01,2023-04-01,2170.06,56.71,2113.35,4283.07
2469,64,11,2023-05-01,2023-05-01,2170.06,37.98,2132.08,2150.99
2470,64,12,2023-06-01,2023-06-01,2170.06,19.07,2150.99,0.00
2471,65,1,2020-02-01,2020-02-01,330.48,101.89,228.59,9671.41
2472,65,2,2020-03-01,2020-03-01,330.48,99.53,230.95,9440.46
2473,65,3,2020-04-01,2020-04-01,330.48,97.16,233.32,9207.14
2474,65,4,2020-05-01,2020-05-01,330.48,94.76,235.72,8971.42
2475,65,5,2020-06-01,2020-06-01,330.48,92.33,238.15,8733.27
2476,65,6,2020-07-01,2020-07-01,330.48,89.88,240.60,8492.67
2477,65,7,2020-08-01,2020-08-01,330.48,87.40,243.08,8249.59
2478,65,8,2020-09-01,2020-09-01,330.48,84.90,245.58,8004.01
2479,65,9,2020-10-01,2020-10-07,330.48,82.37,248.11,7755.90
2480,65,10,2020-11-01,2020-11-01,330.48,79.82,250.66,7505.24
2481,65,11,2020-12-01,2020-12-01,330.48,77.24,253.24,7252.00
2482,65,12,2021-01-01,2021-01-01,330.48,74.64,255.84,6996.16
2483,65,13,2021-02-01,2021-02-01,330.48,72.00,258.48,6737.68
2484,65,14,2021-03-01,2021-03-01,330.48,69.34,261.14,6476.54
2485,65,15,2021-04-01,2021-04-09,330.48,66.65,263.83,6212.71
2486,65,16,2021-05-01,2021-05-01,330.48,63.94,266.54,5946.17
2487,65,17,2021-06-01,2021-06-01,330.48,61.20,269.28,5676.89
2488,65,18,2021-07-01,2021-07-01,330.48,58.42,272.06,5404.83
2489,65,19,2021-08-01,2021-08-01,330.48,55.62,274.86,5129.97
2490,65,20,2021-09-01,2021-09-01,330.48,52.80,277.68,4852.29
2491,65,21,2021-10-01,2021-10-01,330.48,49.94,280.54,4571.75
2492,65,22,2021-11-01,2021-11-04,330.48,47.05,283.43,4288.32
2493,65,23,2021-12-01,2021-12-01,330.48,44.13,286.35,4001.97
2494,65,24,2022-01-01,2022-01-01,330.48,41.19,289.29,3712.68
2495,65,25,2022-02-01,2022-02-01,330.48,38.21,292.27,3420.41
2496,65,26,2022-03-01,2022-03-01,330.48,35.20,295.28,3125.13
2497,65,27,2022-04-01,2022-04-01,330.48,32.16,298.32,2826.81
2498,65,28,2022-05-01,2022-05-01,330.48,29.09,301.39,2525.42
2499,65,29,2022-06-01,2022-06-01,330.48,25.99,304.49,2220.93
2500,65,30,2022-07-01,2022-07-01,330.48,22.86,307.62,1913.31
2501,65,31,2022-08-01,2022-08-08,330.48,19.69,310.79,1602.52
2502,65,32,2022-09-01,2022-09-01,330.48,16.49,313.99,1288.53
2503,65,33,2022-10-01,2022-10-01,330.48,13.26,317.22,971.31
2504,65,34,2022-11-01,2022-11-01,330.48,10.00,320.48,650.83
2505,65,35,2022-12-01,2022-12-02,330.48,6.70,323.78,327.05
2506,65,36,2023-01-01,2023-01-05,330.42,3.37,327.05,0.00
2507,66,1,2024-01-01,2024-01-01,689.63,408.22,281.41,108818.59
2508,66,2,2024-02-01,2024-02-01,689.63,407.16,282.47,108536.12
2509,66,3,2024-03-01,2024-03-01,689.63,406.11,283.52,108252.60
2510,66,4,2024-04-01,2024-04-01,689.63,405.05,284.58,107968.02
2511,66,5,2024-05-01,2024-05-01,689.63,403.98,285.65,107682.37
2512,66,6,2024-06-01,2024-06-01,689.63,402.91,286.72,107395.65
2513,66,7,2024-07-01,2024-07-01,689.63,401.84,287.79,107107.86
2514,66,8,2024-08-01,2024-08-01,689.63,400.76,288.87,106818.99
2515,66,9,2024-09-01,2024-09-01,689.63,399.68,289.95,106529.04
2516,66,10,2024-10-01,2024-10-01,689.63,398.60,291.03,106238.01
2517,66,11,2024-11-01,2024-11-01,689.63,397.51,292.12,105945.89
2518,66,12,2024-12-01,2024-12-01,689.63,396.41,293.22,105652.67
2519,66,13,2025-01-01,2025-01-01,689.63,395.32,294.31,105358.36
2520,66,14,2025-02-01,2025-02-01,689.63,394.22,295.41,105062.95
2521,66,15,2025-03-01,2025-03-01,689.63,393.11,296.52,104766.43
2522,66,16,2025-04-01,2025-04-10,689.63,392.00,297.63,104468.80
2523,66,17,2025-05-01,2025-05-01,689.63,390.89,298.74,104170.06
2524,66,18,2025-06-01,2025-06-01,689.63,389.77,299.86,103870.20
2525,67,1,2024-04-01,2024-04-12,179.40,63.03,116.37,12083.63
2526,67,2,2024-05-01,2024-05-01,179.40,62.43,116.97,11966.66
2527,67,3,2024-06-01,2024-06-01,179.40,61.83,117.57,11849.09
2528,67,4,2024-07-01,2024-07-01,179.40,61.22,118.18,11730.91
2529,67,5,2024-08-01,2024-08-01,179.40,60.61,118.79,11612.12
2530,67,6,2024-09-01,2024-09-01,179.40,60.00,119.40,11492.72
2531,67,7,2024-10-01,2024-10-01,179.40,59.38,120.02,11372.70
2532,67,8,2024-11-01,2024-11-01,179.40,58.76,120.64,11252.06
2533,67,9,2024-12-01,2024-12-01,179.40,58.14,121.26,11130.80
2534,67,10,2025-01-01,2025-01-01,179.40,57.51,121.89,11008.91
2535,67,11,2025-02-01,2025-02-01,179.40,56.88,122.52,10886.39
2536,67,12,2025-03-01,2025-03-01,179.40,56.25,123.15,10763.24
2537,67,13,2025-04-01,2025-04-01,179.40,55.61,123.79,10639.45
2538,67,14,2025-05-01,2025-05-01,179.40,54.97,124.43,10515.02
2539,67,15,2025-06-01,2025-06-01,179.40,54.33,125.07,10389.95
2540,68,1,2023-06-01,2023-06-01,836.47,270.82,565.65,40834.35
2541,68,2,2023-07-01,2023-07-01,836.47,267.12,569.35,40265.00
2542,68,3,2023-08-01,2023-08-01,836.47,263.40,573.07,39691.93
2543,68,4,2023-09-01,2023-09-04,836.47,259.65,576.82,39115.11
2544,68,5,2023-10-01,2023-10-01,836.47,255.88,580.59,38534.52
2545,68,6,2023-11-01,2023-11-01,836.47,252.08,584.39,37950.13
2546,68,7,2023-12-01,2023-12-01,836.47,248.26,588.21,37361.92
2547,68,8,2024-01-01,2024-01-01,836.47,244.41,592.06,36769.86
2548,68,9,2024-02-01,2024-02-12,836.47,240.54,595.93,36173.93
2549,68,10,2024-03-01,2024-03-01,836.47,236.64,599.83,35574.10
2550,68,11,2024-04-01,2024-04-01,836.47,232.71,603.76,34970.34
2551,68,12,2024-05-01,2024-05-01,836.47,228.76,607.71,34362.63
2552,68,13,2024-06-01,2024-06-01,836.47,224.79,611.68,33750.95
2553,68,14,2024-07-01,2024-07-01,836.47,220.79,615.68,33135.27
2554,68,15,2024-08-01,2024-08-01,836.47,216.76,619.71,32515.56
2555,68,16,2024-09-01,2024-09-01,836.47,212.71,623.76,31891.80
2556,68,17,2024-10-01,2024-10-01,836.47,208.63,627.84,31263.96
2557,68,18,2024-11-01,2024-11-01,836.47,204.52,631.95,30632.01
2558,68,19,2024-12-01,2024-12-02,836.47,200.38,636.09,29995.92
2559,68,20,2025-01-01,2025-01-01,836.47,196.22,640.25,29355.67
2560,68,21,2025-02-01,2025-02-01,836.47,192.04,644.43,28711.24
2561,68,22,2025-03-01,2025-03-01,836.47,187.82,648.65,28062.59
2562,68,23,2025-04-01,2025-04-06,836.47,183.58,652.89,27409.70
2563,68,24,2025-05-01,2025-05-01,836.47,179.31,657.16,26752.54
2564,68,25,2025-06-01,2025-06-01,836.47,175.01,661.46,26091.08
2565,69,1,2021-05-01,2021-05-01,239.69,42.86,196.83,5003.17
2566,69,2,2021-06-01,2021-06-01,239.69,41.23,198.46,4804.71
2567,69,3,2021-07-01,2021-07-01,239.69,39.60,200.09,4604.62
2568,69,4,2021-08-01,2021-08-01,239.69,37.95,201.74,4402.88
2569,69,5,2021-09-01,2021-09-01,239.69,36.29,203.40,4199.48
2570,69,6,2021-10-01,2021-10-06,239.69,34.61,205.08,3994.40
2571,69,7,2021-11-01,2021-11-01,239.69,32.92,206.77,3787.63
2572,69,8,2021-12-01,2021-12-01,239.69,31.22,208.47,3579.16
2573,69,9,2022-01-01,2022-01-01,239.69,29.50,210.19,3368.97
2574,69,10,2022-02-01,2022-02-01,239.69,27.77,211.92,3157.05
2575,69,11,2022-03-01,2022-03-01,239.69,26.02,213.67,2943.38
2576,69,12,2022-04-01,2022-04-01,239.69,24.26,215.43,2727.95
2577,69,13,2022-05-01,2022-05-01,239.69,22.48,217.21,2510.74
2578,69,14,2022-06-01,2022-06-01,239.69,20.69,219.00,2291.74
2579,69,15,2022-07-01,2022-07-01,239.69,18.89,220.80,2070.94
2580,69,16,2022-08-01,2022-08-01,239.69,17.07,222.62,1848.32
2581,69,17,2022-09-01,2022-09-01,239.69,15.23,224.46,1623.86
2582,69,18,2022-10-01,2022-10-01,239.69,13.38,226.31,1397.55
2583,69,19,2022-11-01,2022-11-01,239.69,11.52,228.17,1169.38
2584,69,20,2022-12-01,2022-12-01,239.69,9.64,230.05,939.33
2585,69,21,2023-01-01,2023-01-01,239.69,7.74,231.95,707.38
2586,69,22,2023-02-01,2023-02-01,239.69,5.83,233.86,473.52
2587,69,23,2023-03-01,2023-03-01,239.69,3.90,235.79,237.73
2588,69,24,2023-04-01,2023-04-01,239.69,1.96,237.73,0.00
2589,70,1,2021-10-01,2021-10-01,789.03,320.83,468.20,43631.80
2590,70,2,2021-11-01,2021-11-01,789.03,317.42,471.61,43160.19
2591,70,3,2021-12-01,2021-12-01,789.03,313.99,475.04,42685.15
2592,70,4,2022-01-01,2022-01-01,789.03,310.53,478.50,42206.65
2593,70,5,2022-02-01,2022-02-01,789.03,307.05,481.98,41724.67
2594,70,6,2022-03-01,2022-03-01,789.03,303.55,485.48,41239.19
2595,70,7,2022-04-01,2022-04-01,789.03,300.02,489.01,40750.18
2596,70,8,2022-05-01,2022-05-01,789.03,296.46,492.57,40257.61
2597,70,9,2022-06-01,2022-06-01,789.03,292.87,496.16,39761.45
2598,70,10,2022-07-01,2022-07-01,789.03,289.26,499.77,39261.68
2599,70,11,2022-08-01,2022-08-01,789.03,285.63,503.40,38758.28
2600,70,12,2022-09-01,2022-09-01,789.03,281.97,507.06,38251.22
2601,70,13,2022-10-01,2022-10-01,789.03,278.28,510.75,37740.47
2602,70,14,2022-11-01,2022-11-01,789.03,274.56,514.47,37226.00
2603,70,15,2022-12-01,2022-12-12,789.03,270.82,518.21,36707.79
2604,70,16,2023-01-01,2023-01-01,789.03,267.05,521.98,36185.81
2605,70,17,2023-02-01,2023-02-01,789.03,263.25,525.78,35660.03
2606,70,18,2023-03-01,2023-03-01,789.03,259.43,529.60,35130.43
2607,70,19,2023-04-01,2023-04-01,789.03,255.57,533.46,34596.97
2608,70,20,2023-05-01,2023-05-01,789.03,251.69,537.34,34059.63
2609,70,21,2023-06-01,2023-06-01,789.03,247.78,541.25,33518.38
2610,70,22,2023-07-01,2023-07-01,789.03,243.85,545.18,32973.20
2611,70,23,2023-08-01,2023-08-01,789.03,239.88,549.15,32424.05
2612,70,24,2023-09-01,2023-09-01,789.03,235.88,553.15,31870.90
2613,70,25,2023-10-01,2023-10-01,789.03,231.86,557.17,31313.73
2614,70,26,2023-11-01,2023-11-01,789.03,227.81,561.22,30752.51
2615,70,27,2023-12-01,2023-12-01,789.03,223.72,565.31,30187.20
2616,70,28,2024-01-01,2024-01-01,789.03,219.61,569.42,29617.78
2617,70,29,2024-02-01,2024-02-01,789.03,215.47,573.56,29044.22
2618,70,30,2024-03-01,2024-03-01,789.03,211.30,577.73,28466.49
2619,70,31,2024-04-01,2024-04-01,789.03,207.09,581.94,27884.55
2620,70,32,2024-05-01,2024-05-01,789.03,202.86,586.17,27298.38
2621,70,33,2024-06-01,2024-06-01,789.03,198.60,590.43,26707.95
2622,70,34,2024-07-01,2024-07-01,789.03,194.30,594.73,26113.22
2623,70,35,2024-08-01,2024-08-01,789.03,189.97,599.06,25514.16
2624,70,36,2024-09-01,2024-09-01,789.03,185.62,603.41,24910.75
2625,70,37,2024-10-01,2024-10-01,789.03,181.23,607.80,24302.95
2626,70,38,2024-11-01,2024-11-01,789.03,176.80,612.23,23690.72
2627,70,39,2024-12-01,2024-12-01,789.03,172.35,616.68,23074.04
2628,70,40,2025-01-01,2025-01-01,789.03,167.86,621.17,22452.87
2629,70,41,2025-02-01,2025-02-01,789.03,163.34,625.69,21827.18
2630,70,42,2025-03-01,2025-03-12,789.03,158.79,630.24,21196.94
2631,70,43,2025-04-01,2025-04-01,789.03,154.21,634.82,20562.12
2632,70,44,2025-05-01,2025-05-06,789.03,149.59,639.44,19922.68
