id,ticker,company_name,trade_date,open_price,high_price,low_price,close_price,volume
2359,STNB,Stonebridge Seguros,2025-03-17,54.40,54.54,53.92,54.17,232099
2360,VGRE,Vega Renovables,2025-03-17,100.32,107.50,97.72,105.14,427044
2361,ARCD,Arcadia Telecom,2025-03-18,9.44,9.46,9.41,9.44,65477
2362,BLHB,Blue Harbour Naval,2025-03-18,33.88,34.60,33.77,34.55,299584
2363,CALDR,Caldera Energía,2025-03-18,11.97,12.24,11.51,11.67,310101
2364,LKVW,Lakeview Alimentación,2025-03-18,11.04,11.25,10.67,10.80,511100
2365,MRDN,Meridiano Industrial,2025-03-18,37.22,39.44,36.27,38.46,455058
2366,NRTH,Northwind Farmacéutica,2025-03-18,101.33,101.89,100.86,101.70,354358
2367,OKVL,Oakvale Construcción,2025-03-18,9.21,9.48,9.06,9.32,413833
2368,PNFD,Pinefield Logística,2025-03-18,35.89,35.91,34.42,35.08,293043
2369,STNB,Stonebridge Seguros,2025-03-18,54.29,55.86,52.63,55.61,263268
2370,VGRE,Vega Renovables,2025-03-18,105.04,106.33,103.35,103.93,261964
2371,ARCD,Arcadia Telecom,2025-03-19,9.43,9.70,8.81,9.16,608939
2372,BLHB,Blue Harbour Naval,2025-03-19,34.34,34.65,33.50,33.76,415916
2373,CALDR,Caldera Energía,2025-03-19,11.58,11.76,11.46,11.70,252221
2374,LKVW,Lakeview Alimentación,2025-03-19,10.75,11.13,10.63,11.01,495766
2375,MRDN,Meridiano Industrial,2025-03-19,38.58,38.86,38.44,38.76,359920
2376,NRTH,Northwind Farmacéutica,2025-03-19,101.13,101.25,98.50,99.97,333688
2377,OKVL,Oakvale Construcción,2025-03-19,9.33,9.38,9.31,9.33,153823
2378,PNFD,Pinefield Logística,2025-03-19,34.55,35.19,32.55,33.35,544505
2379,STNB,Stonebridge Seguros,2025-03-19,55.46,57.76,54.48,56.60,332026
2380,VGRE,Vega Renovables,2025-03-19,103.84,105.13,99.57,99.62,888396
2381,ARCD,Arcadia Telecom,2025-03-20,9.13,9.23,9.04,9.19,174238
2382,BLHB,Blue Harbour Naval,2025-03-20,33.74,35.74,33.47,35.21,537375
2383,CALDR,Caldera Energía,2025-03-20,11.71,12.02,11.06,11.46,447557
2384,LKVW,Lakeview Alimentación,2025-03-20,11.02,11.06,10.99,11.04,191384
2385,MRDN,Meridiano Industrial,2025-03-20,39.24,39.87,38.64,39.84,203309
2386,NRTH,Northwind Farmacéutica,2025-03-20,99.59,99.76,99.10,99.33,213970
2387,OKVL,Oakvale Construcción,2025-03-20,9.36,9.42,9.34,9.38,215342
2388,PNFD,Pinefield Logística,2025-03-20,33.13,33.48,31.55,32.12,494470
2389,STNB,Stonebridge Seguros,2025-03-20,56.87,57.55,54.82,55.46,394844
2390,VGRE,Vega Renovables,2025-03-20,100.76,101.70,100.75,101.42,378002
2391,ARCD,Arcadia Telecom,2025-03-21,9.14,9.36,9.05,9.27,304669
2392,BLHB,Blue Harbour Naval,2025-03-21,35.49,35.87,34.68,34.95,188661
2393,CALDR,Caldera Energía,2025-03-21,11.48,11.88,11.43,11.68,446733
2394,LKVW,Lakeview Alimentación,2025-03-21,11.00,11.04,11.00,11.02,204355
2395,MRDN,Meridiano Industrial,2025-03-21,39.70,39.94,38.81,39.25,390644
2396,NRTH,Northwind Farmacéutica,2025-03-21,99.84,101.12,99.22,100.23,229167
2397,OKVL,Oakvale Construcción,2025-03-21,9.42,9.86,9.17,9.73,553309
2398,PNFD,Pinefield Logística,2025-03-21,32.09,32.99,30.14,30.77,663773
2399,STNB,Stonebridge Seguros,2025-03-21,55.34,56.46,54.55,56.06,199879
2400,VGRE,Vega Renovables,2025-03-21,101.83,102.71,99.60,100.14,332767
2401,ARCD,Arcadia Telecom,2025-03-24,9.22,9.28,9.17,9.27,249251
2402,BLHB,Blue Harbour Naval,2025-03-24,34.81,35.83,34.69,35.37,259799
2403,CALDR,Caldera Energía,2025-03-24,11.71,11.79,11.57,11.64,125092
2404,LKVW,Lakeview Alimentación,2025-03-24,10.94,11.32,10.82,11.12,182140
2405,MRDN,Meridiano Industrial,2025-03-24,39.27,39.33,38.66,38.93,314100
2406,NRTH,Northwind Farmacéutica,2025-03-24,100.14,102.19,98.98,102.09,507522
2407,OKVL,Oakvale Construcción,2025-03-24,9.71,9.91,9.45,9.48,157220
2408,PNFD,Pinefield Logística,2025-03-24,30.67,32.74,30.58,31.69,299639
2409,STNB,Stonebridge Seguros,2025-03-24,55.95,57.06,55.62,56.51,281402
2410,VGRE,Vega Renovables,2025-03-24,100.53,106.81,100.13,104.59,621359
2411,ARCD,Arcadia Telecom,2025-03-25,9.26,9.30,9.16,9.19,229793
2412,BLHB,Blue Harbour Naval,2025-03-25,35.27,35.36,34.25,34.64,519655
2413,CALDR,Caldera Energía,2025-03-25,11.64,12.20,11.39,12.01,513948
2414,LKVW,Lakeview Alimentación,2025-03-25,11.11,11.13,11.02,11.06,112280
2415,MRDN,Meridiano Industrial,2025-03-25,38.75,38.79,38.18,38.38,408154
2416,NRTH,Northwind Farmacéutica,2025-03-25,101.48,102.57,100.45,102.23,227390
2417,OKVL,Oakvale Construcción,2025-03-25,9.56,9.60,9.30,9.41,280101
2418,PNFD,Pinefield Logística,2025-03-25,31.66,32.67,31.34,32.51,386495
2419,STNB,Stonebridge Seguros,2025-03-25,56.71,56.84,56.41,56.57,112596
2420,VGRE,Vega Renovables,2025-03-25,104.83,105.95,99.15,102.47,292918
2421,ARCD,Arcadia Telecom,2025-03-26,9.10,9.19,9.05,9.07,244686
2422,BLHB,Blue Harbour Naval,2025-03-26,34.67,35.07,34.60,34.95,381754
2423,CALDR,Caldera Energía,2025-03-26,12.10,12.64,11.50,11.69,405403
2424,LKVW,Lakeview Alimentación,2025-03-26,11.17,11.21,11.06,11.11,222158
2425,MRDN,Meridiano Industrial,2025-03-26,38.25,38.46,37.66,38.06,248992
2426,NRTH,Northwind Farmacéutica,2025-03-26,101.48,103.23,101.11,102.34,202646
2427,OKVL,Oakvale Construcción,2025-03-26,9.40,9.76,9.20,9.55,305542
2428,PNFD,Pinefield Logística,2025-03-26,32.99,33.36,32.24,32.58,265328
2429,STNB,Stonebridge Seguros,2025-03-26,56.56,56.99,55.54,55.86,356157
2430,VGRE,Vega Renovables,2025-03-26,103.62,104.58,103.58,103.99,296174
2431,ARCD,Arcadia Telecom,2025-03-27,9.05,9.26,8.97,9.16,302336
2432,BLHB,Blue Harbour Naval,2025-03-27,34.98,36.26,34.65,35.55,517538
2433,CALDR,Caldera Energía,2025-03-27,11.65,11.97,11.43,11.89,327321
2434,LKVW,Lakeview Alimentación,2025-03-27,11.02,11.32,10.98,11.23,302227
2435,MRDN,Meridiano Industrial,2025-03-27,38.00,38.14,37.99,38.05,96544
2436,NRTH,Northwind Farmacéutica,2025-03-27,102.41,103.10,100.22,101.50,353834
2437,OKVL,Oakvale Construcción,2025-03-27,9.59,9.83,9.33,9.35,456293
2438,PNFD,Pinefield Logística,2025-03-27,32.76,33.00,32.16,32.45,241953
2439,STNB,Stonebridge Seguros,2025-03-27,56.04,56.65,54.58,55.25,363362
2440,VGRE,Vega Renovables,2025-03-27,104.03,105.48,102.24,103.17,358564
2441,ARCD,Arcadia Telecom,2025-03-28,9.14,9.35,8.98,9.34,261698
2442,BLHB,Blue Harbour Naval,2025-03-28,35.65,36.34,34.53,35.11,307240
2443,CALDR,Caldera Energía,2025-03-28,11.82,11.90,11.75,11.80,184158
2444,LKVW,Lakeview Alimentación,2025-03-28,11.27,11.38,10.96,11.09,252681
2445,MRDN,Meridiano Industrial,2025-03-28,38.10,39.19,37.09,37.25,567598
2446,NRTH,Northwind Farmacéutica,2025-03-28,101.91,102.31,99.82,100.52,266276
2447,OKVL,Oakvale Construcción,2025-03-28,9.35,9.49,9.15,9.24,275501
2448,PNFD,Pinefield Logística,2025-03-28,32.50,34.20,30.13,30.78,457270
2449,STNB,Stonebridge Seguros,2025-03-28,55.49,56.51,54.41,54.96,213857
2450,VGRE,Vega Renovables,2025-03-28,102.81,109.70,100.77,106.24,490335
2451,ARCD,Arcadia Telecom,2025-03-31,9.37,9.52,9.30,9.47,288137
2452,BLHB,Blue Harbour Naval,2025-03-31,34.97,35.18,34.91,35.02,141733
2453,CALDR,Caldera Energía,2025-03-31,11.86,12.11,11.69,12.01,508150
2454,LKVW,Lakeview Alimentación,2025-03-31,11.10,11.34,11.01,11.21,430719
2455,MRDN,Meridiano Industrial,2025-03-31,37.27,37.53,37.07,37.52,252935
2456,NRTH,Northwind Farmacéutica,2025-03-31,99.83,100.60,97.44,97.92,333446
2457,OKVL,Oakvale Construcción,2025-03-31,9.22,9.39,9.18,9.34,173529
2458,PNFD,Pinefield Logística,2025-03-31,30.63,31.39,28.18,29.48,529338
2459,STNB,Stonebridge Seguros,2025-03-31,55.10,55.37,54.82,54.84,170181
2460,VGRE,Vega Renovables,2025-03-31,106.13,106.57,102.47,104.20,325021
2461,ARCD,Arcadia Telecom,2025-04-01,9.53,9.59,9.45,9.46,195614
2462,BLHB,Blue Harbour Naval,2025-04-01,35.17,36.46,34.29,36.15,624060
2463,CALDR,Caldera Energía,2025-04-01,12.09,12.19,11.98,12.14,241742
2464,LKVW,Lakeview Alimentación,2025-04-01,11.24,11.44,11.07,11.34,212208
2465,MRDN,Meridiano Industrial,2025-04-01,37.55,37.68,37.47,37.51,95213
2466,NRTH,Northwind Farmacéutica,2025-04-01,97.58,99.75,96.22,98.85,294351
2467,OKVL,Oakvale Construcción,2025-04-01,9.39,9.49,9.23,9.28,223755
2468,PNFD,Pinefield Logística,2025-04-01,29.68,29.98,29.54,29.93,333030
2469,STNB,Stonebridge Seguros,2025-04-01,55.22,55.36,54.42,55.02,231943
2470,VGRE,Vega Renovables,2025-04-01,103.83,104.63,100.08,102.24,567387
2471,ARCD,Arcadia Telecom,2025-04-02,9.38,9.62,9.33,9.52,349896
2472,BLHB,Blue Harbour Naval,2025-04-02,36.13,36.59,35.45,35.89,362098
2473,CALDR,Caldera Energía,2025-04-02,12.07,12.19,12.00,12.16,116418
2474,LKVW,Lakeview Alimentación,2025-04-02,11.33,11.36,11.29,11.36,44013
2475,MRDN,Meridiano Industrial,2025-04-02,37.48,37.66,37.18,37.39,225658
2476,NRTH,Northwind Farmacéutica,2025-04-02,99.13,100.95,98.98,100.47,214539
2477,OKVL,Oakvale Construcción,2025-04-02,9.27,9.28,9.24,9.27,191507
2478,PNFD,Pinefield Logística,2025-04-02,30.20,30.94,29.26,29.57,377785
2479,STNB,Stonebridge Seguros,2025-04-02,54.97,55.58,54.87,55.17,108485
2480,VGRE,Vega Renovables,2025-04-02,101.58,103.69,97.16,99.03,445316
2481,ARCD,Arcadia Telecom,2025-04-03,9.51,9.53,9.37,9.43,386779
2482,BLHB,Blue Harbour Naval,2025-04-03,36.00,36.51,35.61,36.48,373101
2483,CALDR,Caldera Energía,2025-04-03,12.10,12.40,12.08,12.24,332019
2484,LKVW,Lakeview Alimentación,2025-04-03,11.35,11.36,11.09,11.14,331187
2485,MRDN,Meridiano Industrial,2025-04-03,37.63,37.85,37.12,37.41,126140
2486,NRTH,Northwind Farmacéutica,2025-04-03,101.13,101.39,100.63,100.71,258979
2487,OKVL,Oakvale Construcción,2025-04-03,9.24,9.24,9.11,9.16,311450
2488,PNFD,Pinefield Logística,2025-04-03,29.56,29.77,28.71,28.95,331791
2489,STNB,Stonebridge Seguros,2025-04-03,55.45,56.08,54.54,54.54,204106
2490,VGRE,Vega Renovables,2025-04-03,99.64,100.55,98.79,99.07,220050
2491,ARCD,Arcadia Telecom,2025-04-04,9.46,9.83,9.30,9.60,241164
2492,BLHB,Blue Harbour Naval,2025-04-04,36.36,37.01,35.76,35.84,372291
2493,CALDR,Caldera Energía,2025-04-04,12.34,12.43,11.52,12.01,377037
2494,LKVW,Lakeview Alimentación,2025-04-04,11.15,11.19,10.68,10.90,365205
2495,MRDN,Meridiano Industrial,2025-04-04,37.55,37.63,35.65,36.72,558018
2496,NRTH,Northwind Farmacéutica,2025-04-04,101.77,101.83,101.32,101.70,236252
2497,OKVL,Oakvale Construcción,2025-04-04,9.09,9.55,9.06,9.31,236664
2498,PNFD,Pinefield Logística,2025-04-04,28.69,29.08,28.62,28.84,232342
2499,STNB,Stonebridge Seguros,2025-04-04,54.84,55.16,54.75,55.02,355853
2500,VGRE,Vega Renovables,2025-04-04,98.55,98.93,97.04,97.72,369537
2501,ARCD,Arcadia Telecom,2025-04-07,9.55,10.02,9.31,9.86,460970
2502,BLHB,Blue Harbour Naval,2025-04-07,35.96,37.00,33.50,34.70,318147
2503,CALDR,Caldera Energía,2025-04-07,12.09,12.33,11.66,11.96,260619
2504,LKVW,Lakeview Alimentación,2025-04-07,10.89,10.90,10.68,10.80,287631
2505,MRDN,Meridiano Industrial,2025-04-07,36.71,37.48,36.46,37.05,352572
2506,NRTH,Northwind Farmacéutica,2025-04-07,102.24,103.00,100.83,101.46,229932
2507,OKVL,Oakvale Construcción,2025-04-07,9.31,9.37,9.28,9.34,194587
2508,PNFD,Pinefield Logística,2025-04-07,29.14,29.67,28.99,29.64,352960
2509,STNB,Stonebridge Seguros,2025-04-07,54.88,57.21,54.78,56.09,511313
2510,VGRE,Vega Renovables,2025-04-07,97.26,102.47,95.20,99.85,232518
2511,ARCD,Arcadia Telecom,2025-04-08,9.94,9.96,9.57,9.73,411396
2512,BLHB,Blue Harbour Naval,2025-04-08,34.72,35.11,34.47,34.61,289541
2513,CALDR,Caldera Energía,2025-04-08,11.98,12.32,11.32,11.65,382639
2514,LKVW,Lakeview Alimentación,2025-04-08,10.83,11.08,10.82,11.01,285236
2515,MRDN,Meridiano Industrial,2025-04-08,36.98,37.49,36.59,37.30,202495
2516,NRTH,Northwind Farmacéutica,2025-04-08,101.00,101.92,100.66,100.86,282379
2517,OKVL,Oakvale Construcción,2025-04-08,9.42,9.43,9.24,9.35,209348
2518,PNFD,Pinefield Logística,2025-04-08,29.76,30.17,28.79,29.07,423840
2519,STNB,Stonebridge Seguros,2025-04-08,56.26,56.62,56.21,56.46,256065
2520,VGRE,Vega Renovables,2025-04-08,99.74,101.35,91.03,95.57,504299
2521,ARCD,Arcadia Telecom,2025-04-09,9.76,9.94,9.68,9.85,231735
2522,BLHB,Blue Harbour Naval,2025-04-09,34.57,35.35,34.56,34.91,356640
2523,CALDR,Caldera Energía,2025-04-09,11.63,11.80,11.50,11.67,160647
2524,LKVW,Lakeview Alimentación,2025-04-09,11.07,11.28,10.94,11.24,481363
2525,MRDN,Meridiano Industrial,2025-04-09,37.34,37.64,37.17,37.55,317193
2526,NRTH,Northwind Farmacéutica,2025-04-09,100.74,102.21,99.01,99.32,269020
2527,OKVL,Oakvale Construcción,2025-04-09,9.32,9.42,9.29,9.35,142680
2528,PNFD,Pinefield Logística,2025-04-09,29.16,29.44,28.57,28.76,348236
2529,STNB,Stonebridge Seguros,2025-04-09,56.68,58.34,56.20,57.57,619200
2530,VGRE,Vega Renovables,2025-04-09,95.71,96.65,91.47,92.98,300949
2531,ARCD,Arcadia Telecom,2025-04-10,9.94,10.12,9.61,9.64,354221
2532,BLHB,Blue Harbour Naval,2025-04-10,34.70,34.84,34.58,34.75,201228
2533,CALDR,Caldera Energía,2025-04-10,11.71,11.78,11.65,11.74,158875
2534,LKVW,Lakeview Alimentación,2025-04-10,11.27,11.28,10.89,11.08,382141
2535,MRDN,Meridiano Industrial,2025-04-10,37.61,37.89,37.25,37.42,258535
2536,NRTH,Northwind Farmacéutica,2025-04-10,99.22,99.63,98.12,99.02,224768
2537,OKVL,Oakvale Construcción,2025-04-10,9.47,9.49,9.42,9.47,232455
2538,PNFD,Pinefield Logística,2025-04-10,28.67,30.03,27.74,29.62,353938
2539,STNB,Stonebridge Seguros,2025-04-10,57.50,60.10,56.60,59.45,260612
2540,VGRE,Vega Renovables,2025-04-10,93.45,96.26,90.11,90.24,390259
2541,ARCD,Arcadia Telecom,2025-04-11,9.50,10.06,9.37,9.81,321052
2542,BLHB,Blue Harbour Naval,2025-04-11,34.77,35.27,34.69,35.04,157091
2543,CALDR,Caldera Energía,2025-04-11,11.75,12.02,11.40,12.02,396710
2544,LKVW,Lakeview Alimentación,2025-04-11,11.16,11.29,10.99,11.02,156690
2545,MRDN,Meridiano Industrial,2025-04-11,37.53,37.58,37.19,37.34,170280
2546,NRTH,Northwind Farmacéutica,2025-04-11,98.86,101.75,98.65,100.37,440019
2547,OKVL,Oakvale Construcción,2025-04-11,9.48,9.55,9.07,9.28,302498
2548,PNFD,Pinefield Logística,2025-04-11,29.39,29.69,28.46,29.04,467622
2549,STNB,Stonebridge Seguros,2025-04-11,59.03,59.82,57.93,58.90,280943
2550,VGRE,Vega Renovables,2025-04-11,89.95,96.01,87.59,93.25,468219
2551,ARCD,Arcadia Telecom,2025-04-14,9.75,10.13,9.60,9.99,351749
2552,BLHB,Blue Harbour Naval,2025-04-14,35.00,35.50,34.70,35.38,301724
2553,CALDR,Caldera Energía,2025-04-14,11.94,12.45,11.70,12.30,396534
2554,LKVW,Lakeview Alimentación,2025-04-14,11.04,11.27,10.93,11.14,348393
2555,MRDN,Meridiano Industrial,2025-04-14,37.35,37.86,36.73,36.82,270323
2556,NRTH,Northwind Farmacéutica,2025-04-14,100.86,102.72,100.24,101.71,546018
2557,OKVL,Oakvale Construcción,2025-04-14,9.33,9.37,9.11,9.25,165386
2558,PNFD,Pinefield Logística,2025-04-14,29.09,29.74,28.29,28.36,458633
2559,STNB,Stonebridge Seguros,2025-04-14,58.83,59.09,58.18,58.73,242935
2560,VGRE,Vega Renovables,2025-04-14,93.42,95.59,92.80,94.54,210040
2561,ARCD,Arcadia Telecom,2025-04-15,9.93,10.01,9.89,9.91,210685
2562,BLHB,Blue Harbour Naval,2025-04-15,35.28,36.09,34.10,34.50,470630
2563,CALDR,Caldera Energía,2025-04-15,12.23,12.33,11.73,11.81,636738
2564,LKVW,Lakeview Alimentación,2025-04-15,11.15,11.36,11.11,11.23,241148
2565,MRDN,Meridiano Industrial,2025-04-15,36.80,37.08,36.28,36.46,353628
2566,NRTH,Northwind Farmacéutica,2025-04-15,102.23,102.80,101.14,101.43,240529
2567,OKVL,Oakvale Construcción,2025-04-15,9.28,9.58,8.93,9.03,338933
2568,PNFD,Pinefield Logística,2025-04-15,28.31,29.15,27.94,28.83,394273
2569,STNB,Stonebridge Seguros,2025-04-15,58.76,59.47,58.31,59.37,307747
2570,VGRE,Vega Renovables,2025-04-15,95.44,97.30,93.98,96.41,397202
2571,ARCD,Arcadia Telecom,2025-04-16,9.84,9.93,9.76,9.91,148664
2572,BLHB,Blue Harbour Naval,2025-04-16,34.67,35.13,34.07,34.95,179230
2573,CALDR,Caldera Energía,2025-04-16,11.80,12.35,11.59,12.27,462389
2574,LKVW,Lakeview Alimentación,2025-04-16,11.24,11.29,11.23,11.28,150493
2575,MRDN,Meridiano Industrial,2025-04-16,36.32,37.23,34.30,35.41,593098
2576,NRTH,Northwind Farmacéutica,2025-04-16,102.49,103.76,102.01,102.85,274273
2577,OKVL,Oakvale Construcción,2025-04-16,9.03,9.06,8.99,9.03,179042
2578,PNFD,Pinefield Logística,2025-04-16,28.71,29.67,28.64,29.25,365649
2579,STNB,Stonebridge Seguros,2025-04-16,59.12,60.56,58.76,59.78,199750
2580,VGRE,Vega Renovables,2025-04-16,96.75,97.66,95.53,97.18,206619
2581,ARCD,Arcadia Telecom,2025-04-17,9.90,9.90,9.83,9.86,234344
2582,BLHB,Blue Harbour Naval,2025-04-17,34.73,35.47,33.99,35.33,372264
2583,CALDR,Caldera Energía,2025-04-17,12.35,12.43,11.89,12.13,250404
2584,LKVW,Lakeview Alimentación,2025-04-17,11.31,11.51,11.11,11.45,336283
2585,MRDN,Meridiano Industrial,2025-04-17,35.42,35.52,35.09,35.18,310345
2586,NRTH,Northwind Farmacéutica,2025-04-17,102.78,103.04,102.63,103.04,334335
2587,OKVL,Oakvale Construcción,2025-04-17,8.98,9.04,8.98,9.02,272406
2588,PNFD,Pinefield Logística,2025-04-17,29.25,29.30,29.14,29.21,140488
2589,STNB,Stonebridge Seguros,2025-04-17,60.46,60.68,58.74,59.55,183151
2590,VGRE,Vega Renovables,2025-04-17,97.41,101.25,92.28,92.82,726793
2591,ARCD,Arcadia Telecom,2025-04-18,9.80,9.81,9.79,9.80,267459
2592,BLHB,Blue Harbour Naval,2025-04-18,35.47,35.72,35.43,35.52,168877
2593,CALDR,Caldera Energía,2025-04-18,11.98,12.27,11.98,12.09,216802
2594,LKVW,Lakeview Alimentación,2025-04-18,11.33,11.69,11.20,11.54,165471
2595,MRDN,Meridiano Industrial,2025-04-18,35.17,35.99,35.16,35.55,195644
2596,NRTH,Northwind Farmacéutica,2025-04-18,103.39,103.88,101.31,102.24,326645
2597,OKVL,Oakvale Construcción,2025-04-18,9.08,9.13,8.96,9.01,212334
2598,PNFD,Pinefield Logística,2025-04-18,29.22,29.48,27.46,28.19,815721
2599,STNB,Stonebridge Seguros,2025-04-18,59.33,60.28,56.66,58.20,252606
2600,VGRE,Vega Renovables,2025-04-18,93.80,96.93,91.98,94.76,137090
2601,ARCD,Arcadia Telecom,2025-04-21,9.72,9.96,9.60,9.85,195725
2602,BLHB,Blue Harbour Naval,2025-04-21,35.79,36.25,34.90,35.44,171248
2603,CALDR,Caldera Energía,2025-04-21,12.07,12.26,11.59,11.70,728023
2604,LKVW,Lakeview Alimentación,2025-04-21,11.52,11.59,11.42,11.47,281700
2605,MRDN,Meridiano Industrial,2025-04-21,35.40,35.98,35.27,35.65,239515
2606,NRTH,Northwind Farmacéutica,2025-04-21,102.34,103.00,101.93,101.93,156922
2607,OKVL,Oakvale Construcción,2025-04-21,9.03,9.07,9.00,9.03,167417
2608,PNFD,Pinefield Logística,2025-04-21,28.54,29.04,28.53,29.01,457786
2609,STNB,Stonebridge Seguros,2025-04-21,57.99,58.65,56.41,57.40,351501
2610,VGRE,Vega Renovables,2025-04-21,93.39,98.87,88.77,97.73,433607
2611,ARCD,Arcadia Telecom,2025-04-22,9.90,10.01,9.76,9.80,196061
2612,BLHB,Blue Harbour Naval,2025-04-22,35.49,35.70,35.31,35.57,153987
2613,CALDR,Caldera Energía,2025-04-22,11.76,11.92,11.75,11.86,292153
2614,LKVW,Lakeview Alimentación,2025-04-22,11.48,11.54,11.47,11.53,138724
2615,MRDN,Meridiano Industrial,2025-04-22,35.72,35.96,35.65,35.90,56097
2616,NRTH,Northwind Farmacéutica,2025-04-22,101.30,102.88,100.97,102.76,102629
2617,OKVL,Oakvale Construcción,2025-04-22,8.99,9.05,8.96,8.96,221737
2618,PNFD,Pinefield Logística,2025-04-22,29.62,31.05,28.86,30.40,555927
2619,STNB,Stonebridge Seguros,2025-04-22,57.35,59.66,56.38,58.92,374835
2620,VGRE,Vega Renovables,2025-04-22,98.59,100.46,97.91,99.56,237713
2621,ARCD,Arcadia Telecom,2025-04-23,9.84,9.85,9.68,9.71,276834
2622,BLHB,Blue Harbour Naval,2025-04-23,35.70,35.92,34.21,35.00,361910
2623,CALDR,Caldera Energía,2025-04-23,11.87,12.11,11.17,11.61,513895
2624,LKVW,Lakeview Alimentación,2025-04-23,11.49,11.78,11.35,11.61,332709
2625,MRDN,Meridiano Industrial,2025-04-23,35.89,35.97,35.21,35.32,264683
2626,NRTH,Northwind Farmacéutica,2025-04-23,103.18,103.55,103.18,103.36,252453
2627,OKVL,Oakvale Construcción,2025-04-23,8.99,9.13,8.83,8.84,215941
2628,PNFD,Pinefield Logística,2025-04-23,30.48,31.76,30.18,30.97,257748
2629,STNB,Stonebridge Seguros,2025-04-23,58.86,60.69,58.21,59.99,288183
2630,VGRE,Vega Renovables,2025-04-23,99.23,105.45,99.05,102.20,275220
2631,ARCD,Arcadia Telecom,2025-04-24,9.63,10.22,9.39,9.95,307486
2632,BLHB,Blue Harbour Naval,2025-04-24,35.18,35.52,34.69,34.77,305621
2633,CALDR,Caldera Energía,2025-04-24,11.58,11.72,11.52,11.67,201904
2634,LKVW,Lakeview Alimentación,2025-04-24,11.64,11.94,11.56,11.79,206970
2635,MRDN,Meridiano Industrial,2025-04-24,35.34,35.93,35.09,35.61,104333
2636,NRTH,Northwind Farmacéutica,2025-04-24,103.03,104.48,102.47,103.66,254098
2637,OKVL,Oakvale Construcción,2025-04-24,8.82,8.88,8.78,8.85,162737
2638,PNFD,Pinefield Logística,2025-04-24,31.04,31.79,29.86,30.22,220021
2639,STNB,Stonebridge Seguros,2025-04-24,59.75,60.96,57.27,58.31,321414
2640,VGRE,Vega Renovables,2025-04-24,101.31,103.14,97.66,98.96,198227
2641,ARCD,Arcadia Telecom,2025-04-25,9.91,10.32,9.86,10.13,165750
2642,BLHB,Blue Harbour Naval,2025-04-25,34.74,35.93,34.13,35.36,281632
2643,CALDR,Caldera Energía,2025-04-25,11.65,11.85,11.51,11.77,327341
2644,LKVW,Lakeview Alimentación,2025-04-25,11.77,11.90,11.59,11.71,261377
2645,MRDN,Meridiano Industrial,2025-04-25,35.66,36.30,35.49,36.08,336691
2646,NRTH,Northwind Farmacéutica,2025-04-25,103.29,104.53,100.78,102.05,222599
2647,OKVL,Oakvale Construcción,2025-04-25,8.81,8.96,8.80,8.95,317967
2648,PNFD,Pinefield Logística,2025-04-25,30.15,30.56,29.62,29.76,351770
2649,STNB,Stonebridge Seguros,2025-04-25,58.23,59.53,57.77,58.69,163262
2650,VGRE,Vega Renovables,2025-04-25,99.88,101.67,98.03,98.32,260142
2651,ARCD,Arcadia Telecom,2025-04-28,10.21,10.39,9.85,10.00,331996
2652,BLHB,Blue Harbour Naval,2025-04-28,35.19,36.45,33.96,36.08,266288
2653,CALDR,Caldera Energía,2025-04-28,11.70,12.49,11.52,12.08,349273
2654,LKVW,Lakeview Alimentación,2025-04-28,11.73,11.86,11.71,11.82,311039
2655,MRDN,Meridiano Industrial,2025-04-28,36.06,36.37,35.59,35.84,243422
2656,NRTH,Northwind Farmacéutica,2025-04-28,102.73,104.57,100.19,100.74,506008
2657,OKVL,Oakvale Construcción,2025-04-28,8.91,8.93,8.90,8.92,97822
2658,PNFD,Pinefield Logística,2025-04-28,29.78,29.90,26.99,28.15,653533
2659,STNB,Stonebridge Seguros,2025-04-28,58.86,60.41,57.11,57.29,285247
2660,VGRE,Vega Renovables,2025-04-28,98.26,98.49,97.67,98.33,140740
2661,ARCD,Arcadia Telecom,2025-04-29,9.97,10.25,9.55,9.70,509462
2662,BLHB,Blue Harbour Naval,2025-04-29,36.11,36.83,35.99,36.34,225930
2663,CALDR,Caldera Energía,2025-04-29,11.98,12.05,11.88,12.03,288117
2664,LKVW,Lakeview Alimentación,2025-04-29,11.81,11.83,11.81,11.82,127782
2665,MRDN,Meridiano Industrial,2025-04-29,35.95,36.04,35.23,35.37,149267
2666,NRTH,Northwind Farmacéutica,2025-04-29,100.30,102.80,100.19,101.73,223114
2667,OKVL,Oakvale Construcción,2025-04-29,8.95,9.15,8.32,8.63,701211
2668,PNFD,Pinefield Logística,2025-04-29,27.78,28.89,26.78,28.87,199009
2669,STNB,Stonebridge Seguros,2025-04-29,57.61,57.90,57.48,57.79,319226
2670,VGRE,Vega Renovables,2025-04-29,98.45,100.03,97.22,97.37,234440
2671,ARCD,Arcadia Telecom,2025-04-30,9.67,9.68,9.54,9.61,287265
2672,BLHB,Blue Harbour Naval,2025-04-30,36.25,37.19,36.11,36.73,155443
2673,CALDR,Caldera Energía,2025-04-30,12.10,12.15,11.93,11.95,207523
2674,LKVW,Lakeview Alimentación,2025-04-30,11.83,11.88,11.79,11.86,282616
2675,MRDN,Meridiano Industrial,2025-04-30,35.61,35.63,35.48,35.53,206117
2676,NRTH,Northwind Farmacéutica,2025-04-30,102.11,102.74,101.68,102.12,156655
