id,vehicle_id,dealership_id,service_date,mileage_km,service_type,parts_cost,labour_cost,total_cost
3066,535,,2025-05-17,50838,Oil and filter change,89.53,43.68,133.21
3067,536,19,2024-04-08,6565,Tyre replacement,224.74,43.20,267.94
3068,536,3,2024-11-11,21104,Clutch repair,490.91,309.60,800.51
3069,537,25,2011-02-28,15538,Air conditioning service,85.21,60.48,145.69
3070,537,26,2011-08-11,23100,Routine service,171.01,89.28,260.29
3071,537,29,2011-12-09,28633,Timing belt replacement,452.66,200.64,653.30
3072,537,,2014-10-27,77185,Routine service,133.71,66.72,200.43
3073,537,,2016-01-10,97472,Oil and filter change,84.01,42.24,126.25
3074,537,,2018-04-14,135512,Oil and filter change,48.93,35.52,84.45
3075,537,,2019-01-21,148514,Brake replacement,310.29,93.12,403.41
3076,537,,2019-06-17,155292,Battery replacement,114.34,28.32,142.66
3077,537,13,2020-01-28,165666,Routine service,128.21,62.88,191.09
3078,537,,2021-03-15,184663,Air conditioning service,129.72,54.72,184.44
3079,537,26,2021-04-19,186277,Oil and filter change,57.08,37.44,94.52
3080,537,,2021-04-30,186865,Routine service,176.07,80.64,256.71
3081,537,,2021-05-22,187798,Routine service,111.93,82.56,194.49
3082,537,,2021-06-29,189550,Routine service,66.76,79.20,145.96
3083,537,23,2022-05-01,203659,Brake replacement,126.68,106.08,232.76
3084,537,,2023-05-26,221642,Routine service,60.12,83.04,143.16
3085,538,24,2015-03-11,3960,Routine service,141.45,84.00,225.45
3086,538,21,2016-08-22,27027,Brake replacement,214.09,111.84,325.93
3087,538,1,2016-12-01,31423,Routine service,70.03,80.64,150.67
3088,538,,2018-05-08,54185,Routine service,158.19,78.24,236.43
3089,538,8,2019-05-20,70593,Tyre replacement,227.52,58.08,285.60
3090,538,,2020-01-03,80516,Routine service,130.31,67.20,197.51
3091,538,,2020-03-19,83824,Brake replacement,199.95,101.76,301.71
3092,538,,2022-05-28,118642,Oil and filter change,35.49,38.40,73.89
3093,538,2,2022-12-14,127347,Routine service,156.46,63.84,220.30
3094,538,3,2023-03-25,131743,Clutch repair,670.92,271.68,942.60
3095,538,,2024-11-05,157465,Routine service,150.04,68.64,218.68
3096,539,17,2023-03-24,6448,Routine service,167.31,76.80,244.11
3097,539,3,2024-10-19,32561,Clutch repair,282.70,293.76,576.46
3098,540,19,2017-11-13,20126,Routine service,126.45,64.32,190.77
3099,540,15,2018-10-04,41295,Battery replacement,172.48,28.80,201.28
3100,540,24,2019-12-07,69237,Routine service,65.95,88.32,154.27
3101,540,7,2020-01-05,71126,Routine service,83.16,79.20,162.36
3102,540,,2020-08-03,84870,Brake replacement,176.11,82.08,258.19
3103,540,,2022-07-05,130529,Routine service,70.90,76.32,147.22
3104,540,,2023-02-24,145770,Routine service,135.99,78.72,214.71
3105,540,,2023-08-28,157820,Routine service,109.59,87.84,197.43
3106,541,22,2015-12-12,3141,Oil and filter change,44.01,44.64,88.65
3107,541,25,2016-04-27,8521,Timing belt replacement,321.50,184.80,506.30
3108,541,26,2016-07-06,11271,Clutch repair,702.76,298.56,1001.32
3109,541,21,2018-04-24,37072,Oil and filter change,77.07,37.44,114.51
3110,541,,2020-03-21,64445,Routine service,63.69,77.76,141.45
3111,541,5,2020-04-28,65937,Air conditioning service,84.04,54.24,138.28
3112,541,,2024-02-03,119975,Routine service,126.32,71.04,197.36
3113,542,7,2016-09-12,1566,Tyre replacement,477.44,49.92,527.36
3114,542,2,2017-06-30,3159,Oil and filter change,67.13,32.64,99.77
3115,542,,2019-04-18,6756,Routine service,121.62,75.84,197.46
3116,542,,2019-07-02,7480,Oil and filter change,69.56,35.52,105.08
3117,542,17,2020-07-06,9193,Routine service,103.97,78.24,182.21
3118,542,,2022-07-31,13327,Routine service,160.65,63.36,224.01
3119,542,,2024-06-22,17116,Battery replacement,176.74,29.76,206.50
3120,542,,2024-09-14,17942,Tyre replacement,332.98,43.20,376.18
3121,542,,2024-10-27,18692,Air conditioning service,53.87,58.08,111.95
3122,542,15,2025-05-05,19159,Oil and filter change,62.67,43.68,106.35
3123,543,24,2023-05-18,1795,Oil and filter change,47.03,38.88,85.91
3124,543,23,2023-12-23,5045,Routine service,108.35,69.60,177.95
3125,545,14,2021-02-19,7047,Oil and filter change,88.47,39.36,127.83
3126,545,14,2021-02-25,7403,Routine service,170.22,76.32,246.54
3127,545,26,2023-08-04,46269,Tyre replacement,349.12,53.28,402.40
3128,545,,2023-09-16,48151,Routine service,90.62,76.32,166.94
3129,545,,2023-12-14,52047,Routine service,125.24,63.84,189.08
3130,546,16,2021-07-08,14049,Routine service,83.80,69.12,152.92
3131,546,8,2021-07-30,14626,Oil and filter change,50.46,42.72,93.18
3132,546,9,2021-09-06,15622,Oil and filter change,43.50,45.60,89.10
3133,546,21,2022-12-30,28204,Brake replacement,215.36,88.32,303.68
3134,546,11,2023-07-21,33526,Oil and filter change,67.05,37.44,104.49
3135,546,,2023-12-19,37484,Clutch repair,655.26,225.12,880.38
3136,547,25,2013-05-31,5489,Routine service,126.99,82.56,209.55
3137,547,10,2013-11-06,12887,Suspension repair,360.73,129.60,490.33
3138,547,12,2014-02-18,17725,Oil and filter change,48.26,46.08,94.34
3139,547,,2016-09-26,61969,Air conditioning service,87.90,51.36,139.26
3140,547,,2016-12-24,66109,Routine service,174.65,69.12,243.77
3141,547,,2017-05-13,72623,Oil and filter change,64.33,46.08,110.41
3142,547,,2017-10-05,79369,Routine service,126.39,67.68,194.07
3143,547,8,2020-04-08,121984,Air conditioning service,75.86,69.12,144.98
3144,547,,2021-06-06,141710,Routine service,139.64,76.32,215.96
3145,547,14,2021-08-12,144827,Routine service,80.85,71.04,151.89
3146,547,27,2021-08-22,145292,Oil and filter change,74.22,42.72,116.94
3147,547,,2023-06-27,176649,Battery replacement,201.55,27.36,228.91
3148,547,,2023-10-02,181162,Suspension repair,237.20,135.36,372.56
3149,547,29,2024-08-16,196003,Tyre replacement,339.79,54.24,394.03
3150,548,9,2021-02-06,15674,Routine service,85.65,89.76,175.41
3151,548,25,2021-03-10,16558,Brake replacement,157.87,106.56,264.43
3152,548,9,2022-02-22,26206,Routine service,169.75,83.52,253.27
3153,548,4,2022-04-16,27671,Brake replacement,259.74,112.80,372.54
3154,548,12,2022-06-05,29053,Clutch repair,677.06,285.60,962.66
3155,549,3,2022-01-14,10260,Oil and filter change,47.18,39.36,86.54
3156,549,,2024-07-29,47706,Oil and filter change,56.23,40.80,97.03
3157,549,17,2025-01-22,54856,Routine service,147.24,76.80,224.04
3158,549,20,2025-04-12,58087,Brake replacement,151.76,100.32,252.08
3159,550,6,2021-03-25,6156,Routine service,95.62,83.52,179.14
3160,550,1,2021-09-16,13797,Oil and filter change,85.74,35.04,120.78
3161,550,27,2022-05-02,23752,Routine service,78.34,62.40,140.74
3162,550,25,2023-05-02,39689,Battery replacement,168.15,27.36,195.51
3163,550,,2024-04-30,55583,Air conditioning service,59.61,58.08,117.69
3164,551,1,2023-03-15,859,Brake replacement,97.49,84.96,182.45
3165,551,17,2025-01-29,4133,Air conditioning service,73.21,68.64,141.85
3166,552,22,2019-03-28,4407,Oil and filter change,50.13,39.36,89.49
3167,552,2,2020-07-12,15776,Oil and filter change,85.59,33.12,118.71
3168,552,17,2020-09-07,17149,Routine service,83.52,89.76,173.28
3169,552,28,2021-06-15,23917,Routine service,96.23,77.76,173.99
3170,552,1,2022-01-21,29216,Battery replacement,186.32,22.56,208.88
3171,552,,2022-04-21,31383,Oil and filter change,58.25,37.92,96.17
3172,552,26,2023-10-21,44582,Tyre replacement,346.51,57.12,403.63
3173,552,,2024-10-11,53157,Air conditioning service,110.57,58.56,169.13
3174,553,27,2013-02-16,4188,Oil and filter change,83.56,47.52,131.08
3175,553,6,2014-08-31,20853,Oil and filter change,64.28,44.64,108.92
3176,553,10,2017-07-05,51717,Tyre replacement,597.80,48.96,646.76
3177,553,,2018-03-31,59708,Routine service,86.84,87.84,174.68
3178,553,,2019-03-29,70491,Oil and filter change,55.87,44.64,100.51
3179,553,9,2019-04-30,71442,Brake replacement,107.65,118.56,226.21
3180,553,,2019-05-28,72273,Brake replacement,97.68,110.40,208.08
3181,553,,2019-06-28,73194,Oil and filter change,70.09,33.60,103.69
3182,553,,2019-08-26,74947,Routine service,78.85,89.28,168.13
3183,553,,2020-05-02,82373,Oil and filter change,55.04,41.76,96.80
3184,553,30,2022-01-14,100850,Routine service,127.38,84.96,212.34
3185,553,4,2022-02-18,101890,Routine service,126.72,88.32,215.04
3186,553,,2022-07-04,105930,Oil and filter change,61.90,43.20,105.10
3187,555,17,2024-12-23,3621,Routine service,154.22,82.08,236.30
3188,556,19,2021-10-21,25274,Oil and filter change,55.75,39.84,95.59
3189,556,5,2021-12-14,27961,Routine service,116.15,68.16,184.31
3190,556,29,2023-07-09,56420,Routine service,131.54,70.08,201.62
3191,556,,2023-07-11,57073,Brake replacement,155.98,117.12,273.10
3192,556,17,2023-09-15,59804,Routine service,118.42,62.88,181.30
3193,556,,2024-11-28,81695,Battery replacement,94.63,23.04,117.67
3194,557,24,2022-06-19,16975,Timing belt replacement,533.36,202.08,735.44
3195,557,29,2022-09-23,22518,Brake replacement,204.78,110.88,315.66
3196,557,13,2023-03-19,32738,Routine service,117.50,87.84,205.34
3197,557,2,2024-01-03,49482,Battery replacement,141.70,22.08,163.78
3198,560,24,2013-06-12,35417,Oil and filter change,71.21,34.56,105.77
3199,560,1,2013-11-25,44900,Oil and filter change,60.82,39.36,100.18
3200,560,6,2014-11-01,64379,Brake replacement,196.55,81.60,278.15
3201,560,24,2015-06-15,77289,Oil and filter change,54.69,41.76,96.45
3202,560,28,2016-01-02,88772,Routine service,165.83,85.44,251.27
3203,560,,2016-09-19,103681,Air conditioning service,101.08,59.04,160.12
3204,560,,2017-11-07,127331,Oil and filter change,63.29,39.84,103.13
3205,560,19,2018-02-28,133786,Oil and filter change,77.52,39.84,117.36
3206,560,,2019-10-26,168347,Air conditioning service,123.41,70.08,193.49
3207,560,10,2021-02-13,195538,Routine service,142.65,88.80,231.45
3208,560,,2021-09-09,207420,Routine service,77.78,89.76,167.54
3209,560,,2022-10-01,229527,Routine service,64.88,62.40,127.28
3210,560,27,2023-02-09,237011,Routine service,87.23,80.64,167.87
3211,560,,2023-11-10,252663,Routine service,154.30,77.76,232.06
3212,560,,2024-01-14,256376,Oil and filter change,89.97,44.16,134.13
3213,560,26,2024-11-12,273685,Battery replacement,85.06,27.36,112.42
3214,561,24,2023-08-07,30191,Tyre replacement,225.25,45.12,270.37
3215,561,10,2023-10-06,32603,Battery replacement,101.80,28.80,130.60
3216,561,13,2024-05-09,41286,Oil and filter change,75.53,32.64,108.17
3217,562,3,2024-12-02,5827,Routine service,98.92,80.16,179.08
3218,563,12,2022-05-09,1265,Routine service,77.21,81.60,158.81
3219,563,12,2024-05-14,13679,Routine service,166.51,78.24,244.75
3220,563,,2025-06-25,20544,Suspension repair,282.64,152.16,434.80
3221,564,28,2015-06-17,516,Routine service,97.37,78.72,176.09
3222,564,29,2017-05-23,30898,Brake replacement,144.31,104.64,248.95
3223,564,30,2017-11-13,38386,Clutch repair,505.05,250.56,755.61
3224,564,9,2021-02-12,89468,Tyre replacement,281.09,43.20,324.29
3225,564,,2021-08-25,97817,Battery replacement,169.30,23.52,192.82
3226,564,,2021-09-13,98679,Routine service,113.81,69.12,182.93
3227,564,,2024-01-19,135558,Tyre replacement,605.64,49.44,655.08
3228,564,,2024-04-26,139776,Routine service,86.51,75.36,161.87
3229,564,,2024-05-10,140378,Brake replacement,266.12,104.16,370.28
3230,564,,2024-05-20,140917,Suspension repair,433.98,139.20,573.18
3231,564,,2024-11-27,149028,Routine service,141.70,71.52,213.22
3232,565,14,2016-03-21,11476,Oil and filter change,47.99,34.56,82.55
3233,565,22,2017-09-09,38273,Routine service,79.45,85.92,165.37
3234,565,21,2017-12-22,43462,Brake replacement,294.04,105.12,399.16
3235,565,11,2018-04-20,49400,Battery replacement,114.50,29.76,144.26
3236,565,,2019-11-05,77544,Brake replacement,118.60,88.32,206.92
3237,565,,2022-11-28,133381,Routine service,107.10,88.32,195.42
3238,565,17,2023-12-16,152493,Tyre replacement,230.41,42.24,272.65
3239,565,,2024-02-06,155088,Battery replacement,179.27,28.80,208.07
3240,565,4,2025-03-05,174698,Routine service,106.06,80.64,186.70
3241,565,,2025-05-31,179040,Oil and filter change,38.66,46.56,85.22
3242,566,6,2022-06-26,12750,Routine service,140.94,82.08,223.02
3243,566,11,2022-09-01,15084,Oil and filter change,71.82,44.16,115.98
3244,566,7,2023-12-03,31039,Brake replacement,267.23,114.24,381.47
3245,566,4,2024-02-11,33477,Routine service,153.49,81.60,235.09
3246,567,29,2023-02-13,10719,Oil and filter change,63.04,39.36,102.40
3247,567,5,2023-08-02,14484,Routine service,109.33,79.20,188.53
3248,567,5,2024-03-03,19223,Bodywork repair,258.76,308.16,566.92
3249,569,20,2019-10-03,22601,Routine service,165.80,84.48,250.28
3250,569,30,2020-04-08,29671,Oil and filter change,72.05,37.44,109.49
3251,569,3,2020-04-09,30554,Clutch repair,578.55,255.36,833.91
3252,569,4,2020-06-08,31965,Oil and filter change,51.56,44.16,95.72
3253,569,,2021-04-14,43622,Oil and filter change,63.16,43.20,106.36
3254,569,6,2024-02-08,82357,Bodywork repair,713.34,332.16,1045.50
3255,570,10,2024-10-21,10041,Tyre replacement,350.50,58.56,409.06
3256,571,16,2012-10-07,25853,Routine service,95.91,66.72,162.63
3257,571,25,2014-03-08,52531,Routine service,102.97,74.40,177.37
3258,571,,2015-03-31,72553,Routine service,146.88,69.12,216.00
3259,571,,2015-08-31,80449,Routine service,125.89,83.52,209.41
3260,571,28,2016-04-08,91853,Battery replacement,171.31,22.56,193.87
3261,571,22,2017-06-26,114765,Oil and filter change,87.42,36.48,123.90
3262,571,22,2018-05-03,130813,Air conditioning service,119.63,49.92,169.55
3263,571,,2018-11-21,141237,Battery replacement,148.52,24.48,173.00
3264,571,,2019-01-07,143663,Oil and filter change,66.80,39.84,106.64
3265,571,,2020-02-16,164562,Oil and filter change,66.05,45.12,111.17
3266,571,,2021-04-21,186751,Routine service,68.03,62.88,130.91
3267,571,24,2022-09-25,213688,Routine service,90.49,76.80,167.29
3268,571,,2025-01-03,256570,Tyre replacement,521.63,52.32,573.95
3269,571,,2025-03-15,260234,Routine service,175.55,68.16,243.71
3270,571,,2025-04-22,262195,Battery replacement,115.14,28.32,143.46
3271,572,5,2018-05-27,2630,Routine service,160.70,83.04,243.74
3272,572,29,2018-10-19,10110,Battery replacement,186.03,25.92,211.95
3273,572,7,2019-08-17,25687,Suspension repair,225.16,163.20,388.36
3274,572,22,2022-12-25,88927,Clutch repair,761.94,243.84,1005.78
3275,572,,2023-03-02,92383,Routine service,103.71,77.76,181.47
3276,572,9,2023-04-07,94240,Brake replacement,93.39,84.00,177.39
3277,572,,2024-02-12,110282,Air conditioning service,65.06,70.08,135.14
3278,572,,2024-09-30,122198,Timing belt replacement,405.58,201.12,606.70
3279,573,2,2016-01-26,20995,Oil and filter change,38.92,46.56,85.48
3280,573,24,2016-07-21,30476,Battery replacement,112.59,23.52,136.11
3281,573,13,2018-09-28,73271,Clutch repair,684.30,287.52,971.82
3282,573,,2019-07-01,88054,Routine service,148.98,72.96,221.94
3283,573,,2019-07-24,89286,Tyre replacement,348.23,41.28,389.51
3284,573,26,2020-12-16,116656,Tyre replacement,288.29,58.56,346.85
3285,573,1,2021-06-04,125761,Oil and filter change,55.30,45.12,100.42
3286,573,,2021-12-06,135670,Routine service,153.99,85.44,239.43
3287,573,,2024-02-16,178626,Brake replacement,199.88,96.48,296.36
3288,573,,2025-05-05,202407,Routine service,152.40,67.68,220.08
3289,575,11,2023-12-23,3317,Oil and filter change,89.30,43.68,132.98
3290,575,30,2024-03-19,6924,Routine service,157.47,61.92,219.39
3291,576,5,2025-06-17,4686,Timing belt replacement,450.31,224.64,674.95
3292,578,20,2017-05-27,836,Oil and filter change,73.44,46.08,119.52
3293,578,13,2017-06-20,1323,Battery replacement,112.83,24.00,136.83
3294,578,28,2018-04-18,7037,Routine service,140.29,72.00,212.29
3295,578,26,2018-11-26,11260,Tyre replacement,218.35,43.20,261.55
3296,578,20,2019-01-07,12059,Brake replacement,282.21,103.20,385.41
3297,578,6,2020-01-06,18982,Oil and filter change,73.23,44.16,117.39
3298,578,,2021-02-20,26800,Oil and filter change,61.88,40.32,102.20
3299,578,,2021-03-01,27048,Routine service,116.99,72.48,189.47
3300,578,,2024-03-28,48332,Air conditioning service,90.31,63.84,154.15
3301,579,5,2015-05-19,10220,Tyre replacement,275.28,59.04,334.32
3302,579,30,2015-11-24,22369,Brake replacement,185.05,83.52,268.57
3303,579,16,2017-05-06,56374,Suspension repair,381.24,158.88,540.12
3304,579,17,2017-10-03,66016,Brake replacement,207.17,119.04,326.21
3305,579,30,2018-01-23,73216,Tyre replacement,549.68,48.96,598.64
3306,579,25,2018-07-30,85301,Routine service,82.52,78.72,161.24
3307,579,,2019-05-24,104457,Oil and filter change,51.34,34.08,85.42
3308,579,,2021-05-09,150482,Suspension repair,456.42,127.68,584.10
3309,579,,2021-07-06,154210,Tyre replacement,613.81,54.24,668.05
3310,579,,2025-06-06,246197,Routine service,116.14,84.48,200.62
3311,580,22,2021-04-26,5970,Clutch repair,532.63,265.44,798.07
3312,580,24,2022-09-23,16952,Bodywork repair,845.93,273.60,1119.53
3313,580,17,2023-04-04,21068,Tyre replacement,183.61,60.00,243.61
3314,580,,2024-04-19,29193,Suspension repair,149.27,141.60,290.87
3315,581,15,2012-05-28,18079,Oil and filter change,72.58,34.08,106.66
3316,581,22,2012-08-24,19977,Routine service,165.05,72.96,238.01
3317,581,27,2013-08-28,27938,Air conditioning service,98.75,63.84,162.59
3318,581,,2013-11-08,29492,Air conditioning service,69.97,60.96,130.93
3319,581,,2014-10-01,36546,Timing belt replacement,249.04,242.88,491.92
3320,581,,2016-03-21,48132,Routine service,153.94,83.04,236.98
3321,581,21,2016-03-30,48326,Timing belt replacement,346.47,231.36,577.83
3322,581,2,2016-11-14,53266,Routine service,167.94,86.40,254.34
3323,581,18,2017-06-08,57711,Oil and filter change,60.22,35.04,95.26
3324,581,3,2018-11-05,68822,Brake replacement,99.59,87.84,187.43
3325,581,,2019-03-16,71648,Oil and filter change,50.78,40.80,91.58
3326,581,,2020-05-09,80709,Bodywork repair,642.20,282.24,924.44
3327,581,11,2020-05-12,80891,Routine service,157.21,71.04,228.25
3328,581,,2020-07-10,82047,Oil and filter change,75.25,48.00,123.25
3329,581,,2024-04-12,111647,Oil and filter change,67.40,46.56,113.96
3330,581,,2025-03-29,119219,Routine service,154.15,75.36,229.51
3331,581,,2025-04-29,119888,Oil and filter change,41.54,33.60,75.14
3332,582,22,2022-11-28,11627,Clutch repair,377.54,316.80,694.34
3333,582,15,2024-01-16,33912,Oil and filter change,68.14,42.72,110.86
3334,582,19,2024-07-06,43171,Bodywork repair,639.77,340.80,980.57
3335,582,4,2025-01-13,53452,Routine service,177.63,74.88,252.51
3336,583,17,2022-05-08,1008,Clutch repair,485.89,292.80,778.69
3337,583,12,2022-06-14,1486,Routine service,67.78,80.16,147.94
3338,583,8,2022-09-17,2714,Routine service,163.13,75.84,238.97
3339,584,25,2015-11-08,6317,Routine service,149.32,66.24,215.56
3340,584,19,2015-11-10,7110,Oil and filter change,59.56,42.24,101.80
3341,584,7,2016-06-01,13468,Bodywork repair,647.85,294.72,942.57
3342,584,9,2016-09-04,16766,Oil and filter change,73.82,47.52,121.34
3343,584,15,2016-10-06,17876,Brake replacement,138.88,96.48,235.36
3344,584,3,2017-01-26,21764,Clutch repair,689.92,253.44,943.36
3345,584,,2019-03-05,48423,Oil and filter change,84.70,40.80,125.50
3346,584,,2019-09-01,54672,Routine service,90.76,61.92,152.68
3347,584,14,2020-11-27,70396,Routine service,146.58,62.40,208.98
3348,584,,2021-12-20,83865,Oil and filter change,56.40,37.92,94.32
3349,584,,2023-12-14,108997,Routine service,149.50,62.40,211.90
3350,585,21,2025-04-13,7506,Oil and filter change,37.03,47.52,84.55
3351,586,29,2019-12-22,5485,Brake replacement,317.78,84.48,402.26
3352,586,15,2019-12-31,5951,Routine service,161.11,72.96,234.07
3353,586,17,2020-01-23,6438,Oil and filter change,75.82,43.20,119.02
3354,586,7,2020-04-23,9151,Routine service,162.28,87.84,250.12
3355,586,29,2022-01-26,28319,Routine service,71.70,80.16,151.86
3356,586,25,2022-05-11,31449,Timing belt replacement,527.22,216.00,743.22
3357,587,24,2022-02-07,13051,Routine service,175.61,81.60,257.21
3358,587,13,2022-03-31,15755,Oil and filter change,87.86,36.00,123.86
3359,587,22,2022-09-13,24387,Routine service,101.29,76.32,177.61
3360,587,,2024-06-26,58291,Brake replacement,201.28,104.64,305.92
3361,587,,2024-12-21,67547,Brake replacement,265.63,108.96,374.59
3362,588,17,2025-06-04,25026,Routine service,165.35,84.00,249.35
3363,589,18,2015-06-01,6389,Suspension repair,190.58,166.56,357.14
3364,589,21,2015-07-04,7940,Suspension repair,191.91,133.44,325.35
3365,589,4,2015-07-26,8973,Oil and filter change,69.67,44.16,113.83
3366,589,6,2016-11-02,30821,Brake replacement,247.48,83.04,330.52
3367,589,,2019-01-11,68408,Battery replacement,85.69,23.04,108.73
3368,589,,2019-02-27,70616,Suspension repair,383.54,154.08,537.62
3369,589,7,2019-10-23,81799,Routine service,115.23,81.60,196.83
3370,589,,2020-04-13,89927,Oil and filter change,79.95,42.24,122.19
3371,589,,2020-04-14,90276,Oil and filter change,63.41,42.24,105.65
3372,589,,2023-10-06,149644,Routine service,143.42,61.44,204.86
3373,589,14,2024-02-24,156268,Battery replacement,155.75,28.80,184.55
3374,590,28,2016-03-20,6701,Brake replacement,143.06,97.92,240.98
3375,590,7,2017-12-13,34796,Timing belt replacement,352.09,209.76,561.85
3376,590,12,2018-07-08,43983,Tyre replacement,592.38,49.44,641.82
3377,590,30,2019-09-02,62668,Tyre replacement,504.07,42.24,546.31
3378,590,,2020-01-22,68971,Tyre replacement,318.92,41.76,360.68
3379,590,,2020-06-09,75140,Oil and filter change,85.19,40.80,125.99
3380,590,19,2020-06-24,75806,Oil and filter change,35.26,42.24,77.50
3381,590,,2021-11-05,97953,Timing belt replacement,385.20,231.84,617.04
3382,590,16,2022-03-20,103945,Routine service,121.56,87.36,208.92
3383,590,,2023-08-18,126846,Tyre replacement,610.71,59.04,669.75
3384,593,29,2012-10-25,2949,Tyre replacement,213.26,58.56,271.82
3385,593,8,2013-04-14,8745,Oil and filter change,37.29,36.48,73.77
3386,593,12,2013-05-21,9999,Air conditioning service,112.50,57.12,169.62
3387,593,12,2013-10-14,14948,Oil and filter change,62.17,38.40,100.57
3388,593,28,2013-11-10,15863,Suspension repair,257.12,177.12,434.24
3389,593,1,2014-04-06,20846,Routine service,77.56,74.40,151.96
3390,593,19,2015-05-31,35083,Clutch repair,320.39,272.16,592.55
3391,593,,2015-08-22,37897,Battery replacement,95.84,22.08,117.92
3392,593,,2015-12-06,41490,Routine service,131.00,72.00,203.00
3393,593,,2017-06-03,59964,Suspension repair,314.11,129.60,443.71
3394,593,,2020-07-05,98200,Routine service,71.81,62.88,134.69
3395,593,1,2022-05-16,121251,Routine service,121.78,76.80,198.58
3396,593,30,2024-02-14,142911,Oil and filter change,40.07,38.88,78.95
3397,593,,2024-02-21,143148,Clutch repair,510.51,307.20,817.71
3398,594,10,2019-03-12,7424,Clutch repair,361.36,324.48,685.84
3399,594,19,2019-12-22,16278,Brake replacement,288.12,112.80,400.92
3400,594,2,2020-07-04,22335,Battery replacement,86.37,27.84,114.21
3401,594,,2022-08-26,46660,Oil and filter change,71.53,47.04,118.57
3402,594,30,2023-06-04,55420,Oil and filter change,66.39,44.64,111.03
3403,594,,2023-11-20,60670,Routine service,121.70,85.44,207.14
3404,594,,2024-05-05,65858,Brake replacement,143.02,90.72,233.74
3405,594,,2024-05-25,66503,Tyre replacement,337.73,57.60,395.33
3406,594,6,2025-03-20,75768,Routine service,86.24,89.76,176.00
3407,596,1,2021-04-20,4357,Battery replacement,184.69,22.56,207.25
3408,596,23,2022-06-16,23711,Oil and filter change,57.08,40.32,97.40
3409,596,15,2023-12-25,49258,Clutch repair,509.55,325.92,835.47
3410,596,,2024-10-26,63292,Air conditioning service,63.39,62.88,126.27
3411,596,,2024-12-30,66273,Oil and filter change,57.70,37.44,95.14
3412,597,22,2021-06-16,9675,Tyre replacement,408.51,51.84,460.35
3413,597,,2023-11-01,44096,Tyre replacement,228.96,42.24,271.20
3414,597,30,2023-11-10,44503,Suspension repair,361.81,159.84,521.65
3415,597,,2024-09-16,56786,Tyre replacement,476.22,47.52,523.74
3416,598,15,2023-01-20,1834,Brake replacement,129.73,91.68,221.41
3417,598,5,2024-09-26,19465,Timing belt replacement,407.72,262.08,669.80
3418,599,26,2017-07-09,5739,Oil and filter change,38.21,38.40,76.61
3419,599,12,2018-01-24,10017,Brake replacement,285.21,101.76,386.97
3420,599,26,2018-03-01,10791,Routine service,158.74,74.40,233.14
3421,599,18,2018-10-22,15842,Routine service,85.89,72.48,158.37
3422,599,10,2021-06-09,36501,Tyre replacement,364.49,54.24,418.73
3423,599,16,2023-05-15,51656,Oil and filter change,88.50,46.56,135.06
3424,599,28,2024-09-04,61931,Oil and filter change,50.00,36.00,86.00
3425,599,,2024-12-22,64274,Oil and filter change,83.98,34.08,118.06
3426,599,,2025-06-10,67929,Brake replacement,291.58,84.48,376.06
3427,600,4,2021-12-23,12460,Tyre replacement,610.72,48.00,658.72
3428,600,21,2022-06-18,15822,Brake replacement,167.41,97.44,264.85
3429,600,9,2022-11-08,18538,Bodywork repair,581.94,302.88,884.82
3430,600,3,2022-12-06,19070,Oil and filter change,88.31,47.52,135.83
3431,600,22,2024-08-31,31113,Routine service,138.78,64.32,203.10
3432,600,27,2025-02-19,34380,Air conditioning service,96.54,50.88,147.42
3433,601,12,2024-09-14,1831,Routine service,100.80,74.40,175.20
3434,602,18,2011-11-19,11145,Brake replacement,269.71,113.76,383.47
3435,602,4,2012-01-05,13192,Oil and filter change,47.27,38.40,85.67
3436,602,12,2015-05-03,66048,Routine service,72.40,61.44,133.84
3437,602,,2016-05-26,82984,Clutch repair,659.62,241.44,901.06
3438,602,15,2017-02-26,95001,Routine service,111.88,78.24,190.12
3439,602,,2017-08-11,102228,Routine service,136.12,68.16,204.28
3440,602,26,2018-03-18,111763,Tyre replacement,184.24,54.24,238.48
3441,602,,2018-09-27,120166,Routine service,83.66,74.88,158.54
3442,602,,2019-07-01,132226,Brake replacement,271.39,84.96,356.35
3443,602,,2021-12-20,171542,Oil and filter change,75.64,36.48,112.12
3444,602,,2022-07-12,180424,Routine service,149.73,80.64,230.37
3445,602,25,2023-03-02,190568,Air conditioning service,91.16,65.28,156.44
3446,602,6,2023-04-02,191918,Air conditioning service,55.61,65.28,120.89
3447,602,27,2023-05-13,193703,Battery replacement,128.37,22.56,150.93
3448,602,,2023-08-20,198013,Oil and filter change,81.99,42.24,124.23
3449,602,,2024-06-14,211031,Brake replacement,234.80,94.08,328.88
3450,604,19,2017-10-29,8279,Brake replacement,272.04,106.56,378.60
3451,604,11,2018-01-30,12487,Routine service,172.26,83.04,255.30
3452,604,23,2018-05-19,17418,Suspension repair,173.58,153.60,327.18
3453,604,8,2018-06-29,19273,Clutch repair,443.83,317.28,761.11
3454,604,9,2019-10-03,40131,Battery replacement,88.93,26.88,115.81
3455,604,4,2020-07-09,52799,Battery replacement,200.29,26.40,226.69
3456,604,8,2020-12-01,59360,Routine service,177.59,84.48,262.07
3457,604,,2022-08-07,87139,Battery replacement,207.30,22.08,229.38
3458,605,1,2018-05-26,1466,Oil and filter change,84.02,47.04,131.06
