id,vehicle_id,inspection_date,result,defects,mileage_km,next_due,station_code
1171,656,2021-03-13,unfavourable,Emissions above limit,119396,2023-03-13,ITV-1552
1172,656,2023-03-13,favourable,,149245,2024-03-12,ITV-7895
1173,656,2024-03-12,favourable,,164170,2025-03-12,ITV-3044
1174,656,2025-03-13,favourable,,179095,2026-03-13,ITV-3688
1175,659,2020-01-20,favourable,,63943,2022-01-19,ITV-4011
1176,659,2022-01-19,favourable,,95915,2024-01-19,ITV-3764
1177,659,2024-01-20,favourable,,127887,2026-01-19,ITV-3848
1178,660,2014-07-15,favourable,,68506,2016-07-14,ITV-1504
1179,660,2016-07-14,favourable,,102759,2018-07-14,ITV-8102
1180,660,2018-07-15,favourable,,137013,2020-07-14,ITV-4931
1181,660,2020-07-14,favourable,,171266,2021-07-14,ITV-4221
1182,660,2021-07-14,unfavourable,Handbrake efficiency below threshold,188393,2022-07-14,ITV-4052
1183,660,2022-07-15,favourable,,205519,2023-07-15,ITV-3614
1184,660,2023-07-15,favourable,,222646,2024-07-14,ITV-7118
1185,660,2024-07-14,negative,Excessive brake imbalance,239772,2025-07-14,ITV-9528
1186,661,2019-06-11,unfavourable,Windscreen chip in swept area,104594,2021-06-10,ITV-5992
1187,661,2021-06-10,favourable,,156892,2023-06-10,ITV-0238
1188,661,2023-06-11,favourable,,209189,2025-06-10,ITV-7146
1189,661,2025-06-10,favourable,,261486,2026-06-10,ITV-4207
1190,664,2022-04-16,unfavourable,Handbrake efficiency below threshold,70216,2024-04-15,ITV-3410
1191,664,2024-04-15,favourable,,105325,2026-04-15,ITV-1487
1192,666,2023-03-12,favourable,,55014,2025-03-11,ITV-5286
1193,666,2025-03-11,unfavourable,Handbrake efficiency below threshold,82521,2027-03-11,ITV-8661
1194,668,2022-01-09,favourable,,91315,2024-01-09,ITV-1264
1195,668,2024-01-09,negative,Handbrake efficiency below threshold,136973,2026-01-08,ITV-2930
1196,670,2018-04-21,favourable,,62267,2020-04-20,ITV-9366
1197,670,2020-04-20,favourable,,93401,2022-04-20,ITV-4918
1198,670,2022-04-21,favourable,,124535,2024-04-20,ITV-7317
1199,670,2024-04-20,unfavourable,Suspension bush play,155669,2025-04-20,ITV-8142
1200,670,2025-04-20,favourable,,171236,2026-04-20,ITV-4638
1201,671,2018-04-03,unfavourable,Suspension bush play,52921,2020-04-02,ITV-3536
1202,671,2020-04-02,favourable,,79381,2022-04-02,ITV-6735
1203,671,2022-04-03,negative,Worn front tyre below 1.6mm,105842,2024-04-02,ITV-6971
1204,671,2024-04-02,favourable,,132303,2025-04-02,ITV-3181
1205,671,2025-04-02,favourable,,145533,2026-04-02,ITV-8235
1206,675,2016-04-20,favourable,,21319,2018-04-20,ITV-9663
1207,675,2018-04-20,favourable,,31978,2020-04-19,ITV-2320
1208,675,2020-04-20,unfavourable,Rear shock absorber leaking,42638,2022-04-20,ITV-7228
1209,675,2022-04-20,unfavourable,Corroded exhaust mounting,53298,2023-04-20,ITV-1673
1210,675,2023-04-20,favourable,,58627,2024-04-19,ITV-4024
1211,675,2024-04-20,favourable,,63957,2025-04-20,ITV-8789
1212,675,2025-04-20,unfavourable,Corroded exhaust mounting,69287,2026-04-20,ITV-3379
1213,676,2024-07-09,favourable,,61356,2026-07-09,ITV-5925
1214,678,2015-11-13,unfavourable,Windscreen chip in swept area,80506,2017-11-12,ITV-0906
1215,678,2017-11-12,favourable,,120759,2019-11-12,ITV-2571
1216,678,2019-11-13,unfavourable,Handbrake efficiency below threshold,161012,2021-11-12,ITV-9557
1217,678,2021-11-12,favourable,,201266,2022-11-12,ITV-1633
1218,678,2022-11-12,favourable,,221392,2023-11-12,ITV-2669
1219,678,2023-11-13,favourable,,241519,2024-11-12,ITV-7727
1220,678,2024-11-12,negative,Handbrake efficiency below threshold,261645,2025-11-12,ITV-7345
1221,679,2025-05-19,favourable,,85213,2027-05-19,ITV-5911
1222,681,2024-08-14,favourable,,76262,2026-08-14,ITV-8425
1223,682,2023-02-07,favourable,,48538,2025-02-06,ITV-0632
1224,682,2025-02-06,unfavourable,Suspension bush play,72808,2027-02-06,ITV-7528
1225,684,2024-06-17,favourable,,19198,2026-06-17,ITV-7369
1226,686,2019-09-22,favourable,,25203,2021-09-21,ITV-7127
1227,686,2021-09-21,favourable,,37805,2023-09-21,ITV-0813
1228,686,2023-09-22,favourable,,50406,2025-09-21,ITV-4039
1229,687,2016-03-07,favourable,,65694,2018-03-07,ITV-4725
1230,687,2018-03-07,favourable,,98542,2020-03-06,ITV-8395
1231,687,2020-03-07,favourable,,131389,2022-03-07,ITV-7481
1232,687,2022-03-07,favourable,,164237,2023-03-07,ITV-4944
1233,687,2023-03-07,favourable,,180660,2024-03-06,ITV-3638
1234,687,2024-03-07,favourable,,197084,2025-03-07,ITV-8823
1235,687,2025-03-07,favourable,,213508,2026-03-07,ITV-1053
1236,688,2014-09-19,favourable,,28182,2016-09-18,ITV-7139
1237,688,2016-09-18,favourable,,42273,2018-09-18,ITV-3966
1238,688,2018-09-19,favourable,,56364,2020-09-18,ITV-9432
1239,688,2020-09-18,favourable,,70455,2021-09-18,ITV-8249
1240,688,2021-09-18,negative,Excessive brake imbalance,77501,2022-09-18,ITV-2057
1241,688,2022-09-19,favourable,,84546,2023-09-19,ITV-9238
1242,688,2023-09-19,unfavourable,Rear shock absorber leaking,91592,2024-09-18,ITV-0963
1243,688,2024-09-18,favourable,,98638,2025-09-18,ITV-6925
1244,689,2021-10-18,favourable,,74672,2023-10-18,ITV-8025
1245,689,2023-10-18,favourable,,112008,2025-10-17,ITV-4590
1246,690,2023-08-17,favourable,,44808,2025-08-16,ITV-2099
1247,691,2020-09-01,favourable,,60225,2022-09-01,ITV-6512
1248,691,2022-09-01,negative,Handbrake efficiency below threshold,90338,2024-08-31,ITV-5130
1249,691,2024-09-01,favourable,,120451,2026-09-01,ITV-4151
1250,693,2024-06-23,unfavourable,Handbrake efficiency below threshold,7999,2026-06-23,ITV-5202
1251,694,2021-04-03,favourable,,68161,2023-04-03,ITV-4738
1252,694,2023-04-03,favourable,,102241,2025-04-02,ITV-0131
1253,694,2025-04-03,unfavourable,Suspension bush play,136322,2027-04-03,ITV-1795
1254,695,2018-06-05,favourable,,34618,2020-06-04,ITV-5916
1255,695,2020-06-04,favourable,,51928,2022-06-04,ITV-7166
1256,695,2022-06-05,negative,Suspension bush play,69237,2024-06-04,ITV-0036
1257,695,2024-06-04,favourable,,86546,2025-06-04,ITV-8671
1258,695,2025-06-04,unfavourable,Worn front tyre below 1.6mm,95201,2026-06-04,ITV-2907
1259,696,2020-12-16,unfavourable,Faulty dipped beam alignment,34103,2022-12-16,ITV-4888
1260,696,2022-12-16,negative,Windscreen chip in swept area,51155,2024-12-15,ITV-9920
1261,696,2024-12-16,favourable,,68206,2026-12-16,ITV-4051
1262,697,2019-12-09,favourable,,100065,2021-12-08,ITV-0007
1263,697,2021-12-08,unfavourable,Corroded exhaust mounting,150097,2023-12-08,ITV-3783
1264,697,2023-12-09,unfavourable,Excessive brake imbalance,200130,2025-12-08,ITV-7964
1265,698,2015-08-05,unfavourable,Seat belt retractor faulty,41586,2017-08-04,ITV-1809
1266,698,2017-08-04,favourable,,62379,2019-08-04,ITV-6630
1267,698,2019-08-05,favourable,,83172,2021-08-04,ITV-2162
1268,698,2021-08-04,unfavourable,Excessive steering play,103966,2022-08-04,ITV-5461
1269,698,2022-08-04,favourable,,114362,2023-08-04,ITV-7984
1270,698,2023-08-05,favourable,,124759,2024-08-04,ITV-5590
1271,698,2024-08-04,favourable,,135155,2025-08-04,ITV-8958
1272,699,2016-07-10,favourable,,48749,2018-07-10,ITV-2519
1273,699,2018-07-10,favourable,,73124,2020-07-09,ITV-2952
1274,699,2020-07-10,favourable,,97499,2022-07-10,ITV-5185
1275,699,2022-07-10,favourable,,121874,2023-07-10,ITV-8548
1276,699,2023-07-10,favourable,,134062,2024-07-09,ITV-1958
1277,699,2024-07-10,favourable,,146249,2025-07-10,ITV-6621
1278,701,2019-06-02,favourable,,93248,2021-06-01,ITV-8694
1279,701,2021-06-01,favourable,,139873,2023-06-01,ITV-1787
1280,701,2023-06-02,favourable,,186497,2025-06-01,ITV-6358
1281,701,2025-06-01,favourable,,233121,2026-06-01,ITV-5073
1282,703,2024-08-05,favourable,,37353,2026-08-05,ITV-2200
1283,704,2021-01-02,unfavourable,Faulty dipped beam alignment,53354,2023-01-02,ITV-9128
1284,704,2023-01-02,favourable,,80031,2025-01-01,ITV-8988
1285,704,2025-01-02,favourable,,106709,2027-01-02,ITV-2098
1286,706,2025-06-07,favourable,,53480,2027-06-07,ITV-3414
1287,707,2024-01-12,favourable,,56216,2026-01-11,ITV-9728
1288,708,2024-10-02,favourable,,68515,2026-10-02,ITV-6675
1289,710,2015-11-18,favourable,,44944,2017-11-17,ITV-2897
1290,710,2017-11-17,favourable,,67416,2019-11-17,ITV-9411
1291,710,2019-11-18,favourable,,89889,2021-11-17,ITV-1942
1292,710,2021-11-17,favourable,,112361,2022-11-17,ITV-5514
1293,710,2022-11-17,unfavourable,Excessive brake imbalance,123597,2023-11-17,ITV-6761
1294,710,2023-11-18,unfavourable,Seat belt retractor faulty,134833,2024-11-17,ITV-6333
1295,710,2024-11-17,favourable,,146070,2025-11-17,ITV-8976
1296,711,2017-02-21,favourable,,42955,2019-02-21,ITV-0770
1297,711,2019-02-21,favourable,,64432,2021-02-20,ITV-2927
1298,711,2021-02-21,favourable,,85910,2023-02-21,ITV-6484
1299,711,2023-02-21,favourable,,107387,2024-02-21,ITV-0021
1300,711,2024-02-21,favourable,,118126,2025-02-20,ITV-2446
1301,711,2025-02-21,favourable,,128865,2026-02-21,ITV-1692
1302,713,2020-08-09,favourable,,69406,2022-08-09,ITV-0874
1303,713,2022-08-09,unfavourable,Emissions above limit,104109,2024-08-08,ITV-9237
1304,713,2024-08-09,favourable,,138812,2026-08-09,ITV-2521
1305,714,2024-05-10,favourable,,29845,2026-05-10,ITV-2805
1306,715,2019-04-19,negative,Seat belt retractor faulty,54821,2021-04-18,ITV-2770
1307,715,2021-04-18,favourable,,82232,2023-04-18,ITV-8988
1308,715,2023-04-19,favourable,,109643,2025-04-18,ITV-9497
1309,715,2025-04-18,favourable,,137054,2026-04-18,ITV-7077
1310,716,2021-02-12,favourable,,59416,2023-02-12,ITV-7420
1311,716,2023-02-12,favourable,,89125,2025-02-11,ITV-2363
1312,716,2025-02-12,favourable,,118833,2027-02-12,ITV-5153
1313,718,2019-07-26,negative,Number plate light inoperative,54526,2021-07-25,ITV-0518
1314,718,2021-07-25,favourable,,81790,2023-07-25,ITV-4329
1315,718,2023-07-26,favourable,,109053,2025-07-25,ITV-4845
1316,719,2023-11-11,negative,Number plate light inoperative,46796,2025-11-10,ITV-2278
1317,721,2020-04-21,favourable,,33260,2022-04-21,ITV-5423
1318,721,2022-04-21,favourable,,49890,2024-04-20,ITV-0418
1319,721,2024-04-21,favourable,,66520,2026-04-21,ITV-2237
1320,722,2021-11-06,favourable,,93693,2023-11-06,ITV-1612
1321,722,2023-11-06,unfavourable,Windscreen chip in swept area,140540,2025-11-05,ITV-8442
1322,727,2024-10-31,favourable,,66851,2026-10-31,ITV-9222
1323,730,2021-09-04,favourable,,54496,2023-09-04,ITV-9701
1324,730,2023-09-04,favourable,,81745,2025-09-03,ITV-5219
1325,731,2024-03-25,favourable,,48813,2026-03-25,ITV-4962
1326,732,2023-11-09,favourable,,25923,2025-11-08,ITV-8010
1327,733,2016-04-02,favourable,,63045,2018-04-02,ITV-0103
1328,733,2018-04-02,favourable,,94568,2020-04-01,ITV-3415
1329,733,2020-04-02,favourable,,126091,2022-04-02,ITV-5322
1330,733,2022-04-02,favourable,,157614,2023-04-02,ITV-2445
1331,733,2023-04-02,favourable,,173375,2024-04-01,ITV-7633
1332,733,2024-04-02,favourable,,189136,2025-04-02,ITV-3400
1333,733,2025-04-02,unfavourable,Rear shock absorber leaking,204898,2026-04-02,ITV-1276
1334,734,2025-04-07,favourable,,23077,2027-04-07,ITV-6297
1335,737,2022-06-06,favourable,,96281,2024-06-05,ITV-4267
1336,737,2024-06-05,favourable,,144422,2026-06-05,ITV-3820
1337,740,2018-12-09,favourable,,35632,2020-12-08,ITV-5943
1338,740,2020-12-08,favourable,,53448,2022-12-08,ITV-0199
1339,740,2022-12-09,favourable,,71264,2024-12-08,ITV-3230
1340,740,2024-12-08,unfavourable,Handbrake efficiency below threshold,89080,2025-12-08,ITV-8608
1341,742,2017-01-10,favourable,,47651,2019-01-10,ITV-4389
1342,742,2019-01-10,favourable,,71477,2021-01-09,ITV-7996
1343,742,2021-01-10,favourable,,95303,2023-01-10,ITV-9759
1344,742,2023-01-10,unfavourable,Worn front tyre below 1.6mm,119128,2024-01-10,ITV-5895
1345,742,2024-01-10,favourable,,131041,2025-01-09,ITV-9018
1346,742,2025-01-10,unfavourable,Handbrake efficiency below threshold,142954,2026-01-10,ITV-8669
1347,743,2022-05-13,favourable,,74710,2024-05-12,ITV-4427
1348,743,2024-05-12,favourable,,112065,2026-05-12,ITV-3736
1349,745,2017-09-22,unfavourable,Suspension bush play,45507,2019-09-22,ITV-8237
1350,745,2019-09-22,favourable,,68261,2021-09-21,ITV-3771
1351,745,2021-09-22,favourable,,91014,2023-09-22,ITV-3055
1352,745,2023-09-22,favourable,,113768,2024-09-21,ITV-2551
1353,745,2024-09-21,favourable,,125145,2025-09-21,ITV-9212
1354,748,2015-08-13,favourable,,67634,2017-08-12,ITV-1241
1355,748,2017-08-12,negative,Suspension bush play,101451,2019-08-12,ITV-2163
1356,748,2019-08-13,favourable,,135268,2021-08-12,ITV-6849
1357,748,2021-08-12,favourable,,169085,2022-08-12,ITV-6322
1358,748,2022-08-12,unfavourable,Emissions above limit,185994,2023-08-12,ITV-4742
1359,748,2023-08-13,favourable,,202902,2024-08-12,ITV-5387
1360,748,2024-08-12,unfavourable,Windscreen chip in swept area,219811,2025-08-12,ITV-1671
1361,749,2016-04-16,negative,Number plate light inoperative,59006,2018-04-16,ITV-6351
1362,749,2018-04-16,favourable,,88509,2020-04-15,ITV-5672
1363,749,2020-04-16,favourable,,118012,2022-04-16,ITV-9813
1364,749,2022-04-16,favourable,,147515,2023-04-16,ITV-5834
1365,749,2023-04-16,unfavourable,Excessive brake imbalance,162266,2024-04-15,ITV-8852
1366,749,2024-04-16,favourable,,177018,2025-04-16,ITV-9382
1367,749,2025-04-16,favourable,,191770,2026-04-16,ITV-3552
1368,750,2021-11-10,favourable,,96256,2023-11-10,ITV-4788
1369,750,2023-11-10,favourable,,144384,2025-11-09,ITV-1383
1370,757,2019-03-11,favourable,,7999,2021-03-10,ITV-0903
1371,757,2021-03-10,favourable,,11999,2023-03-10,ITV-9420
1372,757,2023-03-11,favourable,,15999,2025-03-10,ITV-8814
1373,757,2025-03-10,unfavourable,Faulty dipped beam alignment,19999,2026-03-10,ITV-9701
1374,758,2020-12-14,favourable,,64788,2022-12-14,ITV-5029
1375,758,2022-12-14,favourable,,97183,2024-12-13,ITV-6248
1376,758,2024-12-14,favourable,,129577,2026-12-14,ITV-9976
1377,760,2019-02-14,favourable,,68806,2021-02-13,ITV-5353
1378,760,2021-02-13,favourable,,103209,2023-02-13,ITV-5890
1379,760,2023-02-14,unfavourable,Number plate light inoperative,137612,2025-02-13,ITV-4190
1380,760,2025-02-13,favourable,,172015,2026-02-13,ITV-0221
1381,761,2022-06-10,favourable,,45082,2024-06-09,ITV-3948
1382,761,2024-06-09,favourable,,67624,2026-06-09,ITV-8874
1383,763,2019-10-27,favourable,,61268,2021-10-26,ITV-7197
1384,763,2021-10-26,favourable,,91902,2023-10-26,ITV-9736
1385,763,2023-10-27,unfavourable,Seat belt retractor faulty,122537,2025-10-26,ITV-2619
1386,766,2023-01-09,favourable,,75784,2025-01-08,ITV-6759
1387,766,2025-01-08,favourable,,113677,2027-01-08,ITV-3167
1388,767,2014-10-31,favourable,,66567,2016-10-30,ITV-7769
1389,767,2016-10-30,favourable,,99851,2018-10-30,ITV-4794
1390,767,2018-10-31,favourable,,133135,2020-10-30,ITV-9328
1391,767,2020-10-30,unfavourable,Seat belt retractor faulty,166419,2021-10-30,ITV-6383
1392,767,2021-10-30,favourable,,183061,2022-10-30,ITV-6163
1393,767,2022-10-31,favourable,,199703,2023-10-31,ITV-7814
1394,767,2023-10-31,favourable,,216345,2024-10-30,ITV-8023
1395,767,2024-10-30,favourable,,232987,2025-10-30,ITV-9267
1396,770,2018-04-05,favourable,,7999,2020-04-04,ITV-9397
1397,770,2020-04-04,favourable,,11999,2022-04-04,ITV-1915
1398,770,2022-04-05,favourable,,15999,2024-04-04,ITV-3253
1399,770,2024-04-04,favourable,,19999,2025-04-04,ITV-1324
1400,770,2025-04-04,favourable,,21999,2026-04-04,ITV-0311
1401,771,2024-08-02,favourable,,45529,2026-08-02,ITV-9268
1402,772,2022-03-06,favourable,,72442,2024-03-05,ITV-1281
1403,772,2024-03-05,favourable,,108663,2026-03-05,ITV-1405
1404,774,2024-03-13,favourable,,63520,2026-03-13,ITV-0294
1405,775,2022-06-05,favourable,,59086,2024-06-04,ITV-9499
1406,775,2024-06-04,unfavourable,Excessive brake imbalance,88629,2026-06-04,ITV-9439
1407,778,2024-12-09,favourable,,64269,2026-12-09,ITV-0191
1408,780,2018-04-27,favourable,,62536,2020-04-26,ITV-0075
1409,780,2020-04-26,favourable,,93804,2022-04-26,ITV-6525
1410,780,2022-04-27,favourable,,125072,2024-04-26,ITV-3435
1411,780,2024-04-26,favourable,,156340,2025-04-26,ITV-0092
1412,780,2025-04-26,favourable,,171974,2026-04-26,ITV-5480
1413,781,2021-03-25,unfavourable,Faulty dipped beam alignment,9966,2023-03-25,ITV-4195
1414,781,2023-03-25,favourable,,14949,2025-03-24,ITV-5193
1415,781,2025-03-25,favourable,,19932,2027-03-25,ITV-9069
1416,783,2023-03-29,favourable,,64183,2025-03-28,ITV-2130
1417,783,2025-03-28,favourable,,96275,2027-03-28,ITV-7718
1418,786,2016-05-19,favourable,,73975,2018-05-19,ITV-5623
1419,786,2018-05-19,favourable,,110963,2020-05-18,ITV-4112
1420,786,2020-05-19,favourable,,147950,2022-05-19,ITV-3888
1421,786,2022-05-19,favourable,,184938,2023-05-19,ITV-1771
1422,786,2023-05-19,negative,Seat belt retractor faulty,203432,2024-05-18,ITV-3910
1423,786,2024-05-19,unfavourable,Handbrake efficiency below threshold,221926,2025-05-19,ITV-1787
1424,786,2025-05-19,favourable,,240420,2026-05-19,ITV-0840
1425,788,2024-02-20,favourable,,52269,2026-02-19,ITV-7877
1426,791,2024-10-31,favourable,,47413,2026-10-31,ITV-8554
1427,792,2018-11-18,favourable,,63713,2020-11-17,ITV-4714
1428,792,2020-11-17,unfavourable,Faulty dipped beam alignment,95570,2022-11-17,ITV-3558
1429,792,2022-11-18,favourable,,127427,2024-11-17,ITV-5926
1430,792,2024-11-17,favourable,,159284,2025-11-17,ITV-7422
1431,793,2020-08-09,favourable,,38532,2022-08-09,ITV-8979
1432,793,2022-08-09,favourable,,57798,2024-08-08,ITV-7483
1433,793,2024-08-09,favourable,,77064,2026-08-09,ITV-0634
1434,794,2021-02-18,favourable,,44982,2023-02-18,ITV-5302
1435,794,2023-02-18,favourable,,67474,2025-02-17,ITV-4707
1436,794,2025-02-18,favourable,,89965,2027-02-18,ITV-0302
1437,795,2016-08-12,favourable,,45522,2018-08-12,ITV-9486
1438,795,2018-08-12,favourable,,68283,2020-08-11,ITV-7056
1439,795,2020-08-12,favourable,,91044,2022-08-12,ITV-4224
1440,795,2022-08-12,favourable,,113805,2023-08-12,ITV-5039
1441,795,2023-08-12,favourable,,125185,2024-08-11,ITV-0753
1442,795,2024-08-12,favourable,,136566,2025-08-12,ITV-9016
1443,796,2022-10-06,favourable,,31232,2024-10-05,ITV-0583
1444,796,2024-10-05,favourable,,46848,2026-10-05,ITV-6762
1445,798,2024-04-14,unfavourable,Excessive brake imbalance,86326,2026-04-14,ITV-8007
1446,801,2016-09-13,favourable,,68973,2018-09-13,ITV-0296
1447,801,2018-09-13,favourable,,103460,2020-09-12,ITV-1852
1448,801,2020-09-13,favourable,,137946,2022-09-13,ITV-8217
1449,801,2022-09-13,favourable,,172433,2023-09-13,ITV-6450
1450,801,2023-09-13,favourable,,189676,2024-09-12,ITV-1121
1451,801,2024-09-13,favourable,,206920,2025-09-13,ITV-6698
1452,802,2024-06-16,favourable,,74738,2026-06-16,ITV-4087
1453,803,2020-07-27,favourable,,90421,2022-07-27,ITV-8178
1454,803,2022-07-27,favourable,,135632,2024-07-26,ITV-7382
1455,803,2024-07-27,favourable,,180843,2026-07-27,ITV-6580
1456,806,2017-04-16,favourable,,58834,2019-04-16,ITV-4857
1457,806,2019-04-16,favourable,,88251,2021-04-15,ITV-5246
1458,806,2021-04-16,favourable,,117669,2023-04-16,ITV-5766
1459,806,2023-04-16,favourable,,147086,2024-04-15,ITV-7708
1460,806,2024-04-15,favourable,,161795,2025-04-15,ITV-2375
1461,806,2025-04-16,favourable,,176503,2026-04-16,ITV-2207
1462,808,2015-03-31,favourable,,49416,2017-03-30,ITV-2024
1463,808,2017-03-30,unfavourable,Worn front tyre below 1.6mm,74124,2019-03-30,ITV-9996
1464,808,2019-03-31,favourable,,98832,2021-03-30,ITV-4691
1465,808,2021-03-30,unfavourable,Handbrake efficiency below threshold,123540,2022-03-30,ITV-5586
1466,808,2022-03-30,unfavourable,Excessive brake imbalance,135894,2023-03-30,ITV-6062
1467,808,2023-03-31,favourable,,148248,2024-03-30,ITV-9953
1468,808,2024-03-30,favourable,,160603,2025-03-30,ITV-8099
1469,808,2025-03-30,favourable,,172957,2026-03-30,ITV-6969
1470,812,2019-06-15,favourable,,68502,2021-06-14,ITV-6180
1471,812,2021-06-14,negative,Suspension bush play,102753,2023-06-14,ITV-8163
1472,812,2023-06-15,favourable,,137004,2025-06-14,ITV-3863
1473,812,2025-06-14,favourable,,171255,2026-06-14,ITV-2238
1474,813,2020-06-09,favourable,,67909,2022-06-09,ITV-7851
1475,813,2022-06-09,unfavourable,Handbrake efficiency below threshold,101863,2024-06-08,ITV-7951
1476,813,2024-06-09,favourable,,135818,2026-06-09,ITV-4687
1477,816,2021-04-20,favourable,,34372,2023-04-20,ITV-5611
1478,816,2023-04-20,favourable,,51558,2025-04-19,ITV-0576
1479,816,2025-04-20,favourable,,68744,2027-04-20,ITV-5186
1480,820,2022-03-12,favourable,,58292,2024-03-11,ITV-2856
1481,820,2024-03-11,unfavourable,Faulty dipped beam alignment,87438,2026-03-11,ITV-0178
1482,822,2014-07-22,favourable,,75900,2016-07-21,ITV-7737
1483,822,2016-07-21,favourable,,113851,2018-07-21,ITV-2033
1484,822,2018-07-22,unfavourable,Emissions above limit,151801,2020-07-21,ITV-1738
1485,822,2020-07-21,favourable,,189751,2021-07-21,ITV-1464
1486,822,2021-07-21,favourable,,208727,2022-07-21,ITV-8785
1487,822,2022-07-22,favourable,,227702,2023-07-22,ITV-1576
1488,822,2023-07-22,favourable,,246677,2024-07-21,ITV-2654
1489,822,2024-07-21,favourable,,265652,2025-07-21,ITV-2154
1490,823,2017-09-07,favourable,,30718,2019-09-07,ITV-9516
1491,823,2019-09-07,favourable,,46077,2021-09-06,ITV-5797
1492,823,2021-09-07,favourable,,61437,2023-09-07,ITV-9967
1493,823,2023-09-07,favourable,,76796,2024-09-06,ITV-0013
1494,823,2024-09-06,favourable,,84476,2025-09-06,ITV-4397
1495,824,2022-09-14,favourable,,79247,2024-09-13,ITV-6863
1496,824,2024-09-13,favourable,,118871,2026-09-13,ITV-1889
1497,829,2020-11-03,unfavourable,Rear shock absorber leaking,67639,2022-11-03,ITV-2916
1498,829,2022-11-03,favourable,,101458,2024-11-02,ITV-8332
1499,829,2024-11-03,favourable,,135278,2026-11-03,ITV-2328
1500,831,2017-12-10,unfavourable,Handbrake efficiency below threshold,61978,2019-12-10,ITV-8980
1501,831,2019-12-10,unfavourable,Windscreen chip in swept area,92968,2021-12-09,ITV-7366
1502,831,2021-12-10,favourable,,123957,2023-12-10,ITV-5329
1503,831,2023-12-10,favourable,,154947,2024-12-09,ITV-3323
1504,831,2024-12-09,favourable,,170442,2025-12-09,ITV-2173
1505,833,2020-03-17,favourable,,42608,2022-03-17,ITV-3918
1506,833,2022-03-17,favourable,,63912,2024-03-16,ITV-5527
1507,833,2024-03-17,favourable,,85216,2026-03-17,ITV-6316
1508,835,2021-02-13,favourable,,67059,2023-02-13,ITV-4115
1509,835,2023-02-13,favourable,,100589,2025-02-12,ITV-3405
1510,835,2025-02-13,favourable,,134119,2027-02-13,ITV-8085
1511,841,2018-11-04,favourable,,65445,2020-11-03,ITV-3635
1512,841,2020-11-03,favourable,,98168,2022-11-03,ITV-1792
1513,841,2022-11-04,favourable,,130890,2024-11-03,ITV-5312
1514,841,2024-11-03,unfavourable,Corroded exhaust mounting,163613,2025-11-03,ITV-8968
1515,844,2023-07-10,favourable,,49290,2025-07-09,ITV-1846
1516,846,2021-12-13,favourable,,25132,2023-12-13,ITV-7435
1517,846,2023-12-13,favourable,,37698,2025-12-12,ITV-8048
1518,848,2021-12-01,unfavourable,Worn front tyre below 1.6mm,10052,2023-12-01,ITV-8533
1519,848,2023-12-01,favourable,,15078,2025-11-30,ITV-8072
1520,849,2020-12-14,favourable,,61876,2022-12-14,ITV-8601
1521,849,2022-12-14,favourable,,92814,2024-12-13,ITV-1996
1522,849,2024-12-14,favourable,,123753,2026-12-14,ITV-2409
1523,852,2023-04-12,favourable,,20932,2025-04-11,ITV-9861
1524,852,2025-04-11,unfavourable,Suspension bush play,31398,2027-04-11,ITV-7904
1525,857,2017-01-17,favourable,,60627,2019-01-17,ITV-1303
1526,857,2019-01-17,favourable,,90940,2021-01-16,ITV-7185
1527,857,2021-01-17,favourable,,121254,2023-01-17,ITV-5317
1528,857,2023-01-17,favourable,,151567,2024-01-17,ITV-2341
1529,857,2024-01-17,favourable,,166724,2025-01-16,ITV-0667
1530,857,2025-01-17,unfavourable,Number plate light inoperative,181881,2026-01-17,ITV-5146
1531,858,2025-05-26,favourable,,53679,2027-05-26,ITV-0437
1532,859,2024-04-24,favourable,,18592,2026-04-24,ITV-7834
1533,860,2024-06-04,favourable,,42328,2026-06-04,ITV-1215
1534,862,2024-07-02,favourable,,15688,2026-07-02,ITV-4399
1535,866,2022-11-21,favourable,,75032,2024-11-20,ITV-4075
1536,866,2024-11-20,favourable,,112549,2026-11-20,ITV-2054
1537,867,2015-06-23,favourable,,24162,2017-06-22,ITV-6473
1538,867,2017-06-22,favourable,,36243,2019-06-22,ITV-3229
1539,867,2019-06-23,unfavourable,Handbrake efficiency below threshold,48325,2021-06-22,ITV-4106
1540,867,2021-06-22,favourable,,60406,2022-06-22,ITV-7939
1541,867,2022-06-22,favourable,,66447,2023-06-22,ITV-5457
1542,867,2023-06-23,unfavourable,Corroded exhaust mounting,72487,2024-06-22,ITV-6435
1543,867,2024-06-22,favourable,,78528,2025-06-22,ITV-5452
1544,867,2025-06-22,unfavourable,Excessive steering play,84568,2026-06-22,ITV-9216
1545,873,2023-08-12,favourable,,50442,2025-08-11,ITV-6734
1546,875,2024-04-10,favourable,,55371,2026-04-10,ITV-0251
1547,877,2025-06-01,favourable,,74164,2027-06-01,ITV-6569
1548,880,2023-03-12,unfavourable,Rear shock absorber leaking,25689,2025-03-11,ITV-5736
1549,880,2025-03-11,favourable,,38534,2027-03-11,ITV-5106
1550,884,2024-03-08,favourable,,66586,2026-03-08,ITV-4670
1551,886,2023-02-03,favourable,,58074,2025-02-02,ITV-5246
1552,886,2025-02-02,favourable,,87111,2027-02-02,ITV-1113
1553,887,2018-01-23,favourable,,67660,2020-01-23,ITV-6585
