id,vehicle_id,owner_id,owned_from,owned_until,purchase_price
1930,1034,252,2019-01-26,2019-06-30,26231.83
1931,1034,188,2019-06-30,2024-05-07,24113.15
1932,1034,93,2024-05-07,,9202.13
1933,1035,245,2025-03-23,,56840.00
1934,1036,280,2025-06-27,2025-06-30,64844.00
1935,1036,811,2025-06-30,,
1936,1037,369,2023-11-09,2024-11-05,56840.00
1937,1037,747,2024-11-05,,40211.97
1938,1038,230,2019-01-23,2019-11-01,29580.00
1939,1038,732,2019-11-01,,19895.76
1940,1039,734,2012-10-14,2015-02-10,15660.00
1941,1039,355,2015-02-10,,8024.40
1942,1040,501,2014-12-15,2019-04-15,28652.00
1943,1040,472,2019-04-15,2019-10-15,10191.46
1944,1040,117,2019-10-15,2021-10-08,9226.87
1945,1040,189,2021-10-08,,6226.09
1946,1041,109,2023-10-21,,15196.00
1947,1042,433,2014-03-10,,41412.00
1948,1043,935,2020-07-19,2021-02-04,59972.00
1949,1043,48,2021-02-04,2024-10-21,44789.66
1950,1043,497,2024-10-21,,21450.53
1951,1044,588,2022-08-20,2023-12-24,33988.00
1952,1044,708,2023-12-24,,20615.01
1953,1045,857,2020-11-06,,92220.00
1954,1046,362,2025-05-13,,67860.00
1955,1047,513,2020-09-22,2022-08-26,18444.00
1956,1047,734,2022-08-26,2023-08-30,10485.21
1957,1047,378,2023-08-30,,8580.35
1958,1048,973,2025-05-06,,59972.00
1959,1049,682,2024-12-17,,92220.00
1960,1050,262,2014-12-14,,15660.00
1961,1051,44,2024-06-11,,56840.00
1962,1052,904,2023-02-24,,17052.00
1963,1053,616,2021-09-03,2022-08-16,53244.00
1964,1053,714,2022-08-16,,43194.14
1965,1054,467,2025-02-25,,27840.00
1966,1055,979,2025-05-12,,
1967,1056,893,2022-05-31,2022-07-28,92220.00
1968,1056,520,2022-07-28,,82909.80
1969,1057,959,2025-06-27,2025-06-28,64844.00
1970,1057,628,2025-06-28,,
1971,1058,96,2024-12-22,2025-03-06,33988.00
1972,1058,614,2025-03-06,,
1973,1059,548,2021-03-08,,31204.00
1974,1060,261,2023-12-01,2024-11-23,58928.00
1975,1060,381,2024-11-23,,
1976,1061,418,2022-05-02,,21112.00
1977,1062,312,2012-05-08,,
1978,1063,22,2022-11-12,2023-09-01,92220.00
1979,1063,754,2023-09-01,,71640.05
1980,1064,172,2017-09-20,,17284.00
1981,1065,61,2023-05-05,2025-06-14,57768.00
1982,1065,696,2025-06-14,,30596.79
1983,1066,336,2024-01-11,2024-11-29,26448.00
1984,1066,310,2024-11-29,,17608.86
1985,1067,716,2024-04-07,2025-02-17,29000.00
1986,1067,150,2025-02-17,,21416.43
1987,1068,716,2015-10-26,2017-10-31,41412.00
1988,1068,491,2017-10-31,,24511.22
1989,1069,353,2022-08-02,2024-07-02,30276.00
1990,1069,312,2024-07-02,,18665.24
1991,1070,178,2022-01-12,2022-03-27,29580.00
1992,1070,696,2022-03-27,,26803.06
1993,1071,152,2024-07-01,2024-09-04,22852.00
1994,1071,394,2024-09-04,,
1995,1072,528,2017-04-02,2019-08-08,57188.00
1996,1072,601,2019-08-08,,30513.29
1997,1073,997,2025-05-13,,54636.00
1998,1074,826,2017-06-15,2019-01-06,
1999,1074,777,2019-01-06,2022-08-19,16368.92
2000,1074,582,2022-08-19,,7985.62
