id,vin,plate,model_id,year,colour,fuel_type,transmission,engine_cc,power_hp,mileage_km,registered_on
748,ZZHD3WV39BL449159,0675 DGD,1,2011,Negro,hybrid,automatic,2487,134,234706,2011-08-13
749,ZZJF7G937CS442231,7617 RGY,15,2012,Negro,petrol,manual,1489,184,194789,2012-04-16
750,ZZKRS4PD8HD184220,5813 CMH,68,2017,Blanco,petrol,automatic,1199,102,183750,2017-11-10
751,ZZMY6CBFXNK796033,8631 XRR,37,2022,Negro,electric,automatic,0,173,49254,2022-01-25
752,ZZBX6AM19MY125426,0157 PSY,24,2021,Negro,hybrid,manual,1118,97,79683,2021-07-14
753,ZZDTC2XR6PV714462,9870 NWY,10,2023,Negro,electric,manual,0,182,23971,2023-07-17
754,ZZHN4PF94PB976033,6886 XCK,52,2023,Verde,hybrid,manual,2181,165,37556,2023-07-01
755,ZZNJXMD49NU064055,3823 JGN,9,2022,Negro,lpg,manual,2306,217,38448,2022-08-07
756,ZZD7JGT65NU456647,6607 FRG,47,2022,Plata,petrol,manual,2089,228,51903,2022-05-30
757,ZZH89T4HXFR017811,5397 CDG,50,2015,Negro,diesel,automatic,1166,102,20610,2015-03-11
758,ZZLSZDC12GV154692,7872 GTF,2,2016,Gris,diesel,manual,1124,72,138358,2016-12-14
759,ZZDHXAWG0RK279009,2651 LGV,20,2024,Gris,plug_in_hybrid,manual,1356,123,29947,2024-03-01
760,ZZNBKE4U9FS981678,3380 BSN,21,2015,Blanco,diesel,manual,1278,157,178444,2015-02-14
761,ZZBGYDC37JN306522,5600 LGJ,19,2018,Plata,diesel,manual,1812,182,79520,2018-06-10
762,ZZGTMUYJ5RJ563497,5675 PDR,16,2024,Plata,petrol,manual,1886,130,1533,2024-09-23
763,ZZBPYFZY4FT323134,9096 FPZ,54,2015,Plata,petrol,manual,1738,182,148202,2015-10-27
764,ZZM8T20B9PL298695,1313 YWF,45,2023,Negro,petrol,manual,1743,183,22515,2023-07-16
765,ZZCA76JP5NM738690,1209 TTW,57,2022,Negro,hybrid,manual,1334,129,39663,2022-11-29
766,ZZM4TE0M9KJ774580,1477 YTN,37,2019,Negro,hybrid,manual,1460,183,122625,2019-01-09
767,ZZB69SF6XAL092673,0698 VRG,8,2010,Gris,hybrid,manual,2325,199,244037,2010-10-31
768,ZZBRCYBH7PY089900,5092 GZH,24,2023,Azul,petrol,automatic,1416,121,45129,2023-03-10
769,ZZGS4SL88SC977503,5976 GBS,48,2025,Blanco,petrol,manual,2255,172,7348,2025-03-11
770,ZZH65KY85ET587384,5618 RTT,1,2014,Gris,petrol,manual,1595,205,22472,2014-04-05
771,ZZB1VH8F8LG263454,9595 SPM,24,2020,Rojo,petrol,automatic,1435,120,55876,2020-08-02
772,ZZGCJ0AF1JM943754,4926 YCG,64,2018,Blanco,diesel,manual,1895,240,132538,2018-03-06
773,ZZCV68778RU911843,1313 KVV,66,2024,Blanco,diesel,manual,2307,155,16105,2024-05-07
774,ZZNGSYSC5LA511263,0674 JBV,39,2020,Blanco,plug_in_hybrid,manual,969,90,84129,2020-03-13
775,ZZM5X99L7JP899289,2152 GKT,56,2018,Plata,diesel,manual,1734,203,104422,2018-06-05
776,ZZF2NH93XPP596784,6419 MRK,31,2023,Blanco,hybrid,manual,2503,350,26621,2023-11-19
777,ZZHJJ8D67SU232624,9628 MLH,7,2025,Gris,diesel,manual,1028,92,1001,2025-06-27
778,ZZCTZSCV0LR886396,1196 WMR,57,2020,Azul,diesel,automatic,1670,154,73200,2020-12-09
779,ZZM03A4N9ST435123,8771 YSB,53,2025,Verde,petrol,automatic,2188,265,645,2025-05-29
780,ZZLGRESH5EA038577,6856 SCN,22,2014,Blanco,diesel,automatic,2329,243,174725,2014-04-27
781,ZZBZHPXK6HW347921,8659 BMF,54,2017,Blanco,petrol,manual,1715,252,20594,2017-03-25
782,ZZH501S28SZ859847,1017 JGY,50,2025,Blanco,lpg,manual,1326,121,5373,2025-01-30
783,ZZH80UP99KA132784,1673 NKG,70,2019,Azul,petrol,automatic,1516,240,100383,2019-03-29
784,ZZCB1TBL3RZ610702,7472 LJH,57,2024,Blanco,diesel,manual,1889,160,4556,2024-09-15
785,ZZKT6YE23ML377202,5053 ZVT,51,2021,Plata,diesel,manual,1952,134,82116,2021-08-18
786,ZZC8LKW06CA354172,9531 YZP,12,2012,Blanco,petrol,manual,1074,108,242534,2012-05-19
787,ZZCFBR2V7RW032236,3423 SDY,41,2024,Gris,diesel,manual,1115,126,12520,2024-08-24
788,ZZJXKXRL3LG627849,6481 MFM,28,2020,Gris,petrol,automatic,1451,124,70015,2020-02-20
789,ZZN1MSGR4NF490566,7604 DRS,39,2022,Negro,diesel,automatic,1145,76,48558,2022-12-07
790,ZZNMX7BS4SZ353228,7187 SZT,9,2025,Blanco,petrol,automatic,1434,185,1831,2025-06-25
791,ZZD5STJN3LS610711,0424 JWK,20,2020,Verde,diesel,automatic,1413,115,55267,2020-10-31
792,ZZBXJXUU4EJ527974,3807 MJS,8,2014,Blanco,petrol,automatic,1752,164,169075,2014-11-18
793,ZZLPCV1Z9GH597748,5945 XNG,2,2016,Plata,diesel,manual,910,84,85636,2016-08-09
794,ZZD0XFU81HV399937,0775 CRP,20,2017,Azul,hybrid,automatic,1294,117,94030,2017-02-18
795,ZZHWX3922CU699691,9837 GTR,50,2012,Naranja,hybrid,manual,1149,120,146599,2012-08-12
796,ZZN0J89G1JZ881895,4451 VPS,18,2018,Negro,diesel,automatic,1780,175,52567,2018-10-06
797,ZZKAYJCW2PD641409,0854 GWK,51,2023,Rojo,diesel,manual,1881,149,39239,2023-08-01
798,ZZMAT69JXLB437445,2571 HMR,58,2020,Gris,diesel,manual,1018,111,112443,2020-04-14
799,ZZF46JALXMN551408,5509 MTF,31,2021,Blanco,petrol,manual,2927,332,49717,2021-08-08
800,ZZNGKETD2SW733640,5881 RYD,9,2025,Azul,diesel,manual,1883,288,2793,2025-04-25
801,ZZFHDY1G0CW009374,7247 ZXK,44,2012,Amarillo,petrol,manual,1462,114,220611,2012-09-13
802,ZZFT4YJ81LM147293,4525 VLX,31,2020,Marrón,diesel,automatic,2957,318,94127,2020-06-16
803,ZZFKRX1R2GV470607,5939 ZTR,33,2016,Gris,petrol,automatic,1805,137,201762,2016-07-27
804,ZZCDYV8Z9RY828306,3729 CNK,6,2024,Negro,petrol,manual,1464,120,17492,2024-03-29
805,ZZB84C283RS151102,2448 ZNS,40,2024,Gris,diesel,manual,2200,181,7988,2024-11-16
806,ZZJCEFDL0DX390536,9943 THR,15,2013,Amarillo,diesel,automatic,2138,193,179524,2013-04-16
807,ZZHZ7WYV2MG891736,7357 TPP,70,2021,Blanco,diesel,manual,2105,227,54904,2021-09-04
808,ZZGG8T360BT434323,2324 PMX,64,2011,Blanco,diesel,manual,2314,217,176052,2011-03-31
809,ZZC3BYXP5PY546255,8759 DMN,36,2023,Blanco,diesel,manual,1554,291,23175,2023-11-26
810,ZZCTJVJ44NU820100,2442 DGX,6,2022,Plata,diesel,manual,1980,187,36584,2022-07-28
811,ZZG032P43RT461111,3502 MJT,35,2024,Blanco,petrol,manual,1859,195,22297,2024-06-01
812,ZZHC7SHB3FR949848,9354 MLS,70,2015,Marrón,lpg,manual,1474,172,171982,2015-06-15
813,ZZBJWB9H1GM757656,7442 TYK,54,2016,Gris,hybrid,manual,2177,190,153760,2016-06-09
814,ZZNK4VT8XNR308435,7191 RDB,9,2022,Plata,electric,automatic,0,147,20490,2022-09-17
815,ZZCY630B9PX801801,1453 BLH,36,2023,Verde,diesel,manual,1887,260,35070,2023-01-01
816,ZZNMYA400HR294659,1058 WXJ,39,2017,Gris,petrol,manual,932,95,70415,2017-04-20
817,ZZLM79V77SV667541,3136 RZV,22,2025,Plata,hybrid,manual,2225,165,5702,2025-03-15
818,ZZBKK8HF8NF282298,7135 CJD,40,2022,Blanco,hybrid,manual,1892,279,51058,2022-12-01
819,ZZDYRN5E6RM868264,5143 MTN,20,2024,Azul,petrol,manual,1119,98,30651,2024-01-13
820,ZZF0NLSL7JL739578,3369 FPF,49,2018,Azul,petrol,automatic,1221,153,106411,2018-03-12
821,ZZLH02Z77PY524649,7799 MLZ,65,2023,Azul,petrol,manual,1117,69,36901,2023-08-02
822,ZZB5CJ6U9AT537975,6533 LRV,8,2010,Azul,petrol,automatic,2177,229,283498,2010-07-22
823,ZZKJDTM2XDH660507,2660 FCY,26,2013,Blanco,petrol,automatic,1496,267,90705,2013-09-07
824,ZZJUNDWM6JC355565,3170 KGB,28,2018,Azul,petrol,automatic,1693,149,134575,2018-09-14
825,ZZNVVJVS9SW930307,1265 WZH,9,2025,Blanco,petrol,automatic,2232,230,3851,2025-01-27
826,ZZG63DY47PS457599,7537 PXY,30,2023,Negro,hybrid,manual,1456,109,22433,2023-07-19
827,ZZNAZXXA6NL803515,4543 FRT,9,2022,Azul,petrol,automatic,1781,160,35282,2022-07-17
828,ZZBF1S1D7RX323451,6121 GRB,61,2024,Gris,diesel,manual,1645,187,22924,2024-01-15
829,ZZC2TZZF3GT741108,4041 VFV,12,2016,Negro,petrol,manual,1086,120,146343,2016-11-03
830,ZZMAUAZ47NN267878,0826 MJG,45,2022,Blanco,petrol,manual,1271,169,30830,2022-08-18
831,ZZMXBRL05DB671685,4350 JRC,34,2013,Rojo,petrol,manual,1924,160,179022,2013-12-10
832,ZZH3GHAM4NW101105,9801 NBG,17,2022,Rojo,hybrid,manual,915,86,41282,2022-02-20
833,ZZFUK16W7GS697267,0798 DFN,49,2016,Negro,plug_in_hybrid,manual,1864,174,98924,2016-03-17
834,ZZF6L8VB9PZ855581,2603 GKM,33,2023,Negro,diesel,automatic,2131,170,33920,2023-03-22
835,ZZLR3YDS9HV034954,4484 VVR,4,2017,Gris,diesel,manual,2151,148,140408,2017-02-13
836,ZZKATVLW1RN312462,3578 HFL,51,2024,Negro,hybrid,automatic,1495,152,14235,2024-11-22
837,ZZC272ZF1PR094460,5970 JMP,27,2023,Amarillo,petrol,manual,1380,126,25055,2023-12-11
838,ZZHJR94M2ND693134,9679 CKL,52,2022,Plata,petrol,automatic,1922,277,46614,2022-12-26
839,ZZF564YM9PN335851,5261 XBV,31,2023,Blanco,petrol,manual,2536,347,25319,2023-08-24
840,ZZFXTFPN0RT509909,1691 NHV,33,2024,Blanco,diesel,manual,1843,110,14600,2024-06-07
841,ZZF63ZG97EL373269,2753 BPW,44,2014,Negro,petrol,automatic,1824,177,174297,2014-11-04
842,ZZDRJ18X9MX925226,0668 ZFD,20,2021,Blanco,diesel,manual,1486,130,42566,2021-12-09
843,ZZH6NVUY8NN264720,7882 YKR,52,2022,Negro,diesel,manual,1526,230,54946,2022-05-25
844,ZZMDE4093KS621140,2863 YVL,58,2019,Blanco,petrol,manual,1153,129,73615,2019-07-10
845,ZZH8FDX79RJ151651,4597 JYS,50,2024,Negro,diesel,manual,1350,129,8986,2024-03-30
846,ZZFZY6LF7HY735102,4157 XCD,33,2017,Rojo,hybrid,manual,2163,163,47409,2017-12-13
847,ZZD7EJHX8MH593625,3876 HVT,10,2021,Negro,petrol,manual,1548,127,58417,2021-09-19
848,ZZBKXDX92HJ553251,0430 CFC,19,2017,Gris,electric,manual,0,151,19045,2017-12-01
849,ZZJA8YVR3GT292111,0020 MYY,28,2016,Blanco,hybrid,automatic,1753,143,132139,2016-12-14
850,ZZDAXU4P1MS718006,2708 KYD,62,2021,Plata,diesel,manual,2016,136,27620,2021-08-13
851,ZZMWSGW4XMZ296396,3906 BCD,56,2021,Negro,hybrid,automatic,1605,142,59308,2021-08-25
852,ZZF1AHGC5KC125152,4657 PCS,33,2019,Plata,diesel,manual,2104,166,32538,2019-04-12
853,ZZHDW58J8NF017175,3680 YBK,7,2022,Plata,petrol,automatic,1081,113,48330,2022-01-29
854,ZZLWZ5LG6NT381579,2145 WYW,65,2022,Blanco,petrol,manual,1151,85,36708,2022-10-25
855,ZZCU6WLT6SV905350,0233 XCZ,57,2025,Negro,petrol,manual,1613,178,1872,2025-05-30
856,ZZCXKKZWXPJ565718,9795 BGD,12,2023,Verde,diesel,automatic,1381,99,43527,2023-03-25
857,ZZK65RMX2DD528513,4788 MMC,26,2013,Gris,hybrid,manual,2293,263,188687,2013-01-17
858,ZZHDVP3Y9MH584503,1559 CKD,50,2021,Blanco,diesel,automatic,1004,111,54965,2021-05-26
859,ZZHSB5AD4LJ141543,5458 YFJ,32,2020,Blanco,hybrid,automatic,2308,303,24090,2020-04-24
860,ZZMAE3PP5LT357870,8577 TDV,56,2020,Plata,diesel,manual,2372,245,53657,2020-06-04
861,ZZHEAYRV7NR401260,2197 JBT,38,2022,Blanco,plug_in_hybrid,automatic,1586,184,30207,2022-12-09
862,ZZJWKXYR3LD422910,5125 WRH,23,2020,Gris,petrol,automatic,1096,92,19587,2020-07-02
863,ZZMV5YFA7MT847692,6145 LJZ,37,2021,Blanco,petrol,manual,1337,123,52788,2021-10-05
864,ZZNJH86N2RG938485,6850 FJL,29,2024,Azul,diesel,manual,2416,132,8851,2024-09-30
865,ZZCHLXT47PA330974,4712 SHR,36,2023,Gris,diesel,manual,1705,141,21640,2023-09-27
866,ZZM33EKA9JM397079,9759 PGY,56,2018,Rojo,diesel,manual,2315,218,123925,2018-11-21
867,ZZGG25LNXBV702934,0043 PDD,5,2011,Negro,petrol,manual,975,88,84693,2011-06-23
868,ZZL0J1GX5RR235211,4150 LDN,65,2024,Plata,diesel,manual,1149,86,9263,2024-10-26
869,ZZH4G1PY5SX041573,1221 HPZ,7,2025,Azul,diesel,automatic,1484,108,684,2025-05-31
870,ZZHUZPX05RE286578,3032 JHP,38,2024,Azul,diesel,manual,1829,129,9160,2024-07-29
871,ZZBBNC4LXSM055224,0132 FLT,59,2025,Blanco,petrol,manual,1095,114,1931,2025-05-27
872,ZZGWW2KKXSW899538,9305 FSB,30,2025,Blanco,lpg,manual,1492,96,2021,2025-06-08
873,ZZL3WBX54KN141076,0992 DDR,60,2019,Gris,diesel,manual,1281,91,74197,2019-08-12
874,ZZLMYDT38NV950440,1433 HNN,65,2022,Negro,petrol,manual,949,77,44512,2022-03-15
875,ZZBB7GVF5LH490978,5485 CFH,24,2020,Rojo,petrol,manual,1344,110,72275,2020-04-10
876,ZZBNWKVA7NB257388,9015 RFG,24,2022,Gris,hybrid,automatic,1079,106,36509,2022-05-01
877,ZZLK6PG97MZ141838,7194 NHS,65,2021,Gris,diesel,manual,1143,66,75637,2021-06-01
878,ZZH4NN8R1PY118090,6447 TZY,38,2023,Blanco,diesel,manual,1416,182,14804,2023-11-13
879,ZZCUB8GV4NV974576,3838 XSJ,41,2022,Naranja,hybrid,manual,1455,127,22863,2022-11-18
880,ZZBW2CEF0KZ781518,9414 SXX,59,2019,Negro,petrol,manual,1396,120,40477,2019-03-12
881,ZZN0EYEA1NN423793,7744 PHT,29,2022,Blanco,plug_in_hybrid,manual,1774,276,28119,2022-11-12
882,ZZM70K9PXRH168739,3453 YCJ,58,2024,Plata,hybrid,automatic,1389,125,14949,2024-02-07
883,ZZL8PJN99NP930075,6375 LRN,65,2022,Gris,petrol,manual,1038,72,43656,2022-06-24
884,ZZB7JMW0XLD356314,9198 LNZ,59,2020,Gris,hybrid,manual,1134,106,88417,2020-03-08
885,ZZCV1RM56SM180777,9488 KZK,12,2025,Azul,hybrid,automatic,1168,113,1295,2025-05-22
886,ZZG7B554XKL759232,6899 VCV,64,2019,Plata,diesel,manual,1656,156,92975,2019-02-03
887,ZZB5GCZV9ED964268,3833 YJC,54,2014,Blanco,petrol,manual,1809,207,193395,2014-01-23
888,ZZN645W64PG655222,2131 LRY,9,2023,Rojo,petrol,manual,2340,145,20843,2023-02-07
889,ZZNZ4YUE6LP275348,3292 KMB,39,2020,Rojo,petrol,manual,982,73,57777,2020-10-29
890,ZZKY50CS8EX049670,2935 RZV,26,2014,Gris,hybrid,manual,2088,206,208391,2014-04-06
891,ZZFS62ZP2KY350697,0751 CHK,33,2019,Azul,petrol,manual,1706,143,60450,2019-03-19
892,ZZBAZ3JV6RE697868,1594 PJM,59,2024,Blanco,hybrid,automatic,1319,113,12642,2024-04-18
893,ZZJ5CN1G6NF967920,4687 GSC,14,2022,Blanco,petrol,automatic,2662,336,45750,2022-02-16
894,ZZHKD2LA3SJ413834,4451 PXG,7,2025,Gris,petrol,manual,1214,105,2162,2025-05-02
895,ZZL9JKTX3ST502261,9416 TWC,22,2025,Plata,petrol,manual,2099,164,565,2025-05-15
896,ZZN04JTX2DK009908,5542 GTX,29,2013,Gris,diesel,automatic,2027,191,241404,2013-12-08
897,ZZA5182AXJJ449253,7198 KMH,43,2018,Rojo,plug_in_hybrid,manual,1067,69,106834,2018-01-21
898,ZZGSYK6R8RU361877,4337 LBX,30,2024,Verde,diesel,manual,1048,104,17655,2024-03-20
899,ZZJ1EPBS7FJ100077,7320 YCL,15,2015,Negro,diesel,automatic,1585,259,174412,2015-06-06
900,ZZFUB5CAXFF076564,1582 THX,49,2015,Gris,diesel,automatic,1931,160,106376,2015-08-18
901,ZZFMB6MT0FR250131,3711 JZC,44,2015,Verde,diesel,manual,1317,125,242650,2015-04-01
902,ZZB8T9Y48PH256125,7447 FPM,40,2023,Blanco,diesel,manual,2057,217,8057,2023-12-11
903,ZZL4BPTW7FE286324,8199 RMM,2,2015,Rojo,diesel,manual,1000,74,254589,2015-04-15
904,ZZHXW7W00RW676120,0932 TVX,70,2024,Negro,electric,automatic,0,201,4601,2024-08-07
905,ZZN8V8CG1HV683139,0517 MGP,21,2017,Azul,diesel,manual,1971,189,147814,2017-08-14
906,ZZGTWFDNXEC878793,8255 WCG,5,2014,Plata,diesel,manual,1196,77,40472,2014-06-19
907,ZZC5JR1W8CL764182,9620 HMJ,12,2012,Blanco,petrol,manual,1072,119,91675,2012-08-15
908,ZZAD5AX40PG423325,2964 CYW,13,2023,Rojo,diesel,automatic,1276,117,45002,2023-07-19
909,ZZD1JFBV8NJ796157,9185 KLS,10,2022,Gris,petrol,automatic,1590,120,27003,2022-02-09
910,ZZH3D01X1EJ779103,2481 VCP,32,2014,Negro,petrol,manual,2032,300,79680,2014-01-22
911,ZZDFNJ7W1KZ466694,0252 VNH,10,2019,Rojo,diesel,automatic,1771,113,98342,2019-06-25
912,ZZCUXBME8RX635610,2719 LVN,67,2024,Blanco,hybrid,manual,1023,112,3197,2024-08-20
913,ZZF7MEPEXNT271360,9056 VKV,31,2022,Plata,diesel,automatic,2964,292,27571,2022-11-24
914,ZZJE2G5N6LH847284,6211 NLY,28,2020,Blanco,diesel,manual,1960,172,59140,2020-04-26
915,ZZCU8PR22LY408343,3795 ZHD,27,2020,Blanco,diesel,manual,1016,106,22051,2020-04-08
916,ZZH3JKL4XDR286074,6662 RBF,70,2013,Rojo,hybrid,manual,2247,282,123836,2013-06-23
917,ZZFZRUDE4GC337946,4569 MTJ,49,2016,Gris,hybrid,manual,1863,121,128220,2016-04-01
918,ZZMF5AU52GJ201266,9702 PMR,34,2016,Gris,diesel,manual,2395,140,145751,2016-10-13
919,ZZBJ0KNX4BC954415,6383 PWF,42,2011,Blanco,petrol,manual,1046,111,219037,2011-08-07
920,ZZH24Z468BJ995187,1536 HWY,11,2011,Verde,petrol,manual,1594,132,254221,2011-03-03
921,ZZJW4T1V8MA247941,0215 RJK,15,2021,Gris,diesel,manual,1732,218,76665,2021-07-15
922,ZZNZ006X5PF064990,6078 JHJ,39,2023,Blanco,diesel,automatic,1035,83,23702,2023-10-21
923,ZZLHPBRAXLG727168,8058 NRW,65,2020,Negro,diesel,manual,1114,72,65556,2020-05-15
924,ZZNMRCAA6HN764979,1790 FRC,39,2017,Verde,diesel,manual,1165,71,179095,2017-02-24
925,ZZMS39P0XPS107133,5587 DXK,45,2023,Verde,hybrid,manual,1978,124,8342,2023-04-25
926,ZZHRBCUE0RD308513,5993 PHR,52,2024,Blanco,plug_in_hybrid,manual,2235,164,8037,2024-01-10
927,ZZL6D4KW9NF522421,0218 MHS,60,2022,Azul,petrol,manual,1298,124,25712,2022-09-09
928,ZZK1JKPU1GU995697,4364 ZLW,68,2016,Rojo,hybrid,manual,1041,116,93342,2016-12-17
929,ZZBJFLTR9PY175188,2427 WRV,59,2023,Gris,diesel,automatic,1269,96,41036,2023-11-02
930,ZZCA6X653NK896974,0374 SST,41,2022,Azul,electric,manual,0,93,77134,2022-01-05
931,ZZHXW5B21PF783332,1410 PVM,52,2023,Plata,hybrid,automatic,1864,251,31269,2023-09-13
932,ZZB6YMLV3DK406085,1290 GKM,8,2013,Gris,petrol,manual,1631,289,117097,2013-01-31
933,ZZHPXD220EC346217,6518 WLH,1,2014,Negro,diesel,manual,1537,269,130784,2014-06-26
934,ZZGMJ1BJ4PH223749,7306 RCS,30,2023,Plata,diesel,manual,1172,103,31472,2023-05-30
935,ZZCURL5DXLF343119,5319 SPV,66,2020,Blanco,petrol,manual,1821,169,75279,2020-12-12
936,ZZBJKA334JY451876,7820 SPS,54,2018,Gris,diesel,automatic,1482,201,58058,2018-08-07
937,ZZHVZUVF7CY257132,5639 WZZ,11,2012,Azul,petrol,manual,1594,115,26732,2012-02-17
938,ZZCTKNYJ2NW821582,1336 XXK,67,2022,Azul,plug_in_hybrid,manual,1487,125,43149,2022-07-16
939,ZZGSAKHA0RT451669,3538 HYF,35,2024,Plata,plug_in_hybrid,automatic,2372,188,6290,2024-12-13
940,ZZCC2GGB8PN045814,9933 CPJ,36,2023,Blanco,petrol,manual,2219,146,55107,2023-01-03
941,ZZF9NPB78LD667448,0677 NTD,33,2020,Blanco,petrol,manual,2108,147,78089,2020-06-30
942,ZZN3M4FM3SF293829,8971 JNC,9,2025,Plata,diesel,automatic,1937,212,4466,2025-03-22
943,ZZB72CEL6CN386116,4786 NVS,42,2012,Gris,diesel,manual,1197,104,131348,2012-05-31
944,ZZHNYTDC2NG161759,6600 JWV,17,2022,Negro,diesel,manual,1171,94,30343,2022-04-12
945,ZZHT38ZN5SG035176,5043 KXB,7,2025,Blanco,diesel,automatic,1007,123,1157,2025-06-19
946,ZZB1KS9N6JH625798,7213 NTJ,19,2018,Gris,diesel,manual,1907,184,95975,2018-05-11
947,ZZCZLD198NT157808,8078 PGM,57,2022,Gris,diesel,manual,1968,174,33753,2022-03-02
948,ZZCWY8ER5GG630288,2842 FZP,27,2016,Negro,diesel,manual,1100,90,186486,2016-12-22
949,ZZHTZK6G5RA615381,4054 NCK,7,2024,Plata,hybrid,manual,1306,93,11754,2024-08-29
950,ZZG2UX938NC854989,5498 HWN,35,2022,Negro,electric,automatic,0,252,30779,2022-03-24
951,ZZBSTT6E7MJ134374,6469 RWT,3,2021,Gris,diesel,automatic,1795,133,81604,2021-07-19
952,ZZF2SFGR3MP159046,6402 SVC,31,2021,Azul,diesel,automatic,2343,400,39638,2021-06-22
953,ZZLM0RBJ5MH996504,3403 KHP,65,2021,Rojo,diesel,manual,991,85,43469,2021-06-22
954,ZZKG4NVV3FS651927,0674 GPP,68,2015,Azul,diesel,manual,1434,129,135264,2015-10-09
955,ZZL89KJY4MN257042,8599 GPB,4,2021,Blanco,hybrid,automatic,2147,252,59782,2021-09-20
956,ZZCUSGRX0MF389785,6647 FFX,36,2021,Plata,petrol,automatic,2251,283,80972,2021-07-04
957,ZZF83XBD6JM030711,5693 WLF,49,2018,Gris,hybrid,manual,1433,161,67589,2018-08-26
958,ZZJU3GFM5LK331659,3777 VVS,15,2020,Blanco,petrol,manual,2073,169,23370,2020-12-27
959,ZZD65CF10PR311742,2140 PYT,10,2023,Marrón,hybrid,automatic,1712,158,27536,2023-05-25
960,ZZKE41SX8SW947373,8226 NST,51,2025,Gris,diesel,manual,1954,145,909,2025-05-22
961,ZZKGLU8H8NE893774,3826 HRY,51,2022,Negro,diesel,manual,1829,133,52530,2022-01-04
962,ZZCBFTJ40MN052528,3515 KSF,27,2021,Gris,hybrid,manual,1144,103,46231,2021-01-24
963,ZZGVJ40Z8LR532692,8731 DGD,48,2020,Gris,diesel,automatic,2025,148,72425,2020-12-17
964,ZZN451TGXJJ940639,0083 WFM,39,2018,Blanco,diesel,manual,1061,86,86972,2018-09-13
965,ZZGXPF704PH989201,0983 VHN,48,2023,Negro,petrol,automatic,1533,162,34494,2023-12-17
966,ZZCH2YF32PX464932,7336 TRP,27,2023,Blanco,diesel,manual,1179,113,31692,2023-06-30
967,ZZGM7FX21ER490206,7339 WSX,5,2014,Plata,plug_in_hybrid,manual,1130,71,161341,2014-07-08
968,ZZAG2DR51NT181792,5563 ZWR,13,2022,Gris,petrol,manual,1706,135,59436,2022-01-26
969,ZZB5YD882FD722387,0823 RYW,54,2015,Negro,petrol,manual,2488,147,201329,2015-02-13
970,ZZAWHHSN8NZ705805,2392 RZC,55,2022,Blanco,petrol,manual,1321,125,25540,2022-07-05
971,ZZNP3N5G0RR985318,0786 WBC,9,2024,Rojo,petrol,manual,1950,211,11767,2024-07-11
972,ZZLTJ48F1EN356307,9358 JGS,2,2014,Plata,diesel,manual,1103,84,140537,2014-08-31
973,ZZC3FM1S9MC476763,0181 VNZ,69,2021,Plata,petrol,manual,2259,214,20392,2021-09-29
974,ZZLJJH236NU593636,2851 DSZ,65,2022,Blanco,diesel,automatic,991,83,18819,2022-11-30
975,ZZFDXPNE3CR720008,0725 ZHT,44,2012,Blanco,electric,manual,0,174,144839,2012-04-16
976,ZZBBPAB39EY660964,1778 DPR,54,2014,Negro,hybrid,automatic,2249,272,169398,2014-05-21
977,ZZHKFMN28SY698100,9266 KGB,17,2025,Gris,diesel,manual,936,74,1765,2025-06-14
978,ZZANLL8T4KG288872,7775 FLD,55,2019,Gris,petrol,automatic,1260,108,145394,2019-04-09
979,ZZB8PB494MD728840,7610 WTD,24,2021,Blanco,petrol,manual,1158,107,51381,2021-10-13
980,ZZG1781R0SL320521,3946 THF,30,2025,Blanco,petrol,automatic,1406,128,2646,2025-04-10
981,ZZAPXAV97LX539699,2788 GWV,43,2020,Rojo,petrol,manual,933,69,58123,2020-06-12
982,ZZJBN4F34NZ161280,9279 LBP,23,2022,Blanco,diesel,automatic,1246,108,35572,2022-04-18
983,ZZH49J7Y8EB193195,4904 XLS,11,2014,Blanco,petrol,manual,1214,128,272217,2014-05-16
984,ZZM2F7BV1RS341985,6887 LLG,53,2024,Blanco,hybrid,manual,2321,131,8946,2024-11-09
985,ZZNZEV970BT671755,3754 VKM,21,2011,Blanco,petrol,automatic,1981,129,126861,2011-09-25
986,ZZF5WC838ME483924,8670 CXT,31,2021,Blanco,diesel,manual,2436,249,21124,2021-08-31
987,ZZJHTDHG5HN058509,2440 GZB,28,2017,Negro,petrol,manual,1621,165,143701,2017-04-27
988,ZZBRP6GY0LK213049,2006 BLS,19,2020,Negro,diesel,manual,1763,190,69223,2020-05-06
989,ZZKJMBJU5RN395732,5420 JWL,51,2024,Blanco,plug_in_hybrid,automatic,1833,129,14503,2024-06-09
990,ZZNWCPR33JC793915,4186 JZG,39,2018,Verde,diesel,manual,1033,68,77452,2018-05-27
991,ZZH9ZS475GJ252431,3909 PWX,11,2016,Azul,diesel,manual,1615,112,59411,2016-07-28
992,ZZHVSXM05ES575307,6043 BKD,1,2014,Gris,diesel,automatic,2220,295,162755,2014-08-20
993,ZZAUKKVF6JV105764,7014 MHT,13,2018,Rojo,petrol,manual,1711,166,86265,2018-11-13
994,ZZL35FXW2EY054881,8586 CTK,60,2014,Gris,diesel,automatic,1465,95,78099,2014-10-22
995,ZZB7UXTA7RK023787,2768 WWX,59,2024,Negro,diesel,manual,1499,123,12693,2024-01-27
996,ZZLDXCJS3RE656876,0651 PYK,65,2024,Gris,hybrid,manual,1074,66,17746,2024-05-15
997,ZZB8G8BKXLM730728,5257 YCR,19,2020,Blanco,petrol,automatic,1246,111,50992,2020-08-14
